competition,country,link,mark,name,position,sport
	15th IAAF World Championships,GER,https://www.worldathletics.org/athletes/germany/christina-schwanitz-14279753,20.37,Christina SCHWANITZ,1,"(['Shot Put'],)"
	15th IAAF World Championships,CHN,https://www.worldathletics.org/athletes/pr-of-china/lijiao-gong-14266426,20.30,Lijiao GONG,2,"(['Shot Put'],)"
	15th IAAF World Championships,USA,https://www.worldathletics.org/athletes/united-states/michelle-carter-14307333,19.76,Michelle CARTER,3,"(['Shot Put'],)"
	15th IAAF World Championships,HUN,https://www.worldathletics.org/athletes/hungary/anita-márton-14282022,19.48,Anita MÁRTON,4,"(['Shot Put'],)"
	15th IAAF World Championships,CHN,https://www.worldathletics.org/athletes/pr-of-china/yang-gao-14514468,19.04,Yang GAO,5,"(['Shot Put'],)"
	15th IAAF World Championships,BLR,https://www.worldathletics.org/athletes/belarus/aliona-dubitskaya-14269885,18.52,Aliona DUBITSKAYA,6,"(['Shot Put'],)"
	15th IAAF World Championships,BLR,https://www.worldathletics.org/athletes/belarus/yuliya-leantsiuk-14269774,18.25,Yuliya LEANTSIUK,7,"(['Shot Put'],)"
	15th IAAF World Championships,BLR,https://www.worldathletics.org/athletes/belarus/natallia-mikhnevich-14269847,18.24,Natallia MIKHNEVICH,8,"(['Shot Put'],)"
	15th IAAF World Championships,CHI,https://www.worldathletics.org/athletes/chile/natalia-ducó-14266859,17.98,Natalia DUCÓ,9,"(['Shot Put'],)"
	15th IAAF World Championships,USA,https://www.worldathletics.org/athletes/united-states/jeneva-stevens-14361804,17.84,Jeneva STEVENS,10,"(['Shot Put'],)"
	15th IAAF World Championships,POL,https://www.worldathletics.org/athletes/poland/paulina-guba-14941418,17.52,Paulina GUBA,11,"(['Shot Put'],)"
	15th IAAF World Championships,TTO,https://www.worldathletics.org/athletes/trinidad-and-tobago/cleopatra-borel-14302978,17.43,Cleopatra BOREL,12,"(['Shot Put'],)"
