competition,country,gender,link,mark,name,position,sport
Meeting de Paris - 24 AUG 2019,NZL,M,,['22.44'],Tom WALSH,1,Shot Put
Meeting de Paris - 24 AUG 2019,USA,M,,['22.11'],Joe KOVACS,2,Shot Put
Meeting de Paris - 24 AUG 2019,BRA,M,,['21.56'],Darlan ROMANI,3,Shot Put
Meeting de Paris - 24 AUG 2019,POL,M,,['21.34'],Michał HARATYK,4,Shot Put
Meeting de Paris - 24 AUG 2019,CZE,M,,['21.30'],Tomáš STANĚK,5,Shot Put
Meeting de Paris - 24 AUG 2019,CRO,M,,['21.22'],Filip MIHALJEVIĆ,6,Shot Put
Meeting de Paris - 24 AUG 2019,POL,M,,['21.20'],Konrad BUKOWIECKI,7,Shot Put
Meeting de Paris - 24 AUG 2019,LUX,M,,['21.20'],Bob BERTEMES,8,Shot Put
Meeting de Paris - 24 AUG 2019,FRA,M,,['20.24'],Frédéric DAGEE,9,Shot Put
Meeting de Paris - 24 AUG 2019,FRA,M,,['17.08'],Kevin MAYER,10,Shot Put
Meeting de Paris - 24 AUG 2019,NED,M,,['15.07'],Pieter BRAUN,11,Shot Put
Meeting de Paris - 24 AUG 2019,GER,M,,['14.78'],Kai KAZMIREK,12,Shot Put
Meeting de Paris - 24 AUG 2019,ESP,M,,['14.15'],Jorge UREÑA,13,Shot Put
Meeting de Paris - 24 AUG 2019,USA,M,,['14.08'],Devon WILLIAMS,14,Shot Put
Meeting de Paris - 24 AUG 2019,BEL,M,,['13.36'],Thomas VAN DER PLAETSEN,15,Shot Put
