competition,country,gender,link,mark,name,position,sport
Doha IAAF Diamond League - 09 MAY 2014,NZL,F,,['20.20'],Valerie ADAMS,"(['1.'],)",Shot Put
Doha IAAF Diamond League - 09 MAY 2014,BLR,F,,['18.78'],Yuliya LEANTSIUK,"(['2.'],)",Shot Put
Doha IAAF Diamond League - 09 MAY 2014,HUN,F,,['18.32'],Anita MÁRTON,"(['3.'],)",Shot Put
Doha IAAF Diamond League - 09 MAY 2014,USA,F,,['18.06'],Tia BROOKS-WANNEMACHER,"(['4.'],)",Shot Put
Doha IAAF Diamond League - 09 MAY 2014,BLR,F,,['17.69'],Alena ABRAMCHUK,"(['5.'],)",Shot Put
Doha IAAF Diamond League - 09 MAY 2014,NED,F,,['17.51'],Melissa BOEKELMAN,"(['6.'],)",Shot Put
Doha IAAF Diamond League - 09 MAY 2014,GER,F,,['17.47'],Shanice CRAFT,"(['7.'],)",Shot Put
Doha IAAF Diamond League - 09 MAY 2014,FRA,F,,['16.97'],Jessica CÉRIVAL,"(['8.'],)",Shot Put
