competition,country,gender,link,mark,name,position,sport
Ooredoo Doha Meeting - 13–14 MAY 2022,USA,F,,['19.51'],Chase EALEY,1,Shot Put
Ooredoo Doha Meeting - 13–14 MAY 2022,USA,F,,['19.32'],Maggie EWEN,2,Shot Put
Ooredoo Doha Meeting - 13–14 MAY 2022,USA,F,,['18.99'],Jessica RAMSEY,3,Shot Put
Ooredoo Doha Meeting - 13–14 MAY 2022,SWE,F,,['18.85'],Fanny ROOS,4,Shot Put
Ooredoo Doha Meeting - 13–14 MAY 2022,JAM,F,,['18.72'],Danniel THOMAS-DODD,5,Shot Put
Ooredoo Doha Meeting - 13–14 MAY 2022,USA,F,,['18.71'],Raven SAUNDERS,6,Shot Put
Ooredoo Doha Meeting - 13–14 MAY 2022,GER,F,,['18.40'],Sara GAMBETTA,7,Shot Put
Ooredoo Doha Meeting - 13–14 MAY 2022,NED,F,,['18.28'],Jessica SCHILDER,8,Shot Put
