competition,country,link,mark,name,position,sport
Diamond League Meeting - 28 MAY 2021,NZL,,['21.63'],Tom WALSH,"(['1.'],)","([""Men's Shot Put""],)"
Diamond League Meeting - 28 MAY 2021,CRO,,['21.57'],Filip MIHALJEVIĆ,"(['2.'],)","([""Men's Shot Put""],)"
Diamond League Meeting - 28 MAY 2021,SRB,,['21.88'],Armin SINANČEVIĆ,"(['3.'],)","([""Men's Shot Put""],)"
Diamond League Meeting - 28 MAY 2021,EGY,,['21.12'],Mostafa Amr HASSAN,"(['4.'],)","([""Men's Shot Put""],)"
Diamond League Meeting - 28 MAY 2021,ITA,,['20.26'],Zane WEIR,"(['5.'],)","([""Men's Shot Put""],)"
Diamond League Meeting - 28 MAY 2021,BIH,,['20.01'],Mesud PEZER,"(['6.'],)","([""Men's Shot Put""],)"
Diamond League Meeting - 28 MAY 2021,POL,,['19.92'],Konrad BUKOWIECKI,"(['7.'],)","([""Men's Shot Put""],)"
Diamond League Meeting - 28 MAY 2021,CGO,,['18.80'],Franck ELEMBA,"(['8.'],)","([""Men's Shot Put""],)"
