competition,country,gender,link,mark,name,position,sport
Prefontaine Classic - 30 JUN 2019,BRA,M,,['22.61'],Darlan ROMANI,1,Shot Put
Prefontaine Classic - 30 JUN 2019,USA,M,,['22.17'],Ryan CROUSER,2,Shot Put
Prefontaine Classic - 30 JUN 2019,NZL,M,,['21.76'],Tom WALSH,3,Shot Put
Prefontaine Classic - 30 JUN 2019,POL,M,,['21.61'],Michał HARATYK,4,Shot Put
Prefontaine Classic - 30 JUN 2019,USA,M,,['21.39'],Joe KOVACS,5,Shot Put
Prefontaine Classic - 30 JUN 2019,USA,M,,['21.35'],Darrell HILL,6,Shot Put
Prefontaine Classic - 30 JUN 2019,CZE,M,,['20.77'],Tomáš STANĚK,7,Shot Put
Prefontaine Classic - 30 JUN 2019,USA,M,,['20.58'],Payton OTTERDAHL,8,Shot Put
Prefontaine Classic - 30 JUN 2019,POL,M,,['19.28'],Konrad BUKOWIECKI,9,Shot Put
