competition,country,gender,link,mark,name,position,sport
Shanghai Golden Grand Prix - 17 MAY 2015,CHN,F,,['20.23'],Lijiao GONG,1,Shot Put
Shanghai Golden Grand Prix - 17 MAY 2015,GER,F,,['19.94'],Christina SCHWANITZ,2,Shot Put
Shanghai Golden Grand Prix - 17 MAY 2015,USA,F,,['18.66'],Tia BROOKS-WANNEMACHER,3,Shot Put
Shanghai Golden Grand Prix - 17 MAY 2015,CHN,F,,['18.57'],Tianqian GUO,4,Shot Put
Shanghai Golden Grand Prix - 17 MAY 2015,HUN,F,,['18.57'],Anita MÁRTON,5,Shot Put
Shanghai Golden Grand Prix - 17 MAY 2015,TTO,F,,['18.32'],Cleopatra BOREL,6,Shot Put
Shanghai Golden Grand Prix - 17 MAY 2015,CHN,F,,['18.29'],Yang GAO,7,Shot Put
Shanghai Golden Grand Prix - 17 MAY 2015,BLR,F,,['18.00'],Yuliya LEANTSIUK,8,Shot Put
Shanghai Golden Grand Prix - 17 MAY 2015,USA,F,,['17.91'],Felisha JOHNSON,9,Shot Put
Shanghai Golden Grand Prix - 17 MAY 2015,USA,F,,['17.76'],Brittany SMITH,10,Shot Put
