competition,country,gender,link,mark,name,position,sport
Eugene Prefontaine Classic - 27–28 MAY 2016,USA,M,,['22.13'],Joe KOVACS,1,Shot Put
Eugene Prefontaine Classic - 27–28 MAY 2016,NZL,M,,['20.84'],Tom WALSH,2,Shot Put
Eugene Prefontaine Classic - 27–28 MAY 2016,USA,M,,['20.58'],Reese HOFFA,3,Shot Put
Eugene Prefontaine Classic - 27–28 MAY 2016,POL,M,,['20.43'],Tomasz MAJEWSKI,4,Shot Put
Eugene Prefontaine Classic - 27–28 MAY 2016,USA,M,,['20.31'],Jordan CLARKE,5,Shot Put
Eugene Prefontaine Classic - 27–28 MAY 2016,USA,M,,['20.27'],Ryan CROUSER,6,Shot Put
Eugene Prefontaine Classic - 27–28 MAY 2016,CAN,M,,['20.20'],Tim NEDOW,7,Shot Put
Eugene Prefontaine Classic - 27–28 MAY 2016,USA,M,,['20.13'],Kurt ROBERTS,8,Shot Put
Eugene Prefontaine Classic - 27–28 MAY 2016,USA,M,,['19.63'],Ryan WHITING,9,Shot Put
Eugene Prefontaine Classic - 27–28 MAY 2016,JAM,M,,['19.09'],O'Dayne RICHARDS,10,Shot Put
