competition,country,link,mark,name,position,sport
Prefontaine Classic - 30 JUN 2019,CHN,,['19.79'],Lijiao GONG,"(['1.'],)","([""Women's Shot Put""],)"
Prefontaine Classic - 30 JUN 2019,JAM,,['19.26'],Danniel THOMAS-DODD,"(['2.'],)","([""Women's Shot Put""],)"
Prefontaine Classic - 30 JUN 2019,USA,,['19.23'],Chase EALEY,"(['3.'],)","([""Women's Shot Put""],)"
Prefontaine Classic - 30 JUN 2019,BLR,,['18.98'],Aliona DUBITSKAYA,"(['4.'],)","([""Women's Shot Put""],)"
Prefontaine Classic - 30 JUN 2019,GER,,['18.77'],Christina SCHWANITZ,"(['5.'],)","([""Women's Shot Put""],)"
Prefontaine Classic - 30 JUN 2019,USA,,['18.21'],Michelle CARTER,"(['6.'],)","([""Women's Shot Put""],)"
Prefontaine Classic - 30 JUN 2019,USA,,['18.04'],Maggie EWEN,"(['7.'],)","([""Women's Shot Put""],)"
Prefontaine Classic - 30 JUN 2019,POL,,['17.54'],Paulina GUBA,"(['8.'],)","([""Women's Shot Put""],)"
Prefontaine Classic - 30 JUN 2019,HUN,,['17.46'],Anita MÁRTON,"(['9.'],)","([""Women's Shot Put""],)"
