competition,country,gender,link,mark,name,position,sport
The XXXI Olympic Games,USA,M,https://www.worldathletics.org/athletes/united-states/ryan-crouser-14369211,22.52,Ryan CROUSER,1,Shot Put
The XXXI Olympic Games,USA,M,https://www.worldathletics.org/athletes/united-states/joe-kovacs-14243308,21.78,Joe KOVACS,2,Shot Put
The XXXI Olympic Games,NZL,M,https://www.worldathletics.org/athletes/new-zealand/tomas-walsh-14413007,21.36,Tomas WALSH,3,Shot Put
The XXXI Olympic Games,CGO,M,https://www.worldathletics.org/athletes/congo/franck-elemba-14381771,21.20,Franck ELEMBA,4,Shot Put
The XXXI Olympic Games,BRA,M,https://www.worldathletics.org/athletes/brazil/darlan-romani-14377465,21.02,Darlan ROMANI,5,Shot Put
The XXXI Olympic Games,POL,M,https://www.worldathletics.org/athletes/poland/tomasz-majewski-14217130,20.72,Tomasz MAJEWSKI,6,Shot Put
The XXXI Olympic Games,GER,M,https://www.worldathletics.org/athletes/germany/david-storl-14194393,20.64,David STORL,7,Shot Put
The XXXI Olympic Games,JAM,M,https://www.worldathletics.org/athletes/jamaica/o'dayne-richards-14329696,20.64,O'Dayne RICHARDS,8,Shot Put
The XXXI Olympic Games,NZL,M,https://www.worldathletics.org/athletes/new-zealand/jacko-gill-14382701,20.50,Jacko GILL,9,Shot Put
The XXXI Olympic Games,AUS,M,https://www.worldathletics.org/athletes/australia/damien-birkinhead-14375177,20.45,Damien BIRKINHEAD,10,Shot Put
The XXXI Olympic Games,CRO,M,https://www.worldathletics.org/athletes/croatia/stipe-žunic-14169719,20.04,Stipe ŽUNIC,11,Shot Put
The XXXI Olympic Games,POL,M,https://www.worldathletics.org/athletes/poland/konrad-bukowiecki-14500229,NM,Konrad BUKOWIECKI,"(None,)",Shot Put
