competition,country,gender,link,mark,name,position,sport
IAAF World Championships London 2017,NZL,M,https://www.worldathletics.org/athletes/new-zealand/tomas-walsh-14413007,22.03,Tomas WALSH,1,Shot Put
IAAF World Championships London 2017,USA,M,https://www.worldathletics.org/athletes/united-states/joe-kovacs-14243308,21.66,Joe KOVACS,2,Shot Put
IAAF World Championships London 2017,CRO,M,https://www.worldathletics.org/athletes/croatia/stipe-žunic-14169719,21.46,Stipe ŽUNIC,3,Shot Put
IAAF World Championships London 2017,CZE,M,https://www.worldathletics.org/athletes/czech-republic/tomáš-stanek-14379859,21.41,Tomáš STANĚK,4,Shot Put
IAAF World Championships London 2017,POL,M,https://www.worldathletics.org/athletes/poland/michal-haratyk-14471190,21.41,Michał HARATYK,5,Shot Put
IAAF World Championships London 2017,USA,M,https://www.worldathletics.org/athletes/united-states/ryan-crouser-14369211,21.20,Ryan CROUSER,6,Shot Put
IAAF World Championships London 2017,USA,M,https://www.worldathletics.org/athletes/united-states/ryan-whiting-14254801,21.09,Ryan WHITING,7,Shot Put
IAAF World Championships London 2017,POL,M,https://www.worldathletics.org/athletes/poland/konrad-bukowiecki-14500229,20.89,Konrad BUKOWIECKI,8,Shot Put
IAAF World Championships London 2017,NZL,M,https://www.worldathletics.org/athletes/new-zealand/jacko-gill-14382701,20.82,Jacko GILL,9,Shot Put
IAAF World Championships London 2017,GER,M,https://www.worldathletics.org/athletes/germany/david-storl-14194393,20.80,David STORL,10,Shot Put
IAAF World Championships London 2017,USA,M,https://www.worldathletics.org/athletes/united-states/darrell-hill-14463877,20.79,Darrell HILL,11,Shot Put
IAAF World Championships London 2017,ROU,M,https://www.worldathletics.org/athletes/romania/andrei-gag-14219308,19.96,Andrei Marius GAG,12,Shot Put
