competition,country,gender,link,mark,name,position,sport
Shanghai Golden Grand Prix - 14 MAY 2016,USA,M,,['21.40'],Kurt ROBERTS,1,Shot Put
Shanghai Golden Grand Prix - 14 MAY 2016,NZL,M,,['21.20'],Tom WALSH,2,Shot Put
Shanghai Golden Grand Prix - 14 MAY 2016,USA,M,,['20.82'],Joe KOVACS,3,Shot Put
Shanghai Golden Grand Prix - 14 MAY 2016,POL,M,,['20.76'],Tomasz MAJEWSKI,4,Shot Put
Shanghai Golden Grand Prix - 14 MAY 2016,CAN,M,,['20.40'],Tim NEDOW,5,Shot Put
Shanghai Golden Grand Prix - 14 MAY 2016,USA,M,,['20.30'],Jordan CLARKE,6,Shot Put
Shanghai Golden Grand Prix - 14 MAY 2016,CGO,M,,['19.47'],Franck ELEMBA,7,Shot Put
Shanghai Golden Grand Prix - 14 MAY 2016,USA,M,,['19.34'],Ryan WHITING,8,Shot Put
Shanghai Golden Grand Prix - 14 MAY 2016,CHN,M,,['19.30'],Yang LIU,9,Shot Put
Shanghai Golden Grand Prix - 14 MAY 2016,JAM,M,,['19.22'],O'Dayne RICHARDS,10,Shot Put
Shanghai Golden Grand Prix - 14 MAY 2016,CHN,M,,['18.80'],Jiaxiang WU,11,Shot Put
