competition,country,gender,link,mark,name,position,sport
Paris Meeting AREVA - 05 JUL 2014 ,GER,M,,['21.41'],David STORL,1,Shot Put
Paris Meeting AREVA - 05 JUL 2014 ,USA,M,,['21.38'],Reese HOFFA,2,Shot Put
Paris Meeting AREVA - 05 JUL 2014 ,USA,M,,['20.67'],Kurt ROBERTS,3,Shot Put
Paris Meeting AREVA - 05 JUL 2014 ,POL,M,,['20.14'],Tomasz MAJEWSKI,4,Shot Put
Paris Meeting AREVA - 05 JUL 2014 ,USA,M,,['19.92'],Ryan WHITING,5,Shot Put
Paris Meeting AREVA - 05 JUL 2014 ,CZE,M,,['19.90'],Ladislav PRÁŠIL,6,Shot Put
Paris Meeting AREVA - 05 JUL 2014 ,POR,M,,['19.75'],Marco FORTES,7,Shot Put
Paris Meeting AREVA - 05 JUL 2014 ,USA,M,,['19.46'],Joe KOVACS,8,Shot Put
