competition,country,link,mark,name,position,sport
	15th IAAF World Championships,USA,https://www.worldathletics.org/athletes/united-states/joe-kovacs-14243308,21.93,Joe KOVACS,1,"(['Shot Put'],)"
	15th IAAF World Championships,GER,https://www.worldathletics.org/athletes/germany/david-storl-14194393,21.74,David STORL,2,"(['Shot Put'],)"
	15th IAAF World Championships,JAM,https://www.worldathletics.org/athletes/jamaica/o'dayne-richards-14329696,21.69,O'Dayne RICHARDS,3,"(['Shot Put'],)"
	15th IAAF World Championships,NZL,https://www.worldathletics.org/athletes/new-zealand/tomas-walsh-14413007,21.58,Tomas WALSH,4,"(['Shot Put'],)"
	15th IAAF World Championships,USA,https://www.worldathletics.org/athletes/united-states/reese-hoffa-14240894,21.00,Reese HOFFA,5,"(['Shot Put'],)"
	15th IAAF World Championships,POL,https://www.worldathletics.org/athletes/poland/tomasz-majewski-14217130,20.82,Tomasz MAJEWSKI,6,"(['Shot Put'],)"
	15th IAAF World Championships,SRB,https://www.worldathletics.org/athletes/serbia/asmir-kolašinac-14225338,20.71,Asmir KOLAŠINAC,7,"(['Shot Put'],)"
	15th IAAF World Championships,NZL,https://www.worldathletics.org/athletes/new-zealand/jacko-gill-14382701,20.11,Jacko GILL,8,"(['Shot Put'],)"
	15th IAAF World Championships,ARG,https://www.worldathletics.org/athletes/argentina/germán-lauro-14180399,19.70,Germán LAURO,9,"(['Shot Put'],)"
	15th IAAF World Championships,CZE,https://www.worldathletics.org/athletes/czech-republic/jan-marcell-14168574,19.69,Jan MARCELL,10,"(['Shot Put'],)"
	15th IAAF World Championships,IND,https://www.worldathletics.org/athletes/india/inderjeet-singh-14477752,19.52,Inderjeet SINGH,11,"(['Shot Put'],)"
	15th IAAF World Championships,USA,https://www.worldathletics.org/athletes/united-states/christian-cantwell-14234176,DNS,Christian CANTWELL,"(None,)","(['Shot Put'],)"
