competition,country,gender,link,mark,name,position,sport
World Athletics Indoor Championships 2022,BRA,M,https://www.worldathletics.org/athletes/brazil/darlan-romani-14377465,22.53,Darlan ROMANI,1,Shot Put
World Athletics Indoor Championships 2022,USA,M,https://www.worldathletics.org/athletes/united-states/ryan-crouser-14369211,22.44,Ryan CROUSER,2,Shot Put
World Athletics Indoor Championships 2022,NZL,M,https://www.worldathletics.org/athletes/new-zealand/tomas-walsh-14413007,22.31,Tomas WALSH,3,Shot Put
World Athletics Indoor Championships 2022,CRO,M,https://www.worldathletics.org/athletes/croatia/filip-mihaljević-14523988,21.83,Filip MIHALJEVIĆ,4,Shot Put
World Athletics Indoor Championships 2022,USA,M,https://www.worldathletics.org/athletes/united-states/josh-awotunde-14522818,21.70,Josh AWOTUNDE,5,Shot Put
World Athletics Indoor Championships 2022,ITA,M,https://www.worldathletics.org/athletes/italy/zane-weir-14544053,21.67,Zane WEIR,6,Shot Put
World Athletics Indoor Championships 2022,ITA,M,https://www.worldathletics.org/athletes/italy/nick-ponzio-14521979,21.30,Nick PONZIO,7,Shot Put
World Athletics Indoor Championships 2022,BIH,M,https://www.worldathletics.org/athletes/bosniaherzegovina/mesud-pezer-14409892,20.94,Mesud PEZER,8,Shot Put
World Athletics Indoor Championships 2022,POL,M,https://www.worldathletics.org/athletes/poland/michał-haratyk-14471190,20.88,Michał HARATYK,9,Shot Put
World Athletics Indoor Championships 2022,POL,M,https://www.worldathletics.org/athletes/poland/konrad-bukowiecki-14500229,20.79,Konrad BUKOWIECKI,10,Shot Put
World Athletics Indoor Championships 2022,SRB,M,https://www.worldathletics.org/athletes/serbia/asmir-kolašinac-14225338,20.64,Asmir KOLAŠINAC,11,Shot Put
World Athletics Indoor Championships 2022,SWE,M,https://www.worldathletics.org/athletes/sweden/wictor-petersson-14481190,20.33,Wictor PETERSSON,12,Shot Put
World Athletics Indoor Championships 2022,LUX,M,https://www.worldathletics.org/athletes/luxembourg/bob-bertemes-14558608,20.10,Bob BERTEMES,13,Shot Put
World Athletics Indoor Championships 2022,CZE,M,https://www.worldathletics.org/athletes/czech-republic/tomáš-staněk-14379859,19.93,Tomáš STANĚK,14,Shot Put
World Athletics Indoor Championships 2022,POR,M,https://www.worldathletics.org/athletes/portugal/francisco-belo-14380784,19.87,Francisco BELO,15,Shot Put
World Athletics Indoor Championships 2022,GBR,M,https://www.worldathletics.org/athletes/great-britain-ni/scott-lincoln-14443881,19.65,Scott LINCOLN,16,Shot Put
World Athletics Indoor Championships 2022,ROU,M,https://www.worldathletics.org/athletes/romania/andrei-rares-toader-14516137,19.60,Andrei Rares TOADER,17,Shot Put
World Athletics Indoor Championships 2022,IND,M,https://www.worldathletics.org/athletes/india/tajinderpal-singh-toor-14624702,NM,Tajinderpal Singh TOOR,"(None,)",Shot Put
