competition,country,gender,link,mark,name,position,sport
Shanghai IAAF Diamond League - 12 MAY 2018,CHN,F,,['19.99'],Lijiao GONG,1,Shot Put
Shanghai IAAF Diamond League - 12 MAY 2018,JAM,F,,['18.70'],Danniel THOMAS-DODD,2,Shot Put
Shanghai IAAF Diamond League - 12 MAY 2018,USA,F,,['18.63'],Raven SAUNDERS,3,Shot Put
Shanghai IAAF Diamond League - 12 MAY 2018,BLR,F,,['18.42'],Yuliya LEANTSIUK,4,Shot Put
Shanghai IAAF Diamond League - 12 MAY 2018,POL,F,,['18.25'],Paulina GUBA,5,Shot Put
Shanghai IAAF Diamond League - 12 MAY 2018,HUN,F,,['18.16'],Anita MÁRTON,6,Shot Put
Shanghai IAAF Diamond League - 12 MAY 2018,CHN,F,,['18.12'],Yang GAO,7,Shot Put
Shanghai IAAF Diamond League - 12 MAY 2018,NZL,F,,['18.01'],Valerie ADAMS,8,Shot Put
Shanghai IAAF Diamond League - 12 MAY 2018,NED,F,,['17.11'],Melissa BOEKELMAN,9,Shot Put
Shanghai IAAF Diamond League - 12 MAY 2018,CHN,F,,['17.05'],Tianqian GUO,10,Shot Put
Shanghai IAAF Diamond League - 12 MAY 2018,USA,F,,['16.57'],Daniella HILL,11,Shot Put
