competition,country,link,mark,name,position,sport
Ooredoo Doha Meeting - 13–14 MAY 2022,USA,,['19.51'],Chase EALEY,"(['1.'],)","([""Women's Shot Put""],)"
Ooredoo Doha Meeting - 13–14 MAY 2022,USA,,['19.32'],Maggie EWEN,"(['2.'],)","([""Women's Shot Put""],)"
Ooredoo Doha Meeting - 13–14 MAY 2022,USA,,['18.99'],Jessica RAMSEY,"(['3.'],)","([""Women's Shot Put""],)"
Ooredoo Doha Meeting - 13–14 MAY 2022,SWE,,['18.85'],Fanny ROOS,"(['4.'],)","([""Women's Shot Put""],)"
Ooredoo Doha Meeting - 13–14 MAY 2022,JAM,,['18.72'],Danniel THOMAS-DODD,"(['5.'],)","([""Women's Shot Put""],)"
Ooredoo Doha Meeting - 13–14 MAY 2022,USA,,['18.71'],Raven SAUNDERS,"(['6.'],)","([""Women's Shot Put""],)"
Ooredoo Doha Meeting - 13–14 MAY 2022,GER,,['18.40'],Sara GAMBETTA,"(['7.'],)","([""Women's Shot Put""],)"
Ooredoo Doha Meeting - 13–14 MAY 2022,NED,,['18.28'],Jessica SCHILDER,"(['8.'],)","([""Women's Shot Put""],)"
