competition,country,link,mark,name,position,sport
Doha IAAF Diamond League - 06 MAY 2016,USA,,['19.48'],Tia BROOKS-WANNEMACHER,"(['1.'],)","([""Women's Shot Put""],)"
Doha IAAF Diamond League - 06 MAY 2016,HUN,,['19.22'],Anita MÁRTON,"(['2.'],)","([""Women's Shot Put""],)"
Doha IAAF Diamond League - 06 MAY 2016,TUR,,['18.57'],Emel DERELİ,"(['3.'],)","([""Women's Shot Put""],)"
Doha IAAF Diamond League - 06 MAY 2016,BLR,,['18.29'],Aliona DUBITSKAYA,"(['4.'],)","([""Women's Shot Put""],)"
Doha IAAF Diamond League - 06 MAY 2016,USA,,['17.83'],Michelle CARTER,"(['5.'],)","([""Women's Shot Put""],)"
Doha IAAF Diamond League - 06 MAY 2016,POL,,['17.73'],Paulina GUBA,"(['6.'],)","([""Women's Shot Put""],)"
Doha IAAF Diamond League - 06 MAY 2016,CAN,,['17.63'],Taryn SUTTIE,"(['7.'],)","([""Women's Shot Put""],)"
Doha IAAF Diamond League - 06 MAY 2016,USA,,['17.37'],Felisha JOHNSON,"(['8.'],)","([""Women's Shot Put""],)"
