competition,country,link,mark,name,position,sport
Doha IAAF Diamond League - 05 MAY 2017,USA,,['19.32'],Michelle CARTER,"(['1.'],)","([""Women's Shot Put""],)"
Doha IAAF Diamond League - 05 MAY 2017,HUN,,['18.99'],Anita MÁRTON,"(['2.'],)","([""Women's Shot Put""],)"
Doha IAAF Diamond League - 05 MAY 2017,BLR,,['18.90'],Aliona DUBITSKAYA,"(['3.'],)","([""Women's Shot Put""],)"
Doha IAAF Diamond League - 05 MAY 2017,BLR,,['18.22'],Yuliya LEANTSIUK,"(['4.'],)","([""Women's Shot Put""],)"
Doha IAAF Diamond League - 05 MAY 2017,TTO,,['17.96'],Cleopatra BOREL,"(['5.'],)","([""Women's Shot Put""],)"
Doha IAAF Diamond League - 05 MAY 2017,USA,,['17.84'],Brittany SMITH,"(['6.'],)","([""Women's Shot Put""],)"
Doha IAAF Diamond League - 05 MAY 2017,BRN,,['17.69'],Noora Salem JASIM,"(['7.'],)","([""Women's Shot Put""],)"
Doha IAAF Diamond League - 05 MAY 2017,NED,,['17.43'],Melissa BOEKELMAN,"(['8.'],)","([""Women's Shot Put""],)"
Doha IAAF Diamond League - 05 MAY 2017,SWE,,['16.82'],Fanny ROOS,"(['9.'],)","([""Women's Shot Put""],)"
