competition,country,link,mark,name,position,sport
Bruxelles Memorial Van Damme - 31 AUG–01 SEP 2017,USA,,['22.44'],Darrell HILL,"(['1.'],)","([""Men's Shot Put""],)"
Bruxelles Memorial Van Damme - 31 AUG–01 SEP 2017,USA,,['22.37'],Ryan CROUSER,"(['2.'],)","([""Men's Shot Put""],)"
Bruxelles Memorial Van Damme - 31 AUG–01 SEP 2017,USA,,['21.62'],Joe KOVACS,"(['3.'],)","([""Men's Shot Put""],)"
Bruxelles Memorial Van Damme - 31 AUG–01 SEP 2017,GER,,['21.47'],David STORL,"(['4.'],)","([""Men's Shot Put""],)"
Bruxelles Memorial Van Damme - 31 AUG–01 SEP 2017,CZE,,['21.39'],Tomáš STANĚK,"(['5.'],)","([""Men's Shot Put""],)"
Bruxelles Memorial Van Damme - 31 AUG–01 SEP 2017,NZL,,['21.38'],Tom WALSH,"(['6.'],)","([""Men's Shot Put""],)"
Bruxelles Memorial Van Damme - 31 AUG–01 SEP 2017,JAM,,['21.07'],O'Dayne RICHARDS,"(['7.'],)","([""Men's Shot Put""],)"
Bruxelles Memorial Van Damme - 31 AUG–01 SEP 2017,POL,,['20.54'],Konrad BUKOWIECKI,"(['8.'],)","([""Men's Shot Put""],)"
