competition,country,link,mark,name,position,sport
IAAF Diamond League - 03 MAY 2019,USA,,['22.13'],Ryan CROUSER,"(['1.'],)","([""Men's Shot Put""],)"
IAAF Diamond League - 03 MAY 2019,NZL,,['22.06'],Tom WALSH,"(['2.'],)","([""Men's Shot Put""],)"
IAAF Diamond League - 03 MAY 2019,BRA,,['21.60'],Darlan ROMANI,"(['3.'],)","([""Men's Shot Put""],)"
IAAF Diamond League - 03 MAY 2019,USA,,['21.28'],Darrell HILL,"(['4.'],)","([""Men's Shot Put""],)"
IAAF Diamond League - 03 MAY 2019,POL,,['21.18'],Michał HARATYK,"(['5.'],)","([""Men's Shot Put""],)"
IAAF Diamond League - 03 MAY 2019,USA,,['20.83'],Joe KOVACS,"(['6.'],)","([""Men's Shot Put""],)"
IAAF Diamond League - 03 MAY 2019,CZE,,['20.61'],Tomáš STANĚK,"(['7.'],)","([""Men's Shot Put""],)"
IAAF Diamond League - 03 MAY 2019,POL,,['20.46'],Konrad BUKOWIECKI,"(['8.'],)","([""Men's Shot Put""],)"
IAAF Diamond League - 03 MAY 2019,KUW,,['18.07'],Meshari Saad SUROOR,"(['9.'],)","([""Men's Shot Put""],)"
