competition,country,gender,link,mark,name,position,sport
Bank of America Chicago Marathon - 10 OCT 2021,KEN,F,,2:22:31,Ruth CHEPNGETICH,1,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:24:20,Emma BATES,2,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:27:19,Sara HALL,3,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:28:22,Keira D'AMATO,4,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,KEN,F,,2:29:14,Vivian KIPLAGAT,5,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:30:17,Maegan KRIFCHIN,6,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:31:51,Carrie VERDON,7,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:33:11,Sarah PAGANO,8,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,ETH,F,,2:33:14,Meseret BELETE,9,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:33:20,Lindsay FLANAGAN,10,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:34:25,Diane NUKURI,11,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,ARG,F,,2:34:46,Daiana OCAMPO,12,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:35:24,Alia GRAY,13,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:35:52,Bria WETSCH,14,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:36:30,Amanda PHILLIPS,15,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,CAN,F,,2:36:46,Kate VAUGHAN,16,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:37:25,Kayla LAMPE,17,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:37:25,Tristin VAN ORD,18,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:38:28,Carrie DIMOFF,19,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:38:49,Kathy DERKS,20,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:40:22,Veronica EDER,21,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:40:24,Anne-Marie BLANEY,22,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:40:42,Olivia PRATT,23,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:40:46,Jessica WATYCHOWICZ,24,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:40:49,Ann CENTNER,25,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:40:49,Hannah COCCHIARO,26,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:42:23,Georgia PORTER,27,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:43:04,McKale DAVIS,28,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:43:56,Megan O'NEIL,29,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,LBN,F,,2:44:00,Chirine NJEIM,30,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:44:48,Whitney MACON,31,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:46:02,Diane NEUBAUER,32,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:46:39,Shalane FLANAGAN,33,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:46:44,Allie SCHAICH,34,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:46:45,Marie O'LEARY,35,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:46:53,Megan SMITH,36,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:47:27,Alexandria HACKETT,37,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:47:40,Rachel DADAMIO,38,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:48:22,Carter NORBO,39,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:50:06,Sarah DAVID,40,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:51:13,Kaylee FLANAGAN,41,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:52:35,Caryn JUST,42,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:53:29,Michaela HACKETT,43,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:53:53,Sara SANCHEZ,44,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,RUS,F,,2:53:57,Polina HODNETTE,45,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:54:01,Emily RYBAK,46,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:54:32,Bryn MORALES,47,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:54:33,Maureen BEAN WRENN,48,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:54:49,Lauren KELLY,49,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,USA,F,,2:55:00,Elizabeth BIGELOW,50,Marathon
Bank of America Chicago Marathon - 10 OCT 2021,JPN,F,,2:55:13,Nanaka IZAWA,51,Marathon
