competition,country,gender,link,mark,name,position,sport
Bank of America Chicago Marathon - 09 OCT 2022,KEN,F,,2:14:18,Ruth CHEPNGETICH,1,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:18:29,Emily SISSON,2,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,KEN,F,,2:20:52,Vivian KIPLAGAT,3,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,ETH,F,,2:21:41,Ruti AGA,4,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,ETH,F,,2:23:41,Waganesh MEKASHA,5,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:25:14,Susanna SULLIVAN,6,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:26:23,Sara VAUGHN,7,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:28:07,Maggie MONTOYA,8,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,GBR,F,,2:29:37,Sarah INGLIS,9,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:30:28,Makena MORLEY,10,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:31:24,Laura THWEATT,11,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,FRA,F,,2:32:36,Emeline DELANIS,12,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:33:34,Jessie CARDIN,13,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,FRA,F,,2:33:49,Marie-Ange BRUMELOT,14,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:33:50,Carrie VERDON,15,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:33:59,Brittney FEIVOR,16,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,RUS,F,,2:34:19,Nina ZARINA,17,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:34:22,Olivia PRATT,18,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,CAN,F,,2:35:29,Liza HOWARD,19,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,MEX,F,,2:35:34,Argentina VALDEPEÑAS CERNA,20,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,CAN,F,,2:36:04,Rachel HANNAH,21,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:36:40,Theresa HAILEY,22,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:36:51,English TOMLINSON,23,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:38:39,Meriah EARLE,24,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:39:39,Kelly CALWAY,25,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:39:42,Shari EBERHARD,26,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:39:56,Annie WHEATING,27,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:40:23,Ivette MEJIA,28,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:40:34,Jessica CHICHESTER,29,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:40:52,Carter NORBO,30,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:41:05,Diane NUKURI,31,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,CAN,F,,2:43:03,Krista DUCHENE,32,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:43:15,Alyssa BARRETTE,33,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:43:25,Caitlin BUSCH,34,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:43:37,Lauren ROSS,35,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:44:02,Lucie BONWICH,36,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:44:14,Kate FARRELL,37,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:44:21,Julie HARTENBACH,38,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:44:32,Jennifer VAN OTTERLOO,39,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,CAN,F,,2:44:49,Julie LAJEUNESSE,40,Marathon
Bank of America Chicago Marathon - 09 OCT 2022,USA,F,,2:46:09,Sarah REITER,41,Marathon
