competition,country,gender,link,mark,name,position,sport
Chicago Marathon - 07 OCT 2018,GBR,M,,2:05:11,Mo FARAH,1,Marathon
Chicago Marathon - 07 OCT 2018,ETH,M,,2:05:24,Mosinet GEREMEW,2,Marathon
Chicago Marathon - 07 OCT 2018,JPN,M,,2:05:50,Suguru OSAKO,3,Marathon
Chicago Marathon - 07 OCT 2018,KEN,M,,2:05:57,Kenneth Kiprop KIPKEMOI,4,Marathon
Chicago Marathon - 07 OCT 2018,USA,M,,2:06:21,Galen RUPP,5,Marathon
Chicago Marathon - 07 OCT 2018,KEN,M,,2:06:45,Geoffrey KIRUI,6,Marathon
Chicago Marathon - 07 OCT 2018,KEN,M,,2:07:52,Abel KIRUI,7,Marathon
Chicago Marathon - 07 OCT 2018,JPN,M,,2:07:57,Taku FUJIMOTO,8,Marathon
Chicago Marathon - 07 OCT 2018,KEN,M,,2:07:59,Bedan KAROKI,9,Marathon
Chicago Marathon - 07 OCT 2018,ETH,M,,2:08:41,Birhanu LEGESE,10,Marathon
Chicago Marathon - 07 OCT 2018,MAR,M,,2:09:16,Mohamed Reda EL AARABY,11,Marathon
Chicago Marathon - 07 OCT 2018,JPN,M,,2:12:18,Yohei SUZUKI,12,Marathon
Chicago Marathon - 07 OCT 2018,USA,M,,2:12:35,Elkanah KIBET,13,Marathon
Chicago Marathon - 07 OCT 2018,USA,M,,2:13:16,Aaron BRAUN,14,Marathon
Chicago Marathon - 07 OCT 2018,USA,M,,2:14:19,Jonas HAMPTON,15,Marathon
Chicago Marathon - 07 OCT 2018,USA,M,,2:14:29,Parker STINSON,16,Marathon
Chicago Marathon - 07 OCT 2018,USA,M,,2:14:40,Ahmed OSMAN,17,Marathon
Chicago Marathon - 07 OCT 2018,KEN,M,,2:16:12,Bernard Kiprop KIPYEGO,18,Marathon
Chicago Marathon - 07 OCT 2018,JPN,M,,2:16:26,Yuki KAWAUCHI,19,Marathon
Chicago Marathon - 07 OCT 2018,USA,M,,2:16:37,Tyler MCCANDLESS,20,Marathon
