competition,country,gender,link,mark,name,position,sport
Virgin Money London Marathon - 28 APR 2019,KEN,M,,2:02:37,Eliud KIPCHOGE,1,Marathon
Virgin Money London Marathon - 28 APR 2019,ETH,M,,2:02:55,Mosinet GEREMEW,2,Marathon
Virgin Money London Marathon - 28 APR 2019,ETH,M,,2:03:16,Mule WASIHUN,3,Marathon
Virgin Money London Marathon - 28 APR 2019,ETH,M,,2:05:01,Shura KITATA,4,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:05:39,Mo FARAH,5,Marathon
Virgin Money London Marathon - 28 APR 2019,ETH,M,,2:06:57,Tamirat TOLA,6,Marathon
Virgin Money London Marathon - 28 APR 2019,BEL,M,,2:07:03,Bashir ABDI,7,Marathon
Virgin Money London Marathon - 28 APR 2019,ETH,M,,2:07:15,Leul GEBRESILASE,8,Marathon
Virgin Money London Marathon - 28 APR 2019,ITA,M,,2:08:05,Yassine RACHIK,9,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:08:14,Callum HAWKINS,10,Marathon
Virgin Money London Marathon - 28 APR 2019,AUS,M,,2:10:55,Brett ROBINSON,11,Marathon
Virgin Money London Marathon - 28 APR 2019,AUS,M,,2:11:06,Jack RAYNER,12,Marathon
Virgin Money London Marathon - 28 APR 2019,BRA,M,,2:11:10,Daniel Chaves DA SILVA,13,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:11:46,Dewi GRIFFITHS,14,Marathon
Virgin Money London Marathon - 28 APR 2019,UKR,M,,2:11:55,Igor OLEFIRENKO,15,Marathon
Virgin Money London Marathon - 28 APR 2019,POL,M,,2:13:13,Henryk SZOST,16,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:13:25,Jonathan MELLOR,17,Marathon
Virgin Money London Marathon - 28 APR 2019,PAR,M,,2:13:34,Derlys AYALA,18,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:14:25,Joshua GRIFFITHS,19,Marathon
Virgin Money London Marathon - 28 APR 2019,BEL,M,,2:14:45,Thomas DE BOCK,20,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:14:56,Robbie SIMPSON,21,Marathon
Virgin Money London Marathon - 28 APR 2019,USA,M,,2:15:02,Colin LEAK,22,Marathon
Virgin Money London Marathon - 28 APR 2019,IRL,M,,2:15:06,Michael CLOHISEY,23,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:15:37,Andrew DAVIES,24,Marathon
Virgin Money London Marathon - 28 APR 2019,IND,M,,2:15:59,Nitender Rawat SINGH,25,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:16:21,Nicholas TORRY,26,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:17:00,Tsegai TEWELDE,27,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:17:26,Weynay GHEBRESILASIE,28,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:17:29,Paul MARTELLETTI,29,Marathon
Virgin Money London Marathon - 28 APR 2019,IRL,M,,2:17:32,Gary O'HANLON,30,Marathon
Virgin Money London Marathon - 28 APR 2019,JPN,M,,2:18:53,Yohei SUZUKI,31,Marathon
Virgin Money London Marathon - 28 APR 2019,IRL,M,,2:18:58,Sean HEHIR,32,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:19:08,John GILBERT,33,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:20:10,Ben JOHNSON,34,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:20:13,Alex MILNE,35,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:20:34,Craig RUDDY,36,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:20:58,Joe MORWOOD,37,Marathon
Virgin Money London Marathon - 28 APR 2019,ESP,M,,2:21:16,Iraitz ARROSPIDE,38,Marathon
Virgin Money London Marathon - 28 APR 2019,BEL,M,,2:21:38,Dennis LAERTE,39,Marathon
Virgin Money London Marathon - 28 APR 2019,AUS,M,,2:21:42,David CRINITI,40,Marathon
Virgin Money London Marathon - 28 APR 2019,EGY,M,,2:21:45,Belal AHMED,41,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:22:55,Josh ROWE,42,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:23:04,Daniel GAFFNEY,43,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:23:14,Richard MCDOWELL,44,Marathon
Virgin Money London Marathon - 28 APR 2019,ESP,M,,2:23:25,Simon RIO,45,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:23:36,Harry ALLAN,46,Marathon
Virgin Money London Marathon - 28 APR 2019,POL,M,,2:23:51,Maciej BIALOGONSKI,47,Marathon
Virgin Money London Marathon - 28 APR 2019,NOR,M,,2:23:55,Kristian ULRIKSEN,48,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:24:13,Sean HOGAN,49,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:24:24,William GREEN,50,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:24:38,Peter LIGHTING,51,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:24:40,Andy GREENLEAF,52,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:24:45,Garret LEE,53,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:24:50,Alex BAMPTON,54,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:25:04,Michael CHANNING,55,Marathon
Virgin Money London Marathon - 28 APR 2019,LTU,M,,2:25:07,Andrius JAKSEVICIUS,56,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:25:16,Ewan CAMERON,57,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:25:18,Michael TAYLOR,58,Marathon
Virgin Money London Marathon - 28 APR 2019,FRA,M,,2:25:27,Nicolas BESSON,59,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:25:32,James TURNER,60,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:25:38,Dave MORGAN,61,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:25:43,Ben SHEARER,62,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:25:55,Ross SKELTON,63,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:25:58,Christopher GREENWOOD,64,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:26:03,Aaron WOODMAN,65,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:26:11,Chris Philip ODDY,66,Marathon
Virgin Money London Marathon - 28 APR 2019,GRE,M,,2:26:19,Demosthenes EVANGELIDIS,67,Marathon
Virgin Money London Marathon - 28 APR 2019,ITA,M,,2:26:19,Alberto MOSCA,68,Marathon
Virgin Money London Marathon - 28 APR 2019,FRA,M,,2:26:30,Olivier GRAUWIN,69,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:26:46,James ELLIS,70,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:26:56,Daniel ALEXANDER,71,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:27:07,Joshua ENTWISTLE,72,Marathon
Virgin Money London Marathon - 28 APR 2019,ITA,M,,2:27:14,Gianmarco BAZZONI,73,Marathon
Virgin Money London Marathon - 28 APR 2019,USA,M,,2:27:21,Andrew KAEHR,74,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:27:23,Robert LAING,75,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:27:28,Tom ROCHE,76,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:27:32,Neil KEVERN,77,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:27:37,Daniel BAGLEY,78,Marathon
Virgin Money London Marathon - 28 APR 2019,AUS,M,,2:27:46,Scott O'CONNOR,79,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:27:59,Danny KENDALL,80,Marathon
Virgin Money London Marathon - 28 APR 2019,FRA,M,,2:28:03,Xavier GRUOT,81,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:28:05,Max BONTOFT,82,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:28:07,Alastair PICKBURN,83,Marathon
Virgin Money London Marathon - 28 APR 2019,GBR,M,,2:28:12,Simon MILLETT,84,Marathon
