competition,country,gender,link,mark,name,position,sport
TCS London Marathon - 23 APR 2023,NED,F,,2:18:33,Sifan HASSAN,1,Marathon
TCS London Marathon - 23 APR 2023,ETH,F,,2:18:37,Megertu ALEMU,2,Marathon
TCS London Marathon - 23 APR 2023,KEN,F,,2:18:38,Peres JEPCHIRCHIR,3,Marathon
TCS London Marathon - 23 APR 2023,KEN,F,,2:18:51,Sheila CHEPKIRUI,4,Marathon
TCS London Marathon - 23 APR 2023,ETH,F,,2:18:53,Yalemzerf YEHUALAW,5,Marathon
TCS London Marathon - 23 APR 2023,KEN,F,,2:20:41,Judith Jeptum KORIR,6,Marathon
TCS London Marathon - 23 APR 2023,ETH,F,,2:20:44,Almaz AYANA,7,Marathon
TCS London Marathon - 23 APR 2023,ETH,F,,2:21:31,Tadu TESHOME,8,Marathon
TCS London Marathon - 23 APR 2023,ITA,F,,2:24:02,Sofiia YAREMCHUK,9,Marathon
TCS London Marathon - 23 APR 2023,USA,F,,2:24:27,Susanna SULLIVAN,10,Marathon
TCS London Marathon - 23 APR 2023,GBR,F,,2:25:59,Samantha HARRISON,11,Marathon
TCS London Marathon - 23 APR 2023,RSA,F,,2:29:19,Dominique SCOTT,12,Marathon
TCS London Marathon - 23 APR 2023,AUS,F,,2:29:37,Ellie PASHLEY,13,Marathon
TCS London Marathon - 23 APR 2023,ETH,F,,DNF,Genzebe DIBABA,14,Marathon
TCS London Marathon - 23 APR 2023,KEN,F,,DNF,Brigid KOSGEI,15,Marathon
TCS London Marathon - 23 APR 2023,GBR,F,,DNF,Alice WRIGHT,16,Marathon
TCS London Marathon - 23 APR 2023,ETH,F,,DNF,Sutume Asefa KEBEDE,17,Marathon
TCS London Marathon - 23 APR 2023,ETH,F,,DNF,Sisay Meseret GOLA,18,Marathon
TCS London Marathon - 23 APR 2023,ETH,F,,DNF,Haven Hailu DESSE,19,Marathon
TCS London Marathon - 23 APR 2023,KEN,F,,DNF,Catherine RELIN,20,Marathon
TCS London Marathon - 23 APR 2023,GBR,F,,DNF,Jessica WARNER-JUDD,21,Marathon
TCS London Marathon - 23 APR 2023,ETH,F,,DNF,Aminet AHMED,22,Marathon
TCS London Marathon - 23 APR 2023,KEN,F,,DNF,Nelly JEPCHUMBA,23,Marathon
TCS London Marathon - 23 APR 2023,GBR,F,,DNF,Calli THACKERY,24,Marathon
TCS London Marathon - 23 APR 2023,GBR,F,,DNF,Stephanie TWELL,25,Marathon
TCS London Marathon - 23 APR 2023,KEN,F,,DNF,Vivian KIPLAGAT,26,Marathon
