competition,country,gender,link,mark,name,position,sport
TCS London Marathon - 02 OCT 2022,KEN,M,,2:04:39,Amos KIPRUTO,1,Marathon
TCS London Marathon - 02 OCT 2022,ETH,M,,2:05:12,Leul GEBRESILASE,2,Marathon
TCS London Marathon - 02 OCT 2022,BEL,M,,2:05:19,Bashir ABDI,3,Marathon
TCS London Marathon - 02 OCT 2022,ETH,M,,2:05:27,Kinde ATANAW,4,Marathon
TCS London Marathon - 02 OCT 2022,ETH,M,,2:05:53,Kenenisa BEKELE,5,Marathon
TCS London Marathon - 02 OCT 2022,ETH,M,,2:06:11,Birhanu LEGESE,6,Marathon
TCS London Marathon - 02 OCT 2022,ETH,M,,2:07:26,Sisay LEMMA,7,Marathon
TCS London Marathon - 02 OCT 2022,AUS,M,,2:09:52,Brett ROBINSON,8,Marathon
TCS London Marathon - 02 OCT 2022,GBR,M,,2:11:57,Weynay GHEBRESILASIE,9,Marathon
TCS London Marathon - 02 OCT 2022,GBR,M,,2:12:10,Philip SESEMANN,10,Marathon
TCS London Marathon - 02 OCT 2022,JPN,M,,2:14:18,Kohei FUTAOKA,11,Marathon
TCS London Marathon - 02 OCT 2022,GBR,M,,2:14:32,Ross BRADEN,12,Marathon
TCS London Marathon - 02 OCT 2022,JPN,M,,2:15:05,Naoki OKAMOTO,13,Marathon
TCS London Marathon - 02 OCT 2022,GBR,M,,2:17:28,Matthew LEACH,14,Marathon
TCS London Marathon - 02 OCT 2022,GBR,M,,2:17:35,Nick BOWKER,15,Marathon
TCS London Marathon - 02 OCT 2022,GBR,M,,2:17:58,Alexander LAWRENCE,16,Marathon
TCS London Marathon - 02 OCT 2022,USA,M,,2:21:39,Andrew MCCANN,17,Marathon
TCS London Marathon - 02 OCT 2022,JPN,M,,2:22:45,Naoki AIBA,18,Marathon
TCS London Marathon - 02 OCT 2022,CHN,M,,2:25:17,Erenjia JIA,19,Marathon
TCS London Marathon - 02 OCT 2022,FRA,M,,2:27:59,Yoann KOWAL,20,Marathon
TCS London Marathon - 02 OCT 2022,GBR,M,,DNF,Marc SCOTT,21,Marathon
TCS London Marathon - 02 OCT 2022,AUS,M,,DNF,Edward GODDARD,22,Marathon
TCS London Marathon - 02 OCT 2022,GBR,M,,DNF,Mohamud AADAN,23,Marathon
TCS London Marathon - 02 OCT 2022,GBR,M,,DNF,Emile CAIRESS,24,Marathon
TCS London Marathon - 02 OCT 2022,GBR,M,,DNF,Andrew BUTCHART,25,Marathon
TCS London Marathon - 02 OCT 2022,KEN,M,,DNF,Benard Kipkorir NGENO,26,Marathon
