competition,country,gender,link,mark,name,position,sport
Boston Marathon - 17 APR 2023,KEN,F,,2:21:38,Hellen OBIRI,1,Marathon
Boston Marathon - 17 APR 2023,ETH,F,,2:21:50,Amane Beriso SHANKULE,2,Marathon
Boston Marathon - 17 APR 2023,ISR,F,,2:21:57,Lonah Chemtai SALPETER,3,Marathon
Boston Marathon - 17 APR 2023,ETH,F,,2:22:00,Ababel YESHANEH,4,Marathon
Boston Marathon - 17 APR 2023,USA,F,,2:22:10,Emma BATES,5,Marathon
Boston Marathon - 17 APR 2023,ERI,F,,2:23:25,Nazret WELDU,6,Marathon
Boston Marathon - 17 APR 2023,KEN,F,,2:24:12,Angela TANUI,7,Marathon
Boston Marathon - 17 APR 2023,ETH,F,,2:24:30,Hiwot GEBREKIDAN,8,Marathon
Boston Marathon - 17 APR 2023,KEN,F,,2:24:33,Mary Wacera NGUGI,9,Marathon
Boston Marathon - 17 APR 2023,ETH,F,,2:24:34,Gotytom GEBRESLASE,10,Marathon
Boston Marathon - 17 APR 2023,USA,F,,2:24:37,Aliphine Chepkerker TULIAMUK,11,Marathon
Boston Marathon - 17 APR 2023,KEN,F,,2:24:44,Joyciline JEPKOSGEI,12,Marathon
Boston Marathon - 17 APR 2023,KEN,F,,2:24:49,Violah CHEPTOO,13,Marathon
Boston Marathon - 17 APR 2023,USA,F,,2:24:51,Nell ROJAS,14,Marathon
Boston Marathon - 17 APR 2023,NED,F,,2:24:58,Nienke BRINKMAN,15,Marathon
Boston Marathon - 17 APR 2023,KEN,F,,2:25:07,Celestine CHEPCHIRCHIR,16,Marathon
Boston Marathon - 17 APR 2023,USA,F,,2:25:48,Sara HALL,17,Marathon
Boston Marathon - 17 APR 2023,USA,F,,2:27:18,Desiree LINDEN,18,Marathon
Boston Marathon - 17 APR 2023,KEN,F,,2:28:12,Vibian CHEPKURUI,19,Marathon
Boston Marathon - 17 APR 2023,USA,F,,2:28:45,Annie FRISBIE,20,Marathon
Boston Marathon - 17 APR 2023,ETH,F,,2:30:14,Atsede BAYISA,21,Marathon
Boston Marathon - 17 APR 2023,USA,F,,2:31:08,Sydney DEVORE,22,Marathon
Boston Marathon - 17 APR 2023,USA,F,,2:31:19,Maggie MONTOYA,23,Marathon
Boston Marathon - 17 APR 2023,USA,F,,2:31:32,Anne-Marie BLANEY,24,Marathon
Boston Marathon - 17 APR 2023,USA,F,,2:32:46,Maegan KRIFCHIN,25,Marathon
Boston Marathon - 17 APR 2023,USA,F,,2:33:53,Dakotah LINDWURM,26,Marathon
Boston Marathon - 17 APR 2023,USA,F,,2:33:57,Erika KEMP,27,Marathon
Boston Marathon - 17 APR 2023,USA,F,,2:34:30,Savannah BERRY,28,Marathon
Boston Marathon - 17 APR 2023,USA,F,,2:34:35,Laura THWEATT,29,Marathon
Boston Marathon - 17 APR 2023,KEN,F,,2:34:40,Edna Ngeringwony KIPLAGAT,30,Marathon
Boston Marathon - 17 APR 2023,KEN,F,,2:35:25,Maurine CHEPKEMOI,31,Marathon
Boston Marathon - 17 APR 2023,BUL,F,,2:35:57,Militsa MIRCHEVA,32,Marathon
Boston Marathon - 17 APR 2023,USA,F,,2:36:14,English TOMLINSON,33,Marathon
Boston Marathon - 17 APR 2023,USA,F,,2:38:23,Dani MORENO,34,Marathon
Boston Marathon - 17 APR 2023,USA,F,,2:38:41,Olivia PRATT,35,Marathon
Boston Marathon - 17 APR 2023,SWE,F,,2:39:16,Hanna LINDHOLM,36,Marathon
Boston Marathon - 17 APR 2023,CAN,F,,2:40:14,Liza HOWARD,37,Marathon
Boston Marathon - 17 APR 2023,AUS,F,,2:40:37,Tennile ELLIS,38,Marathon
Boston Marathon - 17 APR 2023,JPN,F,,2:44:17,Haruka YAMAGUCHI,39,Marathon
