competition,country,gender,link,mark,name,position,sport
Boston Marathon - 17 APR 2023,KEN,M,,2:05:54,Evans CHEBET,1,Marathon
Boston Marathon - 17 APR 2023,TAN,M,,2:06:04,Gabriel Gerald GEAY,2,Marathon
Boston Marathon - 17 APR 2023,KEN,M,,2:06:06,Benson KIPRUTO,3,Marathon
Boston Marathon - 17 APR 2023,KEN,M,,2:08:01,Albert KORIR,4,Marathon
Boston Marathon - 17 APR 2023,MAR,M,,2:08:35,Zouhair TALBI,5,Marathon
Boston Marathon - 17 APR 2023,KEN,M,,2:09:23,Eliud KIPCHOGE,6,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:09:44,Scott FAUBLE,7,Marathon
Boston Marathon - 17 APR 2023,FRA,M,,2:09:46,Hassan CHAHDI,8,Marathon
Boston Marathon - 17 APR 2023,KEN,M,,2:10:04,John KORIR,9,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:10:17,Matt MCDONALD,10,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:10:25,Conner MANTZ,11,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:10:33,CJ ALBERTSON,12,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:10:52,Nico MONTANEZ,13,Marathon
Boston Marathon - 17 APR 2023,ETH,M,,2:11:26,Shura KITATA,14,Marathon
Boston Marathon - 17 APR 2023,ETH,M,,2:11:50,Andualem Belay SHIFERAW,15,Marathon
Boston Marathon - 17 APR 2023,GER,M,,2:12:22,Hendrik PFEIFFER,16,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:13:27,JP FLAVIN,17,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:13:57,Turner WILEY,18,Marathon
Boston Marathon - 17 APR 2023,ZIM,M,,2:14:08,Isaac MPOFU,19,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:14:13,Chad HALL,20,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:14:27,Colin MICKOW,21,Marathon
Boston Marathon - 17 APR 2023,KEN,M,,2:14:37,Mark KORIR,22,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:16:06,Ben TRUE,23,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:16:25,Connor WEAVER,24,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:17:05,Jonas HAMPTON,25,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:17:55,Ian BUTLER,26,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:18:04,Eddie MULDER,27,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:18:23,Joseph WHELAN,28,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:20:08,Zachary ORNELAS,29,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:20:20,Samuel CHELANGA,30,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:20:30,Mark MESSMER,31,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:21:06,Andrew MCCANN,32,Marathon
Boston Marathon - 17 APR 2023,RSA,M,,2:22:55,Melikhaya FRANS,33,Marathon
Boston Marathon - 17 APR 2023,ETH,M,,DNF,Lelisa DESISA,34,Marathon
Boston Marathon - 17 APR 2023,ETH,M,,DNF,Herpasa NEGASA,35,Marathon
Boston Marathon - 17 APR 2023,ERI,M,,DNF,Filmon ANDE,36,Marathon
Boston Marathon - 17 APR 2023,ERI,M,,DNF,Ghirmay GHEBRESLASSIE,37,Marathon
Boston Marathon - 17 APR 2023,KEN,M,,DNF,Augustine Kiprono CHOGE,38,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:21:28,Chad BEYER,39,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:21:28,Thomas LERDALL,40,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:21:36,Eric ASHE,41,Marathon
Boston Marathon - 17 APR 2023,AUS,M,,2:21:40,Matthew SCHAUMBERG,42,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:21:43,Aaron GRUEN,43,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:21:47,Jonathan MOTT,44,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:22:11,Zac HOLTKAMP,45,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:22:11,Calum NEFF,46,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:22:13,Anthony TOMSICH,47,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:22:40,Brian HARVEY,48,Marathon
Boston Marathon - 17 APR 2023,GER,M,,2:22:46,Clemens BLEISTEIN,49,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:22:53,Esteban TRUJILLO,50,Marathon
Boston Marathon - 17 APR 2023,RSA,M,,2:22:55,Melikhaya FRANS,51,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:23:01,Fernando CABADA,52,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:23:12,Jack MASTANDREA,53,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:23:14,Samuel FAZIOLI,54,Marathon
Boston Marathon - 17 APR 2023,CAN,M,,2:23:21,Jackson BOCKSNICK,55,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:23:25,Andrew GELSTON,56,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:23:28,Cristobal GUTIERREZ,57,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:23:32,Matt LENEHAN,58,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:23:39,Anthony BRUNS,59,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:23:44,Prescott LEACH,60,Marathon
Boston Marathon - 17 APR 2023,CAN,M,,2:24:06,Tyler HAMILTON,61,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:24:22,Adam CORDELL,62,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:24:23,Michael DUGGAN,63,Marathon
Boston Marathon - 17 APR 2023,USA,M,,2:24:29,Everett HACKETT,64,Marathon
