competition,country,gender,link,mark,name,position,sport
	15th IAAF World Championships,ETH,F,https://www.worldathletics.org/athletes/ethiopia/mare-dibaba-14326294,2:27:35,Mare DIBABA,1,"(['Marathon'],)"
	15th IAAF World Championships,KEN,F,https://www.worldathletics.org/athletes/kenya/helah-kiprop-14289150,2:27:36,Helah Jelagat KIPROP,2,"(['Marathon'],)"
	15th IAAF World Championships,BRN,F,https://www.worldathletics.org/athletes/bahrain/eunice-jepkirui-kirwa-14289179,2:27:39,Eunice Jepkirui KIRWA,3,"(['Marathon'],)"
	15th IAAF World Championships,KEN,F,https://www.worldathletics.org/athletes/kenya/jemima-jelagat-sumgong-14289014,2:27:42,Jemima Jelagat SUMGONG,4,"(['Marathon'],)"
	15th IAAF World Championships,KEN,F,https://www.worldathletics.org/athletes/kenya/edna-ngeringwony-kiplagat-14289137,2:28:18,Edna Ngeringwony KIPLAGAT,5,"(['Marathon'],)"
	15th IAAF World Championships,ETH,F,https://www.worldathletics.org/athletes/ethiopia/tigist-tufa-14260337,2:29:12,Tigist TUFA,6,"(['Marathon'],)"
	15th IAAF World Championships,JPN,F,https://www.worldathletics.org/athletes/japan/mai-ito-14286564,2:29:48,Mai ITO,7,"(['Marathon'],)"
	15th IAAF World Championships,ETH,F,https://www.worldathletics.org/athletes/ethiopia/tirfi-tsegaye-14334498,2:30:54,Tirfi TSEGAYE,8,"(['Marathon'],)"
	15th IAAF World Championships,PRK,F,https://www.worldathletics.org/athletes/dpr-of-korea/hye-song-kim-14598447,2:30:59,Hye-Song KIM,9,"(['Marathon'],)"
	15th IAAF World Championships,USA,F,https://www.worldathletics.org/athletes/united-states/serena-burla-14319501,2:31:06,Serena BURLA,10,"(['Marathon'],)"
	15th IAAF World Championships,LTU,F,https://www.worldathletics.org/athletes/lithuania/rasa-drazdauskaité-14290222,2:31:23,Rasa DRAZDAUSKAITÉ,11,"(['Marathon'],)"
	15th IAAF World Championships,POR,F,https://www.worldathletics.org/athletes/portugal/filomena-costa-14294838,2:31:40,Filomena COSTA,12,"(['Marathon'],)"
