competition,country,gender,link,mark,name,position,sport
	13th IAAF World Championships in Athletics,KEN,F,https://www.worldathletics.org/athletes/kenya/edna-ngeringwony-kiplagat-14289137,2:28:43,Edna Ngeringwony KIPLAGAT,1,"(['Marathon'],)"
	13th IAAF World Championships in Athletics,KEN,F,https://www.worldathletics.org/athletes/kenya/prisca-jeptoo-14289039,2:29:00,Priscah JEPTOO,2,"(['Marathon'],)"
	13th IAAF World Championships in Athletics,KEN,F,https://www.worldathletics.org/athletes/kenya/sharon-jemutai-cherop-14288956,2:29:14,Sharon Jemutai CHEROP,3,"(['Marathon'],)"
	13th IAAF World Championships in Athletics,ETH,F,https://www.worldathletics.org/athletes/ethiopia/bezunesh-bekele-14259904,2:29:21,Bezunesh BEKELE,4,"(['Marathon'],)"
	13th IAAF World Championships in Athletics,JPN,F,https://www.worldathletics.org/athletes/japan/yukiko-akaba-14286054,2:29:35,Yukiko AKABA,5,"(['Marathon'],)"
	13th IAAF World Championships in Athletics,CHN,F,https://www.worldathletics.org/athletes/pr-of-china/xiaolin-zhu-14264209,2:29:58,Xiaolin ZHU,6,"(['Marathon'],)"
	13th IAAF World Championships in Athletics,SWE,F,https://www.worldathletics.org/athletes/sweden/isabellah-andersson-14301672,2:30:13,Isabellah ANDERSSON,7,"(['Marathon'],)"
	13th IAAF World Championships in Athletics,CHN,F,https://www.worldathletics.org/athletes/pr-of-china/jiali-wang-14265125,2:30:25,Jiali WANG,8,"(['Marathon'],)"
	13th IAAF World Championships in Athletics,POR,F,https://www.worldathletics.org/athletes/portugal/marisa-barros-14294793,2:30:29,Marisa BARROS,9,"(['Marathon'],)"
	13th IAAF World Championships in Athletics,JPN,F,https://www.worldathletics.org/athletes/japan/remi-nakasato-14287376,2:30:52,Remi NAKAZATO,10,"(['Marathon'],)"
	13th IAAF World Championships in Athletics,CHN,F,https://www.worldathletics.org/athletes/pr-of-china/rong-chen-14266668,2:31:11,Rong CHEN,11,"(['Marathon'],)"
	13th IAAF World Championships in Athletics,ETH,F,https://www.worldathletics.org/athletes/ethiopia/aberu-kebede-14259806,2:31:22,Aberu KEBEDE,12,"(['Marathon'],)"
	13th IAAF World Championships in Athletics,KEN,F,https://www.worldathletics.org/athletes/kenya/irene-jerotich-14288960,2:31:29,Irene Jerotich KOSGEI,13,"(['Marathon'],)"
	13th IAAF World Championships in Athletics,ETH,F,https://www.worldathletics.org/athletes/ethiopia/atsede-bayisa-14259910,2:31:37,Atsede BAYSA,14,"(['Marathon'],)"
	13th IAAF World Championships in Athletics,CHN,F,https://www.worldathletics.org/athletes/pr-of-china/chaofeng-jia-14266236,2:31:58,Chaofeng JIA,15,"(['Marathon'],)"
	13th IAAF World Championships in Athletics,USA,F,https://www.worldathletics.org/athletes/united-states/terra-moody-14317273,2:32:04,Tera MOODY,16,"(['Marathon'],)"
