competition,country,gender,link,mark,name,position,sport
14th IAAF World Championships,UGA,M,https://www.worldathletics.org/athletes/uganda/stephen-kiprotich-14229607,2:09:51,Stephen KIPROTICH,1,"(['Marathon'],)"
14th IAAF World Championships,ETH,M,https://www.worldathletics.org/athletes/ethiopia/lelisa-desisa-14377814,2:10:12,Lelisa DESISA,2,"(['Marathon'],)"
14th IAAF World Championships,ETH,M,https://www.worldathletics.org/athletes/ethiopia/tadesse-tola-14181703,2:10:23,Tadese TOLA,3,"(['Marathon'],)"
14th IAAF World Championships,ETH,M,https://www.worldathletics.org/athletes/ethiopia/tsegaye-kebede-14181360,2:10:47,Tsegaye KEBEDE,4,"(['Marathon'],)"
14th IAAF World Championships,JPN,M,https://www.worldathletics.org/athletes/japan/kentaro-nakamoto-14204862,2:10:50,Kentaro NAKAMOTO,5,"(['Marathon'],)"
14th IAAF World Championships,BRA,M,https://www.worldathletics.org/athletes/brazil/solonei-rocha-da-silva-14384012,2:11:40,Solonei DA SILVA,6,"(['Marathon'],)"
14th IAAF World Championships,BRA,M,https://www.worldathletics.org/athletes/brazil/paulo-roberto-de-almeida-paula-14175971,2:11:40,Paulo Roberto DE ALMEIDA PAULA,7,"(['Marathon'],)"
14th IAAF World Championships,ETH,M,https://www.worldathletics.org/athletes/ethiopia/yemane-tsegay-14327624,2:11:43,Yemane TSEGAY,8,"(['Marathon'],)"
14th IAAF World Championships,KEN,M,https://www.worldathletics.org/athletes/kenya/peter-kimeli-some-14326273,2:11:47,Peter Kimeli SOME,9,"(['Marathon'],)"
14th IAAF World Championships,UGA,M,https://www.worldathletics.org/athletes/uganda/jackson-kiprop-14229606,2:12:12,Jackson KIPROP,10,"(['Marathon'],)"
14th IAAF World Championships,ERI,M,https://www.worldathletics.org/athletes/eritrea/beraki-beyene-zerea-14333943,2:13:40,Beraki BEYENE,11,"(['Marathon'],)"
14th IAAF World Championships,KEN,M,https://www.worldathletics.org/athletes/kenya/bernard-kiprop-kipyego-14208525,2:14:01,Bernard Kiprop KIPYEGO,12,"(['Marathon'],)"
14th IAAF World Championships,USA,M,https://www.worldathletics.org/athletes/united-states/jeffrey-eggleston-14237136,2:14:23,Jeffrey EGGLESTON,13,"(['Marathon'],)"
14th IAAF World Championships,JPN,M,https://www.worldathletics.org/athletes/japan/masakazu-fujiwara-14202728,2:14:29,Masakazu FUJIWARA,14,"(['Marathon'],)"
14th IAAF World Championships,ESP,M,https://www.worldathletics.org/athletes/spain/javier-guerra-14166242,2:14:33,Javier GUERRA,15,"(['Marathon'],)"
14th IAAF World Championships,ERI,M,https://www.worldathletics.org/athletes/eritrea/samuel-tsegay-tesfamariam-14167392,2:14:41,Samuel TSEGAY,16,"(['Marathon'],)"
14th IAAF World Championships,JPN,M,https://www.worldathletics.org/athletes/japan/kazuhiro-maeda-14204255,2:15:25,Kazuhiro MAEDA,17,"(['Marathon'],)"
14th IAAF World Championships,JPN,M,https://www.worldathletics.org/athletes/japan/yuki-kawauchi-14203841,2:15:35,Yuki KAWAUCHI,18,"(['Marathon'],)"
14th IAAF World Championships,UGA,M,https://www.worldathletics.org/athletes/uganda/abraham-kiplimo-14229602,2:16:25,Abraham KIPLIMO,19,"(['Marathon'],)"
14th IAAF World Championships,CAN,M,https://www.worldathletics.org/athletes/canada/robin-watson-14254398,2:16:28,Rob WATSON,20,"(['Marathon'],)"
14th IAAF World Championships,IRL,M,https://www.worldathletics.org/athletes/ireland/paul-pollock-14199075,2:16:42,Paul POLLOCK,21,"(['Marathon'],)"
14th IAAF World Championships,SWE,M,https://www.worldathletics.org/athletes/sweden/mustafa-mohamed-14227863,2:17:09,Mustafa MOHAMED,22,"(['Marathon'],)"
14th IAAF World Championships,AUS,M,https://www.worldathletics.org/athletes/australia/martin-dent-14179817,2:17:11,Martin DENT,23,"(['Marathon'],)"
14th IAAF World Championships,RUS,M,https://www.worldathletics.org/athletes/russia/aleksey-sokolov-14224099,2:17:12,Aleksey SOKOLOV,24,"(['Marathon'],)"
14th IAAF World Championships,KEN,M,https://www.worldathletics.org/athletes/kenya/michael-kipyego-14208532,2:17:47,Michael Kipkorir KIPYEGO,25,"(['Marathon'],)"
14th IAAF World Championships,ROU,M,https://www.worldathletics.org/athletes/romania/marius-ionescu-14219367,2:18:31,Marius IONESCU,26,"(['Marathon'],)"
