competition,country,gender,link,mark,name,position,sport
Tokyo Marathon - 06 MAR 2022,KEN,F,,2:16:02,Brigid KOSGEI,1,Marathon
Tokyo Marathon - 06 MAR 2022,ETH,F,,2:17:58,Ashete BEKERE,2,Marathon
Tokyo Marathon - 06 MAR 2022,ETH,F,,2:18:18,Gotytom GEBRESLASE,3,Marathon
Tokyo Marathon - 06 MAR 2022,KEN,F,,2:18:42,Angela TANUI,4,Marathon
Tokyo Marathon - 06 MAR 2022,ETH,F,,2:19:10,Hiwot GEBREKIDAN,5,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:21:02,Mao ICHIYAMA,6,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:21:17,Hitomi NIIYA,7,Marathon
Tokyo Marathon - 06 MAR 2022,USA,F,,2:22:56,Sara HALL,8,Marathon
Tokyo Marathon - 06 MAR 2022,ETH,F,,2:24:33,Helen BEKELE,9,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:27:38,Kaori MORITA,10,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:28:29,Rika KASEDA,11,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:29:20,Miharu SHIMOKADO,12,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:29:26,Shiho KANESHIGE,13,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:30:03,Yui OKADA,14,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:32:47,Hitomi MIZUGUCHI,15,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:36:08,Tomomi SAWAHATA,16,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:38:46,Mai FUJISAWA,17,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:39:51,Miho NAKATA,18,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:42:35,Miyuki TAKANO,19,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:42:43,Eri SUZUKI,20,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:43:57,Shinobu AYABE,21,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:45:07,Miki MORITA,22,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:46:34,Hitomi KONDO,23,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:47:19,Aiko KANEMATSU,24,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:48:07,Kyoko MATUMOTO,25,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:48:24,Haruna TAKANO,26,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:49:18,Megumi KAWAGUCHI,27,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:51:19,Mitsuko HIROSE,28,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:54:20,Miwa FUMIMURA,29,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,3:00:43,Rika YONETANI,30,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,3:01:34,Yuki OGAWA,31,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,3:02:54,Sayaka YASUKAWA,32,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,3:09:48,Mika NAKAMURA,33,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,DNF,Naoko TSUCHIYA,34,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:35:06,Chiaki MORIKAWA,35,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:39:39,Akane SEKINO,36,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:49:08,Ryo TSUNEKAWA,37,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:50:08,Yukari YASUTOME,38,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:50:53,Risa SHINOZAKI,39,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:51:35,Akiko SUZUKI,40,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:51:45,Yui KURIHARA,41,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:53:26,Yuri TANAKA,42,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:53:53,Yuko KUSUNOSE,43,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:54:11,Ayaka UEDA,44,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:54:45,Chihiro FUJII,45,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:55:04,Mai FUKUSHIMA,46,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:55:16,Yuka HAGIWARA,47,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:55:59,Chisa ENDO,48,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:56:29,Sayaka MINAMIGUCHI,49,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:57:59,Mariko SHIMODAIRA,50,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:58:17,Sachi NAKANO,51,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:58:26,Haruna HORIKAWA,52,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:58:28,Yoko KOMAGATA,53,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:58:32,Nahoko HANAZAKI,54,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:58:35,Chihiro KANEKO,55,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:58:42,Chizu MORIZAKI,56,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,F,,2:58:42,Ami SHIMOMURA,57,Marathon
