competition,country,gender,link,mark,name,position,sport
Tokyo Marathon - 06 MAR 2022,KEN,M,,2:02:40,Eliud KIPCHOGE,1,Marathon
Tokyo Marathon - 06 MAR 2022,KEN,M,,2:03:13,Amos KIPRUTO,2,Marathon
Tokyo Marathon - 06 MAR 2022,ETH,M,,2:04:14,Tamirat TOLA,3,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:05:28,Kengo SUZUKI,4,Marathon
Tokyo Marathon - 06 MAR 2022,ETH,M,,2:06:12,Shura KITATA,5,Marathon
Tokyo Marathon - 06 MAR 2022,KEN,M,,2:06:37,Laban Kipngetich KORIR,6,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:07:23,Kenya SONOTA,7,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:07:31,Shun YUZAWA,8,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:07:55,Kento KIKUTANI,9,Marathon
Tokyo Marathon - 06 MAR 2022,KEN,M,,2:07:55,Michael Mugo GITHAE,10,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:08:02,Hidekazu HIJIKATA,11,Marathon
Tokyo Marathon - 06 MAR 2022,KEN,M,,2:08:04,Jonathan Kipleting KORIR,12,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:08:17,Yuki SATO,13,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:08:21,Keisuke HAYASHI,14,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:08:25,Kensuke HORIO,15,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:08:31,Daiji KAWAI,16,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:08:33,Hiroto INOUE,17,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:08:33,Toshiki SADAKATA,18,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:08:35,Yuta SHIMODA,19,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:08:48,Kazuma KUBO,20,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:08:55,Akira TOMIYASU,21,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:08:59,Naoki KOYAMA,22,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:09:18,Shoma HOSOYA,23,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:09:20,Yuya YOSHIDA,24,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:09:27,Masaya TAGUCHI,25,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:09:41,Atsumi ASHIWA,26,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:09:48,Junnosuke MATSUO,27,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:10:29,Toshihiro KENMOTSU,28,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:10:43,Naoya SAKUDA,29,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:10:45,Kento OTSU,30,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:10:48,Ryota KOMORI,31,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:10:57,Daisuke UEKADO,32,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:10:58,Kiyohito AKIYAMA,33,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:11:01,Ryu TAKAKU,34,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:11:09,Asuka TANAKA,35,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:11:23,Ryo MATSUMOTO,36,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:11:49,Ryoichi MATSUO,37,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:12:29,Keita SHITARA,38,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:12:38,Shintaro MIYAKAWA,39,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:12:41,Chihiro MIYAWAKI,40,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:13:02,Manabu YAMADA,41,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:13:19,Ryo OSAKI,42,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:13:30,Yuki ARIMURA,43,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:13:34,Masaki SAKUDA,44,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:13:41,Keisuke TANAKA,45,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:13:41,Hiromasa KUMAHASHI,46,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:13:41,Yuya ASAGA,47,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:14:01,Toshinori WATANABE,48,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:14:13,Tatsunori HAMASAKI,49,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:14:58,Masato KIKUCHI,50,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:15:15,Takuma KUMAGAI,51,Marathon
Tokyo Marathon - 06 MAR 2022,KEN,M,,2:15:19,Daniel MUIVA KITONYI,52,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:15:29,Takamitsu HASHIMOTO,53,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:15:33,Jin YUASA,54,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:15:43,Tomoya OGIKUBO,55,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:15:44,Daisuke HOSOMORI,56,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:15:53,Kei KATANISHI,57,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:15:56,Masaki TSUDA,58,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:16:13,Tomohiro KAIJO,59,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:16:31,Junichi USHIYAMA,60,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:16:31,Jumpei YAMAGUCHI,61,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:16:40,Yuji SHIBUKAWA,62,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:16:56,Yudai NAKAZAWA,63,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:16:57,Takuma SHIBATA,64,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:17:07,Yasutaka MONDE,65,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:17:28,Ryo TSUJIKAWA,66,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:17:34,Hiroki KAI,67,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:17:35,Keita SEGUCHI,68,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:17:49,Shinya SAITO,69,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:18:09,Yusuke KODAMA,70,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:18:20,Haruki OKAYAMA,71,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:18:23,Koji TAKAHASHI,72,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:18:31,Kiyohiro WATANABE,73,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:18:40,Takuya SAITO,74,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:18:52,Taiki YOSHIMURA,75,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:18:55,Shusei OHASHI,76,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:19:13,Takaki MORI,77,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:19:18,Takehiko GYOBA,78,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:19:24,Naoki INOUE,79,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:19:28,Yoshiki KAWAUCHI,80,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:19:37,Sohei MORIKAWA,81,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:19:57,Taiyo AKIYAMA,82,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:19:57,Toru SOMIYA,83,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:20:31,Shunsuke HISAMOTO,84,Marathon
Tokyo Marathon - 06 MAR 2022,JPN,M,,2:20:33,Yuki NAKAMURA,85,Marathon
