competition,country,gender,link,mark,name,position,sport
Tokyo Marathon - 25 FEB 2018,ETH,F,,2:19:51,Birhane DIBABA,1,Marathon
Tokyo Marathon - 25 FEB 2018,ETH,F,,2:21:19,Ruti AGA,2,Marathon
Tokyo Marathon - 25 FEB 2018,USA,F,,2:21:42,Amy CRAGG,3,Marathon
Tokyo Marathon - 25 FEB 2018,ETH,F,,2:22:07,Shure DEMISE,4,Marathon
Tokyo Marathon - 25 FEB 2018,KEN,F,,2:28:58,Helah Jelagat KIPROP,5,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:30:16,Hiroko YOSHITOMI,6,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:31:41,Madoka NAKANO,7,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:31:49,Mao UESUGI,8,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:32:00,Marie IMADA,9,Marathon
Tokyo Marathon - 25 FEB 2018,CHN,F,,2:33:02,Meixia ZHANG,10,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:34:26,Asuka YAMAMOTO,11,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:35:40,Yoshiko SAKAMOTO,12,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:37:34,Nana SATO,13,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:38:51,Yumiko KINOSHITA,14,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:39:42,Haruka YAMAGUCHI,15,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:39:49,Kasumi TAKAHAMA,16,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:42:09,Momoko TANAKA,17,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:42:31,Shinobu AYABE,18,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:43:16,Minami NAKASHIMA,19,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:43:27,Shiori SHIMOMURA,20,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:43:45,Kyoto MATSUMOTO,21,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:44:40,Sayaka YASUKAWA,22,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:44:45,Yuki MIZUSEDA,23,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:44:58,Mitsuko HIROSE,24,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:46:35,Miyuki TAKANO,25,Marathon
Tokyo Marathon - 25 FEB 2018,AUS,F,,2:46:39,Rebecca BROWN,26,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:47:01,Yuka HIRATA,27,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:47:06,Eri SUZUKI,28,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:47:13,Ayaka FUJIYAMA,29,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:47:25,Masumi ICHIKAWA,30,Marathon
Tokyo Marathon - 25 FEB 2018,HKG,F,,2:47:52,Tsz Ying VUT,31,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:48:00,Yukari SEIMIYA,32,Marathon
Tokyo Marathon - 25 FEB 2018,HKG,F,,2:48:23,Nicole CHUI,33,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:48:43,Maiko TANI,34,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:48:52,Miwa FUMIMURA,35,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:49:11,Erika ISHIMOTO,36,Marathon
Tokyo Marathon - 25 FEB 2018,MEX,F,,2:50:01,Fabiola PEREZ IGARI,37,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:50:20,Yuri KANO,38,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:50:26,Yuki OGAWA,39,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:50:42,Shiho KANESHIGE,40,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:50:48,Toshiko YOSHIKAWA,41,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:51:12,Mika YOSHIMURA,42,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:51:34,Sena KIMURA,43,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:51:54,Maki INAMI,44,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:52:01,Mina OGAWA,45,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:52:10,Yuka AOYAMA,46,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:52:37,Fumie MURAKAMI,47,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:52:53,Yuko KUSUNOSE,48,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:53:07,Yuka KOYANAGI,49,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:53:16,Ai OGOH,50,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:53:29,Risa SHINOZAKI,51,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:53:29,Sayaka YAMASHITA,52,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:53:46,Yukari NAGOSHI,53,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:53:52,Haruka SUZUKI,54,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:54:01,Kaoru NAGAO,55,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:54:19,Eri KUWAHARA,56,Marathon
Tokyo Marathon - 25 FEB 2018,AUS,F,,2:54:23,Rachel GLASSON,57,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:55:02,Yuka YOSHIMURA,58,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:55:02,Kaori ITO,59,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:55:15,Akiko SUZUKI,60,Marathon
Tokyo Marathon - 25 FEB 2018,GBR,F,,2:55:28,Holly RUSH,61,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:55:31,Yuka YAMAZAKI,62,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:56:08,Yuka YAMAGAMI,63,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:56:09,Mika NAKAMURA,64,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:56:10,Tomoka YAMAZAKI,65,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:56:11,Mari FUNATSU,66,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:56:18,Maki NISHIOKA,67,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:56:32,Yoko UEDA,68,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:56:39,Ayumi ISHIHARA,69,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:57:09,Mina NAGAOKA,70,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:57:10,Chizuru TSUNO,71,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:57:11,Tomoko MIHASHI,72,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:57:16,Aki KAWASHIMA,73,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:57:27,Masumi TAKAZAWA,74,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:57:31,Mai FUKUSHIMA,75,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:57:38,Megumi KAWAGUCHI,76,Marathon
Tokyo Marathon - 25 FEB 2018,USA,F,,2:57:39,Angela TIERI,77,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:57:44,Natsuko ISHIKAWA,78,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:57:58,Akiho MINATO,79,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:58:14,Rin TABATA,80,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:58:28,Yukiko NOMOTO,81,Marathon
Tokyo Marathon - 25 FEB 2018,GBR,F,,2:58:31,Betty BOHANE,82,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:58:43,Chieki UEHARA,83,Marathon
Tokyo Marathon - 25 FEB 2018,USA,F,,2:58:44,Brooke ADAMS,84,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:58:45,Enami SHUHEI,85,Marathon
Tokyo Marathon - 25 FEB 2018,USA,F,,2:58:45,Juliet HERSHEY-BEATT,86,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:58:51,Mitsue TOMITA,87,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:59:07,Ruri WAKAMATSU,88,Marathon
Tokyo Marathon - 25 FEB 2018,JPN,F,,2:59:25,Akemi YAMAZAKI,89,Marathon
