competition,country,gender,link,mark,name,position,sport
Berlin Marathon - 29 SEP 2019,ETH,M,,2:01:41,Kenenisa BEKELE,1,Marathon
Berlin Marathon - 29 SEP 2019,ETH,M,,2:02:48,Birhanu LEGESE,2,Marathon
Berlin Marathon - 29 SEP 2019,ETH,M,,2:03:36,Sisay LEMMA,3,Marathon
Berlin Marathon - 29 SEP 2019,KEN,M,,2:06:45,Jonathan Kipleting KORIR,4,Marathon
Berlin Marathon - 29 SEP 2019,KEN,M,,2:08:07,Felix Kipchirchir KANDIE,5,Marathon
Berlin Marathon - 29 SEP 2019,ERI,M,,2:08:26,Yohanes GHEBREGERGIS,6,Marathon
Berlin Marathon - 29 SEP 2019,CHN,M,,2:08:28,Guojian DONG,7,Marathon
Berlin Marathon - 29 SEP 2019,KEN,M,,2:08:35,Bethwel YEGON,8,Marathon
Berlin Marathon - 29 SEP 2019,JPN,M,,2:08:56,Kenta MURAYAMA,9,Marathon
Berlin Marathon - 29 SEP 2019,KEN,M,,2:09:39,Abel KIPCHUMBA,10,Marathon
Berlin Marathon - 29 SEP 2019,JPN,M,,2:10:26,Yuichi YASUI,11,Marathon
Berlin Marathon - 29 SEP 2019,AUT,M,,2:10:57,Peter HERZOG,12,Marathon
Berlin Marathon - 29 SEP 2019,ITA,M,,2:11:08,Yassine EL FATHAOUI,13,Marathon
Berlin Marathon - 29 SEP 2019,USA,M,,2:11:14,Matt LLANO,14,Marathon
Berlin Marathon - 29 SEP 2019,SWE,M,,2:11:50,David NILSSON,15,Marathon
Berlin Marathon - 29 SEP 2019,GBR,M,,2:12:29,Jonathan MELLOR,16,Marathon
Berlin Marathon - 29 SEP 2019,TUR,M,,2:12:41,Ercan ARSLAN,17,Marathon
Berlin Marathon - 29 SEP 2019,ETH,M,,2:13:19,Getaye GELAW,18,Marathon
Berlin Marathon - 29 SEP 2019,USA,M,,2:13:22,Haron LAGAT,19,Marathon
Berlin Marathon - 29 SEP 2019,NED,M,,2:13:38,Edwin DE VRIES,20,Marathon
Berlin Marathon - 29 SEP 2019,IRL,M,,2:13:39,Kevin SEAWARD,21,Marathon
Berlin Marathon - 29 SEP 2019,ITA,M,,2:13:48,Stefano LA ROSA,22,Marathon
Berlin Marathon - 29 SEP 2019,ERI,M,,2:13:51,Tesfay FELFELE,23,Marathon
Berlin Marathon - 29 SEP 2019,ISR,M,,2:13:53,Yimer GETAHUN,24,Marathon
Berlin Marathon - 29 SEP 2019,GBR,M,,2:13:57,Matthew CLOWES,25,Marathon
Berlin Marathon - 29 SEP 2019,MAR,M,,2:14:02,Mustapha EL OUARTASSY,26,Marathon
Berlin Marathon - 29 SEP 2019,CHN,M,,2:14:09,Yousheng GUAN,27,Marathon
Berlin Marathon - 29 SEP 2019,AUT,M,,2:14:17,Valentin PFEIL,28,Marathon
Berlin Marathon - 29 SEP 2019,JPN,M,,2:14:27,Keisuke KUSAKA,29,Marathon
Berlin Marathon - 29 SEP 2019,FRA,M,,2:14:32,Emmanuel ROUDOLFF,30,Marathon
Berlin Marathon - 29 SEP 2019,CZE,M,,2:14:35,Jiří HOMOLÁČ,31,Marathon
Berlin Marathon - 29 SEP 2019,CHN,M,,2:14:38,Erenjia JIA,32,Marathon
Berlin Marathon - 29 SEP 2019,BEL,M,,2:14:39,Nick VAN PEBORGH,33,Marathon
Berlin Marathon - 29 SEP 2019,GBR,M,,2:14:40,Scott OVERALL,34,Marathon
Berlin Marathon - 29 SEP 2019,BEL,M,,2:14:43,Justin MAHIEU,35,Marathon
Berlin Marathon - 29 SEP 2019,USA,M,,2:14:44,Greg LEAK,36,Marathon
Berlin Marathon - 29 SEP 2019,GER,M,,2:14:54,Jens NERKAMP,37,Marathon
Berlin Marathon - 29 SEP 2019,ISR,M,,2:14:58,Jember MELKAMU,38,Marathon
Berlin Marathon - 29 SEP 2019,MEX,M,,2:14:59,Rene ORTIZ,39,Marathon
Berlin Marathon - 29 SEP 2019,KEN,M,,2:15:00,Kennedy KWEMOI,40,Marathon
Berlin Marathon - 29 SEP 2019,CHN,M,,2:15:03,Cairen SUOLANG,41,Marathon
Berlin Marathon - 29 SEP 2019,USA,M,,2:15:12,Will NATION,42,Marathon
Berlin Marathon - 29 SEP 2019,CHN,M,,2:15:27,Le YANG,43,Marathon
Berlin Marathon - 29 SEP 2019,ISR,M,,2:15:46,Ageze GUADIE,44,Marathon
Berlin Marathon - 29 SEP 2019,GBR,M,,2:15:52,Jon THEWLIS,45,Marathon
Berlin Marathon - 29 SEP 2019,LTU,M,,2:15:53,Ignas BRASEVIČIUS,46,Marathon
Berlin Marathon - 29 SEP 2019,KOR,M,,2:15:59,Kwang-sik SHIN,47,Marathon
Berlin Marathon - 29 SEP 2019,JPN,M,,2:16:08,Shogo KANEZANE,48,Marathon
Berlin Marathon - 29 SEP 2019,GER,M,,2:16:09,Simon STÜTZEL,49,Marathon
Berlin Marathon - 29 SEP 2019,SUI,M,,2:16:10,Adrian LEHMANN,50,Marathon
Berlin Marathon - 29 SEP 2019,NOR,M,,2:16:37,Andreas Myhre SJURSETH,51,Marathon
Berlin Marathon - 29 SEP 2019,GBR,M,,2:16:56,Adam HICKEY,52,Marathon
Berlin Marathon - 29 SEP 2019,LAT,M,,2:16:59,Jānis VIŠĶERS,53,Marathon
Berlin Marathon - 29 SEP 2019,TPE,M,,2:17:10,Chia-Che CHANG,54,Marathon
Berlin Marathon - 29 SEP 2019,GUA,M,,2:17:14,Luis Carlos RIVERO,55,Marathon
Berlin Marathon - 29 SEP 2019,USA,M,,2:17:15,Joe STILIN,56,Marathon
Berlin Marathon - 29 SEP 2019,ISR,M,,2:17:38,Muket FETENE,57,Marathon
Berlin Marathon - 29 SEP 2019,KOR,M,,2:17:49,Young-jin KIM,58,Marathon
Berlin Marathon - 29 SEP 2019,SUI,M,,2:18:12,Marcel BERNI,59,Marathon
Berlin Marathon - 29 SEP 2019,ROU,M,,2:18:18,Ilie Alexandru CORNESCHI,60,Marathon
Berlin Marathon - 29 SEP 2019,USA,M,,2:18:27,Jameson MORA,61,Marathon
Berlin Marathon - 29 SEP 2019,GRE,M,,2:18:37,Konstantinos GELAOUZOS,62,Marathon
Berlin Marathon - 29 SEP 2019,GER,M,,2:18:42,Lorenz BAUM,63,Marathon
Berlin Marathon - 29 SEP 2019,MEX,M,,2:18:57,Juan Carlos ROMERO BERNAL,64,Marathon
Berlin Marathon - 29 SEP 2019,NZL,M,,2:19:06,Ciaran FAHERTY,65,Marathon
Berlin Marathon - 29 SEP 2019,USA,M,,2:19:35,Kyle WYATT,66,Marathon
Berlin Marathon - 29 SEP 2019,MGL,M,,2:19:39,Gantulga DAMBADARJAA,67,Marathon
