competition,country,link,mark,name,position,sport
	13th IAAF World Championships in Athletics,GER,https://www.worldathletics.org/athletes/germany/david-storl-14194393,21.78,David STORL,1,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,CAN,https://www.worldathletics.org/athletes/canada/dylan-armstrong-14174674,21.64,Dylan ARMSTRONG,2,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,USA,https://www.worldathletics.org/athletes/united-states/christian-cantwell-14234176,21.36,Christian CANTWELL,3,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,USA,https://www.worldathletics.org/athletes/united-states/reese-hoffa-14240894,20.99,Reese HOFFA,4,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,POR,https://www.worldathletics.org/athletes/portugal/marco-fortes-14218235,20.83,Marco FORTES,5,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,USA,https://www.worldathletics.org/athletes/united-states/ryan-whiting-14254801,20.75,Ryan WHITING,6,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,USA,https://www.worldathletics.org/athletes/united-states/adam-nelson-14247052,20.29,Adam NELSON,7,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,POL,https://www.worldathletics.org/athletes/poland/tomasz-majewski-14217130,20.18,Tomasz MAJEWSKI,8,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,GER,https://www.worldathletics.org/athletes/germany/ralf-bartels-14191464,20.14,Ralf BARTELS,9,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,SRB,https://www.worldathletics.org/athletes/serbia/asmir-kolašinac-14225338,19.84,Asmir KOLAŠINAC,10,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,CUB,https://www.worldathletics.org/athletes/cuba/carlos-véliz-14169268,19.70,Carlos VÉLIZ,11,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,BLR,https://www.worldathletics.org/athletes/belarus/andrei-mikhnevich-14176698,DQ,Andrei MIKHNEVICH,"(None,)","(['Shot Put'],)"
