competition,country,link,mark,name,position,sport
	13th IAAF World Championships in Athletics,NZL,https://www.worldathletics.org/athletes/new-zealand/valerie-adams-14292861,21.24,Valerie ADAMS,1,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,USA,https://www.worldathletics.org/athletes/united-states/jillian-camarena-williams-14307086,20.02,Jillian CAMARENA-WILLIAMS,2,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,CHN,https://www.worldathletics.org/athletes/pr-of-china/lijiao-gong-14266426,19.97,Lijiao GONG,3,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,RUS,https://www.worldathletics.org/athletes/russia/evgeniia-kolodko-14298170,19.78,Evgeniia KOLODKO,4,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,CHN,https://www.worldathletics.org/athletes/pr-of-china/ling-li-14266009,19.71,Ling LI,5,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,RUS,https://www.worldathletics.org/athletes/russia/anna-avdeeva-14297286,19.54,Anna AVDEEVA,6,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,GER,https://www.worldathletics.org/athletes/germany/nadine-kleinert-14278349,19.26,Nadine KLEINERT,7,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,USA,https://www.worldathletics.org/athletes/united-states/michelle-carter-14307333,18.76,Michelle CARTER,8,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,BLR,https://www.worldathletics.org/athletes/belarus/natallia-mikhnevich-14269847,18.47,Natallia MIKHNEVICH,9,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,GER,https://www.worldathletics.org/athletes/germany/christina-schwanitz-14279753,17.96,Christina SCHWANITZ,10,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,TTO,https://www.worldathletics.org/athletes/trinidad-and-tobago/cleopatra-borel-14302978,17.62,Cleopatra BOREL,11,"(['Shot Put'],)"
	13th IAAF World Championships in Athletics,BLR,https://www.worldathletics.org/athletes/belarus/nadzeya-ostapchuk-14269709,DQ,Nadzeya OSTAPCHUK,"(None,)","(['Shot Put'],)"
	13th IAAF World Championships in Athletics,RUS,https://www.worldathletics.org/athletes/russia/anna-omarova-14298791,DQ,Anna OMAROVA,"(None,)","(['Shot Put'],)"
