competition,country,link,mark,name,position,sport
14th IAAF World Championships,NZL,https://www.worldathletics.org/athletes/new-zealand/valerie-adams-14292861,20.88,Valerie ADAMS,1,"(['Shot Put'],)"
14th IAAF World Championships,GER,https://www.worldathletics.org/athletes/germany/christina-schwanitz-14279753,20.41,Christina SCHWANITZ,2,"(['Shot Put'],)"
14th IAAF World Championships,CHN,https://www.worldathletics.org/athletes/pr-of-china/lijiao-gong-14266426,19.95,Lijiao GONG,3,"(['Shot Put'],)"
14th IAAF World Championships,USA,https://www.worldathletics.org/athletes/united-states/michelle-carter-14307333,19.94,Michelle CARTER,4,"(['Shot Put'],)"
14th IAAF World Championships,CHN,https://www.worldathletics.org/athletes/pr-of-china/ling-li-14266009,18.39,Ling LI,5,"(['Shot Put'],)"
14th IAAF World Championships,RUS,https://www.worldathletics.org/athletes/russia/irina-tarasova-14299526,18.37,Irina TARASOVA,6,"(['Shot Put'],)"
14th IAAF World Championships,USA,https://www.worldathletics.org/athletes/united-states/tia-brooks-14363271,18.09,Tia BROOKS,7,"(['Shot Put'],)"
14th IAAF World Championships,UKR,https://www.worldathletics.org/athletes/ukraine/galyna-obleshchuk-14387216,18.08,Galyna TURCHYN,8,"(['Shot Put'],)"
14th IAAF World Championships,CHN,https://www.worldathletics.org/athletes/pr-of-china/xiangrong-liu-14265747,18.04,Xiangrong LIU,9,"(['Shot Put'],)"
14th IAAF World Championships,CHI,https://www.worldathletics.org/athletes/chile/natalia-ducó-14266859,18.02,Natalia DUCÓ,10,"(['Shot Put'],)"
14th IAAF World Championships,BLR,https://www.worldathletics.org/athletes/belarus/alena-kopets-14269825,17.70,Alena ABRAMCHUK,11,"(['Shot Put'],)"
14th IAAF World Championships,RUS,https://www.worldathletics.org/athletes/russia/evgeniia-kolodko-14298170,DQ,Evgeniia KOLODKO,"(None,)","(['Shot Put'],)"
