competition,country,link,mark,name,position,sport
IAAF World Indoor Championships 2014,USA,https://www.worldathletics.org/athletes/united-states/ryan-whiting-14254801,22.05,Ryan WHITING,1,"(['Shot Put'],)"
IAAF World Indoor Championships 2014,GER,https://www.worldathletics.org/athletes/germany/david-storl-14194393,21.79,David STORL,2,"(['Shot Put'],)"
IAAF World Indoor Championships 2014,NZL,https://www.worldathletics.org/athletes/new-zealand/tomas-walsh-14413007,21.26,Tomas WALSH,3,"(['Shot Put'],)"
IAAF World Indoor Championships 2014,POL,https://www.worldathletics.org/athletes/poland/tomasz-majewski-14217130,21.04,Tomasz MAJEWSKI,4,"(['Shot Put'],)"
IAAF World Indoor Championships 2014,BUL,https://www.worldathletics.org/athletes/bulgaria/georgi-ivanov-14174986,21.02,Georgi IVANOV,5,"(['Shot Put'],)"
IAAF World Indoor Championships 2014,ARG,https://www.worldathletics.org/athletes/argentina/germán-lauro-14180399,20.50,Germán LAURO,6,"(['Shot Put'],)"
IAAF World Indoor Championships 2014,RSA,https://www.worldathletics.org/athletes/south-africa/orazio-cremona-14325970,20.49,Orazio CREMONA,7,"(['Shot Put'],)"
IAAF World Indoor Championships 2014,RUS,https://www.worldathletics.org/athletes/russia/alexandr-lesnoi-14363684,20.16,Aleksandr LESNOY,8,"(['Shot Put'],)"
