competition,country,link,mark,name,position,sport
The XXXI Olympic Games,JPN,https://www.worldathletics.org/athletes/japan/mai-ito-14286564,2:37:37,Mai ITO,46,"(['Marathon'],)"
The XXXI Olympic Games,BEL,https://www.worldathletics.org/athletes/belgium/veerle-dejaeghere-14270408,2:37:39,Veerle DEJAEGHERE,47,"(['Marathon'],)"
The XXXI Olympic Games,MEX,https://www.worldathletics.org/athletes/mexico/margarita-hernandez-flores-14385600,2:38:15,Margarita HERNÁNDEZ,48,"(['Marathon'],)"
The XXXI Olympic Games,PRK,https://www.worldathletics.org/athletes/dpr-of-korea/kum-ok-kim-14295210,2:38:24,Kum-Ok KIM,49,"(['Marathon'],)"
The XXXI Olympic Games,ALG,https://www.worldathletics.org/athletes/algeria/kenza-dahmani-14272839,2:38:37,Kenza DAHMANI TIFAHI,50,"(['Marathon'],)"
The XXXI Olympic Games,FIN,https://www.worldathletics.org/athletes/finland/anne-mari-hyryläinen-14378768,2:39:02,Anne-Mari HYRYLÄINEN,51,"(['Marathon'],)"
The XXXI Olympic Games,HUN,https://www.worldathletics.org/athletes/hungary/zsófia-erdélyi-14281461,2:39:04,Zsófia ERDÉLYI,52,"(['Marathon'],)"
The XXXI Olympic Games,CHN,https://www.worldathletics.org/athletes/pr-of-china/chao-yue-14264528,2:39:09,Chao YUE,53,"(['Marathon'],)"
The XXXI Olympic Games,UZB,https://www.worldathletics.org/athletes/uzbekistan/sitora-khamidova-14325015,2:39:45,Sitora KHAMIDOVA,54,"(['Marathon'],)"
The XXXI Olympic Games,DEN,https://www.worldathletics.org/athletes/denmark/anna-holm-jørgensen-14262507,2:39:49,Anna HOLM JØRGENSEN,55,"(['Marathon'],)"
The XXXI Olympic Games,NAM,https://www.worldathletics.org/athletes/namibia/helalia-johannes-14291432,2:39:55,Helalia JOHANNES,56,"(['Marathon'],)"
The XXXI Olympic Games,IRL,https://www.worldathletics.org/athletes/ireland/lizzie-lee-14427789,2:39:57,Lizzie LEE,57,"(['Marathon'],)"
The XXXI Olympic Games,TUR,https://www.worldathletics.org/athletes/turkey/esma-aydemir-14378580,2:39:59,Esma AYDEMIR,58,"(['Marathon'],)"
The XXXI Olympic Games,KGZ,https://www.worldathletics.org/athletes/kirghizistan/iuliia-andreeva-14522921,2:40:34,Iuliia ANDREEVA,59,"(['Marathon'],)"
The XXXI Olympic Games,NED,https://www.worldathletics.org/athletes/netherlands/andrea-deeltstra-14291595,2:40:49,Andrea DEELSTRA,60,"(['Marathon'],)"
The XXXI Olympic Games,LAT,https://www.worldathletics.org/athletes/latvia/ilona-marhele-14290029,2:41:02,Ilona MARHELE,61,"(['Marathon'],)"
The XXXI Olympic Games,KGZ,https://www.worldathletics.org/athletes/kirghizistan/viktoriya-polyudina-14289563,2:41:37,Viktoriia POLIUDINA,62,"(['Marathon'],)"
The XXXI Olympic Games,RSA,https://www.worldathletics.org/athletes/south-africa/lebo-dinah-phalula-14296741,2:41:46,Dina Lebo PHALULA,63,"(['Marathon'],)"
The XXXI Olympic Games,AUT,https://www.worldathletics.org/athletes/austria/andrea-mayr-14270847,2:41:52,Andrea MAYR,64,"(['Marathon'],)"
The XXXI Olympic Games,HUN,https://www.worldathletics.org/athletes/hungary/krisztina-papp-14282184,2:42:03,Krisztina PAPP,65,"(['Marathon'],)"
The XXXI Olympic Games,UKR,https://www.worldathletics.org/athletes/ukraine/svitlana-stanko-klymenko-14304232,2:42:26,Svitlana STANKO-KLYMENKO,66,"(['Marathon'],)"
The XXXI Olympic Games,PLE,https://www.worldathletics.org/athletes/palestine/mayada-al-sayad-14361426,2:42:28,Mayada AL SAYAD,67,"(['Marathon'],)"
The XXXI Olympic Games,UGA,https://www.worldathletics.org/athletes/uganda/adero-nyakisi-14289374,2:42:39,Adero NYAKISI,68,"(['Marathon'],)"
The XXXI Olympic Games,BRA,https://www.worldathletics.org/athletes/brazil/adriana-aparecida-da-silva-14269334,2:43:22,Adriana Aparecida DA SILVA,69,"(['Marathon'],)"
The XXXI Olympic Games,KOR,https://www.worldathletics.org/athletes/korea/kyung-hee-lim-14289823,2:43:31,Kyunghee LIM,70,"(['Marathon'],)"
The XXXI Olympic Games,PUR,https://www.worldathletics.org/athletes/puerto-rico/beverly-ramos-14295338,2:43:52,Beverly RAMOS,71,"(['Marathon'],)"
The XXXI Olympic Games,MGL,https://www.worldathletics.org/athletes/mongolia/munkhzaya-bayartsogt-14632541,2:43:55,Munkhzaya BAYARTSOGT,72,"(['Marathon'],)"
The XXXI Olympic Games,COL,https://www.worldathletics.org/athletes/colombia/erika-abril-14940634,2:44:05,Erika ABRIL,73,"(['Marathon'],)"
The XXXI Olympic Games,BEL,https://www.worldathletics.org/athletes/belgium/manuela-soccol-14407318,2:44:18,Manuela SOCCOL,74,"(['Marathon'],)"
The XXXI Olympic Games,NAM,https://www.worldathletics.org/athletes/namibia/alina-armas-14572721,2:44:20,Alina ARMAS,75,"(['Marathon'],)"
The XXXI Olympic Games,IRL,https://www.worldathletics.org/athletes/ireland/breege-connolly-14283166,2:44:41,Breege CONNOLLY,76,"(['Marathon'],)"
The XXXI Olympic Games,UZB,https://www.worldathletics.org/athletes/uzbekistan/marina-hmelevskaya-14325016,2:45:06,Marina HMELEVSKAYA,77,"(['Marathon'],)"
The XXXI Olympic Games,BRA,https://www.worldathletics.org/athletes/brazil/marily-dos-santos-14269103,2:45:08,Marily DOS SANTOS,78,"(['Marathon'],)"
The XXXI Olympic Games,CHN,https://www.worldathletics.org/athletes/pr-of-china/shaoqing-hua-14470082,2:45:09,Shaoqing HUA,79,"(['Marathon'],)"
The XXXI Olympic Games,ERI,https://www.worldathletics.org/athletes/eritrea/nebiat-habtemariam-14262204,2:45:21,Nebiat HABTEMARIAM,80,"(['Marathon'],)"
The XXXI Olympic Games,GER,https://www.worldathletics.org/athletes/germany/anna-hahner-14329081,2:45:32,Anna HAHNER,81,"(['Marathon'],)"
The XXXI Olympic Games,GER,https://www.worldathletics.org/athletes/germany/lisa-hahner-14329082,2:45:33,Lisa HAHNER,82,"(['Marathon'],)"
The XXXI Olympic Games,HUN,https://www.worldathletics.org/athletes/hungary/tünde-szabó-14282400,2:45:37,Tünde SZABÓ,83,"(['Marathon'],)"
The XXXI Olympic Games,BEL,https://www.worldathletics.org/athletes/belgium/els-rens-14415138,2:45:52,Els RENS,84,"(['Marathon'],)"
The XXXI Olympic Games,MGL,https://www.worldathletics.org/athletes/mongolia/otgonbayar-luvsanlkhundeg-14291305,2:45:55,Otgonbayar LUVSANLUNDEG,85,"(['Marathon'],)"
The XXXI Olympic Games,KEN,https://www.worldathletics.org/athletes/kenya/visiline-jepkesho-14627555,2:46:05,Visiline JEPKESHO,86,"(['Marathon'],)"
The XXXI Olympic Games,UKR,https://www.worldathletics.org/athletes/ukraine/nataliya-lehonkova-14333929,2:46:08,Nataliya LEHONKOVA,87,"(['Marathon'],)"
The XXXI Olympic Games,GRE,https://www.worldathletics.org/athletes/greece/ourania-rebouli-14378247,2:46:32,Ouranía REBOÚLI,88,"(['Marathon'],)"
The XXXI Olympic Games,IND,https://www.worldathletics.org/athletes/india/jaisha-orchatteri-14282858,2:47:19,Jaisha ORCHATTERI,89,"(['Marathon'],)"
The XXXI Olympic Games,ISR,https://www.worldathletics.org/athletes/israel/maor-tiyouri-14283592,2:47:27,Maor TIYOURI,90,"(['Marathon'],)"
The XXXI Olympic Games,THA,https://www.worldathletics.org/athletes/thailand/jane-vongvorachoti-14436818,2:47:27,Jane VONGVORACHOTI,91,"(['Marathon'],)"
The XXXI Olympic Games,ZIM,https://www.worldathletics.org/athletes/zimbabwe/rutendo-joan-nyahora-14325369,2:47:32,Rutendo Joan NYAHORA,92,"(['Marathon'],)"
The XXXI Olympic Games,VEN,https://www.worldathletics.org/athletes/venezuela/yolimar-pineda-14325191,2:47:34,Yolimar PINEDA,93,"(['Marathon'],)"
The XXXI Olympic Games,KGZ,https://www.worldathletics.org/athletes/kirghizistan/mariya-korobitskaya-14478639,2:47:53,Mariya KOROBITSKAYA,94,"(['Marathon'],)"
The XXXI Olympic Games,ECU,https://www.worldathletics.org/athletes/ecuador/silvia-paredes-14262284,2:48:01,Silvia PAREDES,95,"(['Marathon'],)"
The XXXI Olympic Games,RSA,https://www.worldathletics.org/athletes/south-africa/christine-kalmer-14296452,2:48:24,Christine KALMER,96,"(['Marathon'],)"
The XXXI Olympic Games,EST,https://www.worldathletics.org/athletes/estonia/lily-luik-14478987,2:48:29,Lily LUIK,97,"(['Marathon'],)"
The XXXI Olympic Games,MAW,https://www.worldathletics.org/athletes/malawi/tereza-master-14290871,2:48:34,Tereza MASTER,98,"(['Marathon'],)"
The XXXI Olympic Games,ECU,https://www.worldathletics.org/athletes/ecuador/maria-elena-calle-14307072,2:48:39,Maria-Elena CALLE,99,"(['Marathon'],)"
The XXXI Olympic Games,ECU,https://www.worldathletics.org/athletes/ecuador/rosa-chacha-14262327,2:48:52,Rosa CHACHA,100,"(['Marathon'],)"
The XXXI Olympic Games,ROU,https://www.worldathletics.org/athletes/romania/paula-todoran-14295985,2:48:54,Paula-Claudia TODORAN,101,"(['Marathon'],)"
The XXXI Olympic Games,CUB,https://www.worldathletics.org/athletes/cuba/dailin-belmonte-14263683,2:48:58,Dailín BELMONTE,102,"(['Marathon'],)"
The XXXI Olympic Games,GRE,https://www.worldathletics.org/athletes/greece/sofia-riga-14376496,2:49:07,Sofía RÍGA,103,"(['Marathon'],)"
The XXXI Olympic Games,CRO,https://www.worldathletics.org/athletes/croatia/matea-matošević-14263772,2:50:00,Matea MATOSEVIĆ,104,"(['Marathon'],)"
The XXXI Olympic Games,CHI,https://www.worldathletics.org/athletes/chile/erika-alejandra-de-la-fuente-14269220,2:50:29,Erika Alejandra DE LA FUENTE,105,"(['Marathon'],)"
The XXXI Olympic Games,LAT,https://www.worldathletics.org/athletes/latvia/ariana-hilborn-14386291,2:50:51,Ariana Kira HILBORNA,106,"(['Marathon'],)"
The XXXI Olympic Games,SVK,https://www.worldathletics.org/athletes/slovak-republic/katarína-pejpkova-berešová-14301373,2:50:54,Katarina BÉREŠOVÁ,107,"(['Marathon'],)"
The XXXI Olympic Games,BUL,https://www.worldathletics.org/athletes/bulgaria/militsa-mircheva-14468897,2:51:06,Militsa MIRCHEVA,108,"(['Marathon'],)"
The XXXI Olympic Games,LBN,https://www.worldathletics.org/athletes/lebanon/chirine-njeim-14546972,2:51:08,Chirine NJEIM,109,"(['Marathon'],)"
The XXXI Olympic Games,ARG,https://www.worldathletics.org/athletes/argentina/rosa-godoy-14272651,2:52:31,Rosa GODOY,110,"(['Marathon'],)"
The XXXI Olympic Games,TUR,https://www.worldathletics.org/athletes/turkey/sultan-haydar-14259831,2:53:57,Sultan HAYDAR,111,"(['Marathon'],)"
The XXXI Olympic Games,TUR,https://www.worldathletics.org/athletes/turkey/meryem-erdogan-14422490,2:54:04,Meryem ERDOGAN,112,"(['Marathon'],)"
The XXXI Olympic Games,TPE,https://www.worldathletics.org/athletes/chinese-taipei/chien-ho-hsieh-14302830,2:54:18,Chien-Ho HSIEH,113,"(['Marathon'],)"
The XXXI Olympic Games,EST,https://www.worldathletics.org/athletes/estonia/leila-luik-14459188,2:54:38,Leila LUIK,114,"(['Marathon'],)"
The XXXI Olympic Games,PAR,https://www.worldathletics.org/athletes/paraguay/carmen-patricia-martinez-aguilar-14380340,2:56:43,Carmen Patricia MARTÍNEZ,115,"(['Marathon'],)"
The XXXI Olympic Games,BIH,https://www.worldathletics.org/athletes/bosniaherzegovina/lucia-mwihaki-kimani-14270036,2:58:22,Lucia Mwihaki KIMANI,116,"(['Marathon'],)"
The XXXI Olympic Games,BOL,https://www.worldathletics.org/athletes/bolivia/rosmery-quispe-guarachi-14940588,2:58:32,Rosemary QUISPE,117,"(['Marathon'],)"
The XXXI Olympic Games,GRE,https://www.worldathletics.org/athletes/greece/panayiota-vlahaki-14715772,2:59:12,Panayióta VLAHÁKI,118,"(['Marathon'],)"
The XXXI Olympic Games,CRO,https://www.worldathletics.org/athletes/croatia/marija-vrajić-trošić-14263714,2:59:24,Marija VRAJIC,119,"(['Marathon'],)"
The XXXI Olympic Games,IND,https://www.worldathletics.org/athletes/india/kavita-tungar-14283028,2:59:29,Kavita TUNGAR,120,"(['Marathon'],)"
The XXXI Olympic Games,TAN,https://www.worldathletics.org/athletes/tanzania/sara-ramadhani-14302629,3:00:03,Sara RAMADHANI,121,"(['Marathon'],)"
The XXXI Olympic Games,KAZ,https://www.worldathletics.org/athletes/kazakhstan/irina-smolnikova-14288714,3:00:31,Irina SMOLNIKOVA,122,"(['Marathon'],)"
The XXXI Olympic Games,CHI,https://www.worldathletics.org/athletes/chile/nataly-romero-jaramillo-14266817,3:01:29,Natalia ROMERO,123,"(['Marathon'],)"
The XXXI Olympic Games,PHI,https://www.worldathletics.org/athletes/philippines/mary-joy-tabal-14450573,3:02:27,Mary Joy TABAL,124,"(['Marathon'],)"
The XXXI Olympic Games,ARG,https://www.worldathletics.org/athletes/argentina/viviana-chávez-14484217,3:03:23,Viviana CHÁVEZ,125,"(['Marathon'],)"
The XXXI Olympic Games,RWA,https://www.worldathletics.org/athletes/rwanda/claudette-mukasakindi-14299953,3:05:57,Claudette MUKASAKINDI,126,"(['Marathon'],)"
The XXXI Olympic Games,TPE,https://www.worldathletics.org/athletes/chinese-taipei/yu-hsuan-chen-14383940,3:09:13,Yu-Hsuan CHEN,127,"(['Marathon'],)"
The XXXI Olympic Games,BRA,https://www.worldathletics.org/athletes/brazil/graciete-moreira-carneiro-14384085,3:09:15,Graciete SANTANA,128,"(['Marathon'],)"
The XXXI Olympic Games,SRI,https://www.worldathletics.org/athletes/sri-lanka/rajasekara-niluka-14300524,3:11:05,Niluka RAJASEKARA,129,"(['Marathon'],)"
The XXXI Olympic Games,THA,https://www.worldathletics.org/athletes/thailand/natthaya-thanaronnawat-14482310,3:11:31,Natthaya THANARONNAWAT,130,"(['Marathon'],)"
The XXXI Olympic Games,SGP,https://www.worldathletics.org/athletes/singapore/jie-shi-neo-14682527,3:15:18,Jie Shi NEO,131,"(['Marathon'],)"
The XXXI Olympic Games,KSA,https://www.worldathletics.org/athletes/saudi-arabia/sarah-attar-14539162,3:16:11,Sarah ATTAR,132,"(['Marathon'],)"
The XXXI Olympic Games,CAM,https://www.worldathletics.org/athletes/cambodia/nary-ly-14467075,3:20:20,Nary LY,133,"(['Marathon'],)"
The XXXI Olympic Games,ESP,https://www.worldathletics.org/athletes/spain/alessandra-aguilar-14262157,DNF,Alessandra AGUILAR,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,ALG,https://www.worldathletics.org/athletes/algeria/souad-ait-salem-14272893,DNF,Souad AÏT SALEM,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,COL,https://www.worldathletics.org/athletes/colombia/kellys-yesenia-arias-figueroa-14653359,DNF,Kellys ARIAS,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,POR,https://www.worldathletics.org/athletes/portugal/jessica-augusto-14294784,DNF,Jessica AUGUSTO,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,MAR,https://www.worldathletics.org/athletes/morocco/kawtar-boulaid-14335569,DNF,Koutar BOULAID,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,ROU,https://www.worldathletics.org/athletes/romania/daniela-cîrlan-14295512,DNF,Daniela CÎRLAN,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,FRA,https://www.worldathletics.org/athletes/france/christelle-daunay-14257893,DNF,Christelle DAUNAY,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,BRN,https://www.worldathletics.org/athletes/bahrain/shitaye-eshete-14383158,DNF,Shitaye ESHETE,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,SLO,https://www.worldathletics.org/athletes/slovenia/daneja-grandovec-14300125,DNF,Daneja GRANDOVEC,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,ITA,https://www.worldathletics.org/athletes/italy/anna-incerti-14284533,DNF,Anna INCERTI,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,BLR,https://www.worldathletics.org/athletes/belarus/nastassia-ivanova-14269599,DNF,Nastassia IVANOVA,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,SRB,https://www.worldathletics.org/athletes/serbia/olivera-jevtić-14300350,DNF,Olivera JEVTIC,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,KEN,https://www.worldathletics.org/athletes/kenya/helah-jelagat-kiprop-14289150,DNF,Helah Jelagat KIPROP,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,POL,https://www.worldathletics.org/athletes/poland/katarzyna-kowalska-14293933,DNF,Katarzyna KOWALSKA,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,EST,https://www.worldathletics.org/athletes/estonia/liina-luik-14434340,DNF,Liina LUIK,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,PER,https://www.worldathletics.org/athletes/peru/inés-melchor-14293292,DNF,Inés MELCHOR,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,POR,https://www.worldathletics.org/athletes/portugal/sara-moreira-14294989,DNF,Sara MOREIRA,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,ESP,https://www.worldathletics.org/athletes/spain/estela-navascues-14260904,DNF,Estela NAVASCUÉS,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,ARG,https://www.worldathletics.org/athletes/argentina/maría-de-los-angeles-peralta-14272611,DNF,María PERALTA,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,MNE,https://www.worldathletics.org/athletes/montenegro/sladana-perunović-14383719,DNF,Sladana PERUNOVIC,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,ISR,https://www.worldathletics.org/athletes/israel/lonah-chemtai-salpeter-14523502,DNF,Lonah Chemtai SALPETER,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,ETH,https://www.worldathletics.org/athletes/ethiopia/tigist-tufa-14260337,DNF,Tigist TUFA,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,KAZ,https://www.worldathletics.org/athletes/kazakhstan/gulzhanat-zhanatbek-14427040,DNF,Gulzhanat ZHANATBEK,"(None,)","(['Marathon'],)"
The XXXI Olympic Games,RSA,https://www.worldathletics.org/athletes/south-africa/irvette-van-zyl-14296979,DNS,Irvette VAN ZYL,"(None,)","(['Marathon'],)"
