competition,country,gender,link,mark,name,position,sport
28th Olympic Games,JPN,F,https://www.worldathletics.org/athletes/japan/mizuki-noguchi-14287473,2:26:20,Mizuki NOGUCHI,1,"(['Marathon'],)"
28th Olympic Games,KEN,F,https://www.worldathletics.org/athletes/kenya/catherine-ndereba-14289341,2:26:32,Catherine NDEREBA,2,"(['Marathon'],)"
28th Olympic Games,USA,F,https://www.worldathletics.org/athletes/united-states/deena-kastor-14309297,2:27:20,Deena KASTOR,3,"(['Marathon'],)"
28th Olympic Games,ETH,F,https://www.worldathletics.org/athletes/ethiopia/elfinesh-alemu-14259940,2:28:15,Elfenesh ALEMU,4,"(['Marathon'],)"
28th Olympic Games,JPN,F,https://www.worldathletics.org/athletes/japan/reiko-tosa-14288222,2:28:44,Reiko TOSA,5,"(['Marathon'],)"
28th Olympic Games,SCG,F,https://www.worldathletics.org/athletes/serbia-and-montenegro/olivera-jevtić-14300350,2:31:15,Olivera JEVTIC,6,"(['Marathon'],)"
28th Olympic Games,JPN,F,https://www.worldathletics.org/athletes/japan/naoko-sakamoto-14287708,2:31:43,Naoko SAKAMOTO,7,"(['Marathon'],)"
28th Olympic Games,RUS,F,https://www.worldathletics.org/athletes/russia/lyudmila-petrova-14298897,2:31:56,Lyudmila PETROVA,8,"(['Marathon'],)"
28th Olympic Games,RUS,F,https://www.worldathletics.org/athletes/russia/svetlana-zakharova-14299849,2:32:04,Svetlana ZAKHAROVA,9,"(['Marathon'],)"
28th Olympic Games,ITA,F,https://www.worldathletics.org/athletes/italy/bruna-genovese-14284422,2:32:50,Bruna GENOVESE,10,"(['Marathon'],)"
28th Olympic Games,KEN,F,https://www.worldathletics.org/athletes/kenya/alice-chelangat-14288832,2:33:52,Alice Chelangat NGERECHI,11,"(['Marathon'],)"
28th Olympic Games,CHN,F,https://www.worldathletics.org/athletes/pr-of-china/shujing-zhang-14264390,2:34:34,Shujing ZHANG,12,"(['Marathon'],)"
28th Olympic Games,ROU,F,https://www.worldathletics.org/athletes/romania/nuţa-olaru-14295806,2:34:45,Nuta OLARU,13,"(['Marathon'],)"
28th Olympic Games,LTU,F,https://www.worldathletics.org/athletes/lithuania/živilé-balčiunaité-14290186,2:35:01,Zivilé BALCIÜNAITÉ,14,"(['Marathon'],)"
28th Olympic Games,FRA,F,https://www.worldathletics.org/athletes/france/corinne-raux-14273652,2:35:54,Corinne RAUX,15,"(['Marathon'],)"
28th Olympic Games,ITA,F,https://www.worldathletics.org/athletes/italy/rosaria-console-14284099,2:35:56,Rosaria CONSOLE,16,"(['Marathon'],)"
28th Olympic Games,POL,F,https://www.worldathletics.org/athletes/poland/małgorzata-sobańska-14294434,2:36:43,Malgorzata SOBANSKA,17,"(['Marathon'],)"
28th Olympic Games,GER,F,https://www.worldathletics.org/athletes/germany/luminita-zaituc-14280384,2:36:45,Luminita ZAITUC,18,"(['Marathon'],)"
28th Olympic Games,KOR,F,https://www.worldathletics.org/athletes/korea/eun-jung-lee-14289779,2:37:23,Eun-jung LEE,19,"(['Marathon'],)"
28th Olympic Games,ROU,F,https://www.worldathletics.org/athletes/romania/constantina-dita-tomescu-14295567,2:37:31,Constantina DITA,20,"(['Marathon'],)"
28th Olympic Games,PRK,F,https://www.worldathletics.org/athletes/dpr-of-korea/yong-ok-jong-14295179,2:37:52,Yong-Ok JONG,21,"(['Marathon'],)"
