competition,country,link,mark,name,position,sport
The XXIX Olympic Games,KEN,https://www.worldathletics.org/athletes/kenya/samuel-kamau-wanjiru-14209960,2:06:32,Samuel Kamau WANJIRU,1,"(['Marathon'],)"
The XXIX Olympic Games,MAR,https://www.worldathletics.org/athletes/morocco/jaouad-gharib-14212160,2:07:16,Jaouad GHARIB,2,"(['Marathon'],)"
The XXIX Olympic Games,ETH,https://www.worldathletics.org/athletes/ethiopia/tsegaye-kebede-14181360,2:10:00,Tsegaye KEBEDE,3,"(['Marathon'],)"
The XXIX Olympic Games,ETH,https://www.worldathletics.org/athletes/ethiopia/deriba-merga-ejigu-14181432,2:10:21,Deriba MERGA,4,"(['Marathon'],)"
The XXIX Olympic Games,KEN,https://www.worldathletics.org/athletes/kenya/martin-kiptolo-lel-14208864,2:10:24,Martin Kiptoo LEL,5,"(['Marathon'],)"
The XXIX Olympic Games,SUI,https://www.worldathletics.org/athletes/switzerland/viktor-röthlin-14226451,2:10:35,Viktor RÖTHLIN,6,"(['Marathon'],)"
The XXIX Olympic Games,ETH,https://www.worldathletics.org/athletes/ethiopia/gashaw-melese-asfaw-14181573,2:10:52,Gashaw MELESE,7,"(['Marathon'],)"
The XXIX Olympic Games,ERI,https://www.worldathletics.org/athletes/eritrea/yared-asmerom-14167431,2:11:11,Yared ASMEROM,8,"(['Marathon'],)"
The XXIX Olympic Games,USA,https://www.worldathletics.org/athletes/united-states/dathan-ritzenhein-14249632,2:11:59,Dathan RITZENHEIN,9,"(['Marathon'],)"
The XXIX Olympic Games,USA,https://www.worldathletics.org/athletes/united-states/ryan-hall-14239724,2:12:33,Ryan HALL,10,"(['Marathon'],)"
The XXIX Olympic Games,ZIM,https://www.worldathletics.org/athletes/zimbabwe/mike-fokoroni-14256478,2:13:17,Mike FOKORONI,11,"(['Marathon'],)"
The XXIX Olympic Games,ITA,https://www.worldathletics.org/athletes/italy/stefano-baldini-14199529,2:13:25,Stefano BALDINI,12,"(['Marathon'],)"
The XXIX Olympic Games,JPN,https://www.worldathletics.org/athletes/japan/tsuyoshi-ogata-14205125,2:13:26,Tsuyoshi OGATA,13,"(['Marathon'],)"
The XXIX Olympic Games,RUS,https://www.worldathletics.org/athletes/russia/grigoriy-andreyev-14221650,2:13:33,Grigoriy ANDREEV,14,"(['Marathon'],)"
The XXIX Olympic Games,ITA,https://www.worldathletics.org/athletes/italy/ruggero-pertile-14201133,2:13:39,Ruggero PERTILE,15,"(['Marathon'],)"
The XXIX Olympic Games,ESP,https://www.worldathletics.org/athletes/spain/josé-manuel-martínez-14165788,2:14:00,José Manuel MARTÍNEZ,16,"(['Marathon'],)"
The XXIX Olympic Games,FIN,https://www.worldathletics.org/athletes/finland/francis-kirwa-14182055,2:14:22,Francis KIRWA,17,"(['Marathon'],)"
The XXIX Olympic Games,KOR,https://www.worldathletics.org/athletes/korea/myong-seun-lee-14210397,2:14:37,Myongseung LEE,18,"(['Marathon'],)"
The XXIX Olympic Games,FIN,https://www.worldathletics.org/athletes/finland/janne-holmén-14181921,2:14:44,Janne HOLMÉN,19,"(['Marathon'],)"
The XXIX Olympic Games,MAR,https://www.worldathletics.org/athletes/morocco/abderrahim-goumri-14212164,2:15:00,Abderrahim GOUMRI,20,"(['Marathon'],)"
The XXIX Olympic Games,RUS,https://www.worldathletics.org/athletes/russia/aleksey-sokolov-14224098,2:15:57,Aleksey SOKOLOV,21,"(['Marathon'],)"
The XXIX Olympic Games,USA,https://www.worldathletics.org/athletes/united-states/brian-sell-14250922,2:16:07,Brian SELL,22,"(['Marathon'],)"
The XXIX Olympic Games,ITA,https://www.worldathletics.org/athletes/italy/ottaviano-andriani-14199465,2:16:10,Ottaviano ANDRIANI,23,"(['Marathon'],)"
