competition,country,link,mark,name,position,sport
The XXIX Olympic Games,GBR,https://www.worldathletics.org/athletes/great-britain-ni/daniel-robinson-14190627,2:16:14,Dan ROBINSON,24,"(['Marathon'],)"
The XXIX Olympic Games,CHN,https://www.worldathletics.org/athletes/pr-of-china/haiyang-deng-14172746,2:16:17,Haiyang DENG,25,"(['Marathon'],)"
The XXIX Olympic Games,MAR,https://www.worldathletics.org/athletes/morocco/abderrahim-bouramdane-14211941,2:17:42,Abderrahime BOURAMDANE,26,"(['Marathon'],)"
The XXIX Olympic Games,UKR,https://www.worldathletics.org/athletes/ukraine/vasil-matviychuk-14230279,2:17:50,Vasyl MATVIYCHUK,27,"(['Marathon'],)"
The XXIX Olympic Games,KOR,https://www.worldathletics.org/athletes/korea/bong-ju-lee-14210353,2:17:56,Bong-ju LEE,28,"(['Marathon'],)"
The XXIX Olympic Games,RUS,https://www.worldathletics.org/athletes/russia/oleg-kulkov-14222909,2:18:11,Oleg KULKOV,29,"(['Marathon'],)"
The XXIX Olympic Games,POR,https://www.worldathletics.org/athletes/portugal/paulo-gomes-14218266,2:18:15,Paulo GOMES,30,"(['Marathon'],)"
The XXIX Olympic Games,UGA,https://www.worldathletics.org/athletes/uganda/alex-malinga-14229621,2:18:26,Alex MALINGA,31,"(['Marathon'],)"
The XXIX Olympic Games,MEX,https://www.worldathletics.org/athletes/mexico/carlos-cordero-gomez-14212865,2:18:40,Carlos CORDERO,32,"(['Marathon'],)"
The XXIX Olympic Games,PRK,https://www.worldathletics.org/athletes/dpr-of-korea/chol-ri-kum-14218716,2:19:08,Kum-Song RI,33,"(['Marathon'],)"
The XXIX Olympic Games,POL,https://www.worldathletics.org/athletes/poland/henryk-szost-14217693,2:19:43,Henryk SZOST,34,"(['Marathon'],)"
The XXIX Olympic Games,GUA,https://www.worldathletics.org/athletes/guatemala/josé-amado-garcía-14195706,2:20:15,José Amado GARCÍA,35,"(['Marathon'],)"
The XXIX Olympic Games,ERI,https://www.worldathletics.org/athletes/eritrea/yonas-kifle-14167417,2:20:23,Yonas KIFLE,36,"(['Marathon'],)"
The XXIX Olympic Games,BRN,https://www.worldathletics.org/athletes/bahrain/nasar-sakar-saeed-14208927,2:20:24,Stephen Loruo KAMAR,37,"(['Marathon'],)"
The XXIX Olympic Games,BRA,https://www.worldathletics.org/athletes/brazil/jose-teles-de-souza-14175825,2:20:25,José DE SOUZA,38,"(['Marathon'],)"
The XXIX Olympic Games,NED,https://www.worldathletics.org/athletes/netherlands/kamiel-maase-14214167,2:20:30,Kamiel MAASE,39,"(['Marathon'],)"
The XXIX Olympic Games,PRK,https://www.worldathletics.org/athletes/dpr-of-korea/song-chol-pak-14218725,2:21:16,Song-Chol PAK,40,"(['Marathon'],)"
The XXIX Olympic Games,MDA,https://www.worldathletics.org/athletes/moldova/iaroslav-mușinschi-14212720,2:21:18,Iaroslav MUSINSCHI,41,"(['Marathon'],)"
The XXIX Olympic Games,PRK,https://www.worldathletics.org/athletes/dpr-of-korea/nam-kim-il-14218707,2:21:51,Il-Nam KIM,42,"(['Marathon'],)"
The XXIX Olympic Games,COL,https://www.worldathletics.org/athletes/colombia/juan-carlos-cardona-14170146,2:21:57,Juan Carlos CARDONA,43,"(['Marathon'],)"
The XXIX Olympic Games,RSA,https://www.worldathletics.org/athletes/south-africa/hendrick-ramaala-14221015,2:22:43,Hendrick RAMAALA,44,"(['Marathon'],)"
The XXIX Olympic Games,NEP,https://www.worldathletics.org/athletes/nepal/arjun-kumar-basnet-14214794,2:23:09,Arjun Kumar BASNET,45,"(['Marathon'],)"
The XXIX Olympic Games,POR,https://www.worldathletics.org/athletes/portugal/hélder-ornelas-14218417,2:23:20,Hélder ORNELAS,46,"(['Marathon'],)"
The XXIX Olympic Games,MEX,https://www.worldathletics.org/athletes/mexico/procopio-franco-hernández-14212911,2:23:24,Procopio FRANCO,47,"(['Marathon'],)"
The XXIX Olympic Games,CPV,https://www.worldathletics.org/athletes/cabo-verde/nelson-cruz-14169948,2:23:47,Nelson CRUZ,48,"(['Marathon'],)"
The XXIX Olympic Games,CHI,https://www.worldathletics.org/athletes/chile/roberto-echeverria-14173134,2:23:54,Roberto ECHEVERRIA,49,"(['Marathon'],)"
The XXIX Olympic Games,KOR,https://www.worldathletics.org/athletes/korea/yi-yong-kim-14210319,2:23:57,Yi-yong KIM,50,"(['Marathon'],)"
The XXIX Olympic Games,CHN,https://www.worldathletics.org/athletes/pr-of-china/zhuhong-li-14172025,2:24:08,Zhuhong LI,51,"(['Marathon'],)"
The XXIX Olympic Games,MGL,https://www.worldathletics.org/athletes/mongolia/ser-od-bat-ochir-14867157,2:24:19,Ser-Od BAT-OCHIR,52,"(['Marathon'],)"
The XXIX Olympic Games,RSA,https://www.worldathletics.org/athletes/south-africa/norman-dlomo-14219943,2:24:28,Norman DLOMO,53,"(['Marathon'],)"
The XXIX Olympic Games,POL,https://www.worldathletics.org/athletes/poland/arkadiusz-sowa-14217602,2:24:48,Arkadiusz SOWA,54,"(['Marathon'],)"
The XXIX Olympic Games,TAN,https://www.worldathletics.org/athletes/tanzania/samson-ramadhani-14228412,2:25:03,Samson RAMADHANI,55,"(['Marathon'],)"
The XXIX Olympic Games,BOT,https://www.worldathletics.org/athletes/botswana/ndabili-bashingili-14176362,2:25:11,Ndabili BASHINGILI,56,"(['Marathon'],)"
The XXIX Olympic Games,FRA,https://www.worldathletics.org/athletes/france/simon-munyutu-14186683,2:25:50,Simon MUNYUTU,57,"(['Marathon'],)"
The XXIX Olympic Games,AND,https://www.worldathletics.org/athletes/andorra/antoni-bernadó-14180594,2:26:29,Antoni BERNADÓ,58,"(['Marathon'],)"
The XXIX Olympic Games,TPE,https://www.worldathletics.org/athletes/chinese-taipei/wen-chien-wu-14228942,2:26:55,Wen-Chien WU,59,"(['Marathon'],)"
The XXIX Olympic Games,AUS,https://www.worldathletics.org/athletes/australia/lee-troop-14178659,2:27:17,Lee TROOP,60,"(['Marathon'],)"
The XXIX Olympic Games,PER,https://www.worldathletics.org/athletes/peru/constantino-leon-14216153,2:28:04,Constantino LEÓN,61,"(['Marathon'],)"
The XXIX Olympic Games,MNE,https://www.worldathletics.org/athletes/montenegro/goran-stojilković-14225441,2:28:14,Goran STOJILJKOVIC,62,"(['Marathon'],)"
The XXIX Olympic Games,GUA,https://www.worldathletics.org/athletes/guatemala/alfredo-arevalo-14195694,2:28:26,Alfredo ARÉVALO,63,"(['Marathon'],)"
The XXIX Olympic Games,QAT,https://www.worldathletics.org/athletes/qatar/youssef-othman-qader-14219087,2:28:40,Yousf Othman QADER,64,"(['Marathon'],)"
The XXIX Olympic Games,ECU,https://www.worldathletics.org/athletes/ecuador/franklin-tenorio-14167590,2:29:05,Franklin TENORIO,65,"(['Marathon'],)"
The XXIX Olympic Games,MEX,https://www.worldathletics.org/athletes/mexico/francisco-bautista-14212798,2:29:28,Francisco BAUTISTA,66,"(['Marathon'],)"
The XXIX Olympic Games,SLO,https://www.worldathletics.org/athletes/slovenia/roman-kejzar-14225070,2:29:37,Roman KEJŽAR,67,"(['Marathon'],)"
The XXIX Olympic Games,BDI,https://www.worldathletics.org/athletes/burundi/joachim-nshimirimana-14177775,2:29:55,Joachim NSHIMIRIMANA,68,"(['Marathon'],)"
The XXIX Olympic Games,ISR,https://www.worldathletics.org/athletes/israel/haile-satayin-14199359,2:30:07,Seteng AYELE,69,"(['Marathon'],)"
The XXIX Olympic Games,KAZ,https://www.worldathletics.org/athletes/kazakhstan/takhir-mamashayev-14207221,2:30:26,Takhir MAMASHAYEV,70,"(['Marathon'],)"
The XXIX Olympic Games,TUR,https://www.worldathletics.org/athletes/turkey/abdil-ceylan-14229348,2:31:43,Abdil CEYLAN,71,"(['Marathon'],)"
The XXIX Olympic Games,ESP,https://www.worldathletics.org/athletes/spain/josé-ríos-14165245,2:32:35,José RÍOS,72,"(['Marathon'],)"
The XXIX Olympic Games,CAM,https://www.worldathletics.org/athletes/cambodia/bunting-hem-14174731,2:33:32,Bunting HEM,73,"(['Marathon'],)"
The XXIX Olympic Games,LIE,https://www.worldathletics.org/athletes/liechtenstein/marcel-tschopp-14211246,2:35:06,Marcel TSCHOPP,74,"(['Marathon'],)"
The XXIX Olympic Games,EST,https://www.worldathletics.org/athletes/estonia/pavel-loskutov-14181061,2:39:01,Pavel LOSKUTOV,75,"(['Marathon'],)"
The XXIX Olympic Games,JPN,https://www.worldathletics.org/athletes/japan/atsushi-sato-14205597,2:41:08,Atsushi SATO,76,"(['Marathon'],)"
The XXIX Olympic Games,TAN,https://www.worldathletics.org/athletes/tanzania/getuli-amnaay-bayo-14228280,DNF,Getuli AMNAAY BAYO,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,KEN,https://www.worldathletics.org/athletes/kenya/luke-kibet-14208005,DNF,Luke Kibet BOWEN,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,BRA,https://www.worldathletics.org/athletes/brazil/franck-caldeira-de-almeida-14175974,DNF,Franck DE ALMEIDA,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,BRA,https://www.worldathletics.org/athletes/brazil/marilson-gomes-dos-santos-14175572,DNF,Marilson DOS SANTOS,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,LBA,https://www.worldathletics.org/athletes/libya/ali-mabruk-el-zaidi-14211141,DNF,Ali Mabrouk EL ZAIDI,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,BRN,https://www.worldathletics.org/athletes/bahrain/abdelhak-zakaria-14175107,DNF,Abdulhak ELGORCHE ZAKARIA,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,IRL,https://www.worldathletics.org/athletes/ireland/martin-fagan-14198853,DNF,Martin FAGAN,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,VEN,https://www.worldathletics.org/athletes/venezuela/luis-fonseca-14256095,DNF,Luis FONSECA,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,BLR,https://www.worldathletics.org/athletes/belarus/andrey-gordeyev-14176896,DNF,Andrei GORDEEV,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,UKR,https://www.worldathletics.org/athletes/ukraine/oleksandr-kuzin-14230183,DNF,Olexandr KUZIN,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,LES,https://www.worldathletics.org/athletes/lesotho/mabuthile-lebopo-14211194,DNF,Clement Mabothile LEBOPO,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,LES,https://www.worldathletics.org/athletes/lesotho/tsotang-maine-14211195,DNF,Simon Tsotang MAINE,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,ERI,https://www.worldathletics.org/athletes/eritrea/tesfayohannes-mesfen-14167409,DNF,Tesfayohannes MESFIN,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,LES,https://www.worldathletics.org/athletes/lesotho/moses-moeketsi-mosuhli-14211201,DNF,Moses Moeketsi MOSUHLI,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,ANG,https://www.worldathletics.org/athletes/angola/joao-baptista-n'tyamba-14180565,DNF,João N'TYAMBA,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,ESP,https://www.worldathletics.org/athletes/spain/julio-rey-14165271,DNF,Julio REY,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,BRN,https://www.worldathletics.org/athletes/bahrain/al-mustapha-riyadh-14175114,DNF,Al Mustapha RIYADH,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,QAT,https://www.worldathletics.org/athletes/qatar/mubarak-hassan-shami-14219104,DNF,Mubarak Hassan SHAMI,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,UKR,https://www.worldathletics.org/athletes/ukraine/oleksandr-sitkovskiy-14230610,DNF,Oleksandr SITKOVSKIY,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,TAN,https://www.worldathletics.org/athletes/tanzania/mohamed-ikoki-msandeki-14228372,DNS,Mohamed Ikoki MSANDEKI,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,JPN,https://www.worldathletics.org/athletes/japan/satoshi-osaki-14205335,DNS,Satoshi OSAKI,"(None,)","(['Marathon'],)"
The XXIX Olympic Games,TLS,https://www.worldathletics.org/athletes/timor-leste/augusto-ramor-soares-14386501,DNS,Augusto SOARES,"(None,)","(['Marathon'],)"
