competition,country,link,mark,name,position
maratonafem2020,KAZ,https://www.worldathletics.org/athletes/kazakhstan/zhanna-mamazhanova-14498228,2:37:42,Zhanna MAMAZHANOVA,46
maratonafem2020,CHN,https://www.worldathletics.org/athletes/pr-of-china/deshun-zhang-14693572,2:37:45,Deshun ZHANG,47
maratonafem2020,ISR,https://www.worldathletics.org/athletes/israel/maor-tiyouri-14283592,2:37:52,Maor TIYOURI,48
maratonafem2020,BEL,https://www.worldathletics.org/athletes/belgium/hanne-verbruggen-14599545,2:38:03,Hanne VERBRUGGEN,49
maratonafem2020,BLR,https://www.worldathletics.org/athletes/belarus/nina-savina-14421166,2:38:41,Nina SAVINA,50
maratonafem2020,SUI,https://www.worldathletics.org/athletes/switzerland/martina-strähl-14366123,2:39:25,Martina STRÄHL,51
maratonafem2020,CZE,https://www.worldathletics.org/athletes/czech-republic/marcela-joglová-14263037,2:39:29,Marcela JOGLOVÁ,52
maratonafem2020,CRO,https://www.worldathletics.org/athletes/croatia/bojana-bjeljac-14665027,2:39:32,Bojana BJELJAC,53
maratonafem2020,MDA,https://www.worldathletics.org/athletes/moldova/lilia-fisikovici-14941192,2:39:59,Lilia FISIKOVICI,54
maratonafem2020,COL,https://www.worldathletics.org/athletes/colombia/angie-orjuela-14521783,2:40:04,Angie ORJUELA,55
maratonafem2020,MAR,https://www.worldathletics.org/athletes/morocco/rkia-el-moukim-14335548,2:40:10,Rkia EL MOUKIM,56
maratonafem2020,KOR,https://www.worldathletics.org/athletes/korea/seulki-an-14376748,2:41:11,Seulki AN,57
maratonafem2020,CZE,https://www.worldathletics.org/athletes/czech-republic/tereza-hrochová-14463763,2:42:25,Tereza HROCHOVÁ,58
maratonafem2020,POL,https://www.worldathletics.org/athletes/poland/angelika-mach-14373030,2:42:26,Angelika MACH,59
maratonafem2020,ECU,https://www.worldathletics.org/athletes/ecuador/andrea-paola-bonilla-14859648,2:43:30,Andrea Paola BONILLA,60
maratonafem2020,ARG,https://www.worldathletics.org/athletes/argentina/marcela-cristina-gomez-14435728,2:44:09,Marcela Cristina GOMEZ,61
maratonafem2020,CHN,https://www.worldathletics.org/athletes/pr-of-china/zhixuan-li-14376349,2:45:23,Zhixuan LI,62
maratonafem2020,NED,https://www.worldathletics.org/athletes/netherlands/jill-holterman-14370468,2:45:27,Jill HOLTERMAN,63
maratonafem2020,MEX,https://www.worldathletics.org/athletes/mexico/úrsula-patricia-sánchez-14291259,2:45:45,Úrsula Patricia SÁNCHEZ,64
maratonafem2020,MEX,https://www.worldathletics.org/athletes/mexico/daniela-torres-14841906,2:47:15,Daniela TORRES,65
maratonafem2020,ISR,https://www.worldathletics.org/athletes/israel/lonah-chemtai-salpeter-14523502,2:48:31,Lonah Chemtai SALPETER,66
maratonafem2020,CHN,https://www.worldathletics.org/athletes/pr-of-china/li-bai-14702490,2:49:21,Li BAI,67
maratonafem2020,GBR,https://www.worldathletics.org/athletes/great-britain-ni/stephanie-twell-14276601,2:53:26,Stephanie TWELL,68
maratonafem2020,UGA,https://www.worldathletics.org/athletes/uganda/juliet-chekwel-14940422,2:53:40,Juliet CHEKWEL,69
maratonafem2020,POR,https://www.worldathletics.org/athletes/portugal/sara-catarina-ribeiro-14382299,2:55:01,Sara Catarina RIBEIRO,70
maratonafem2020,GBR,https://www.worldathletics.org/athletes/great-britain-ni/jess-piasecki-14274778,2:55:39,Jess PIASECKI,71
maratonafem2020,SOL,https://www.worldathletics.org/athletes/solomon-islands/sharon-firisua-14624966,3:02:10,Sharon FIRISUA,72
maratonafem2020,CAN,https://www.worldathletics.org/athletes/canada/dayna-pidhoresky-14318989,3:03:10,Dayna PIDHORESKY,73
maratonafem2020,MEX,https://www.worldathletics.org/athletes/mexico/andrea-soraya-ramírez-limon-14638908,DNF,Andrea Soraya RAMÍREZ LIMON,"(None,)"
maratonafem2020,KEN,https://www.worldathletics.org/athletes/kenya/ruth-chepngetich-14766298,DNF,Ruth CHEPNGETICH,"(None,)"
maratonafem2020,ESP,https://www.worldathletics.org/athletes/spain/laura-méndez-14261003,DNF,Laura MÉNDEZ,"(None,)"
maratonafem2020,ETH,https://www.worldathletics.org/athletes/ethiopia/birhane-dibaba-14434016,DNF,Birhane DIBABA,"(None,)"
maratonafem2020,BRN,https://www.worldathletics.org/athletes/bahrain/tejitu-daba-14383159,DNF,Tejitu DABA,"(None,)"
maratonafem2020,ERI,https://www.worldathletics.org/athletes/eritrea/kokob-tesfagaber-solomon-14722518,DNF,Kokob Tesfagaber SOLOMON,"(None,)"
maratonafem2020,UKR,https://www.worldathletics.org/athletes/ukraine/viktoriia-kaliuzhna-14421044,DNF,Viktoria KALIUZHNA,"(None,)"
maratonafem2020,RSA,https://www.worldathletics.org/athletes/south-africa/irvette-van-zyl-14296979,DNF,Irvette VAN ZYL,"(None,)"
maratonafem2020,POR,https://www.worldathletics.org/athletes/portugal/sara-moreira-14294989,DNF,Sara MOREIRA,"(None,)"
maratonafem2020,USA,https://www.worldathletics.org/athletes/united-states/aliphine-chepkerker-tuliamuk-14289472,DNF,Aliphine Chepkerker TULIAMUK,"(None,)"
maratonafem2020,IRL,https://www.worldathletics.org/athletes/ireland/aoife-cooke-14690566,DNF,Aoife COOKE,"(None,)"
maratonafem2020,UKR,https://www.worldathletics.org/athletes/ukraine/darya-mykhaylova-14917692,DNF,Darya MYKHAYLOVA,"(None,)"
maratonafem2020,ETH,https://www.worldathletics.org/athletes/ethiopia/zeineba-yimer-14771299,DNF,Zeineba YIMER,"(None,)"
maratonafem2020,CZE,https://www.worldathletics.org/athletes/czech-republic/eva-vrabcová-nyvltová-14941331,DNF,Eva VRABCOVÁ NYVLTOVÁ,"(None,)"
maratonafem2020,TUR,https://www.worldathletics.org/athletes/turkey/meryem-erdogan-14422490,DNF,Meryem ERDOGAN,"(None,)"
