competition,country,link,mark,name,position
maratonafem2020,KEN,https://www.worldathletics.org/athletes/kenya/peres-jepchirchir-14593938,2:27:20,Peres JEPCHIRCHIR,1
maratonafem2020,KEN,https://www.worldathletics.org/athletes/kenya/brigid-kosgei-14730790,2:27:36,Brigid KOSGEI,2
maratonafem2020,USA,https://www.worldathletics.org/athletes/united-states/molly-seidel-14437057,2:27:46,Molly SEIDEL,3
maratonafem2020,ETH,https://www.worldathletics.org/athletes/ethiopia/roza-dereje-14732953,2:28:38,Roza DEREJE,4
maratonafem2020,BLR,https://www.worldathletics.org/athletes/belarus/volha-mazuronak-14269741,2:29:06,Volha MAZURONAK,5
maratonafem2020,GER,https://www.worldathletics.org/athletes/germany/melat-yisak-kejeta-14466358,2:29:16,Melat Yisak KEJETA,6
maratonafem2020,BRN,https://www.worldathletics.org/athletes/bahrain/eunice-chebichii-chumba-14423913,2:29:36,Eunice Chebichii CHUMBA,7
maratonafem2020,JPN,https://www.worldathletics.org/athletes/japan/mao-ichiyama-14695498,2:30:13,Mao ICHIYAMA,8
maratonafem2020,CAN,https://www.worldathletics.org/athletes/canada/malindi-elmore-14268042,2:30:59,Malindi ELMORE,9
maratonafem2020,AUS,https://www.worldathletics.org/athletes/australia/sinead-diver-14490253,2:31:14,Sinead DIVER,10
maratonafem2020,NAM,https://www.worldathletics.org/athletes/namibia/helalia-johannes-14291432,2:31:22,Helalia JOHANNES,11
maratonafem2020,SUI,https://www.worldathletics.org/athletes/switzerland/fabienne-schlumpf-14940420,2:31:36,Fabienne SCHLUMPF,12
maratonafem2020,CAN,https://www.worldathletics.org/athletes/canada/natasha-wodak-14266948,2:31:41,Natasha WODAK,13
maratonafem2020,POL,https://www.worldathletics.org/athletes/poland/karolina-nadolska-14293773,2:32:04,Karolina NADOLSKA,14
maratonafem2020,RSA,https://www.worldathletics.org/athletes/south-africa/gerda-steyn-14730601,2:32:10,Gerda STEYN,15
maratonafem2020,UGA,https://www.worldathletics.org/athletes/uganda/immaculate-chemutai-14360508,2:32:23,Immaculate CHEMUTAI,16
maratonafem2020,USA,https://www.worldathletics.org/athletes/united-states/sally-kipyego-14289173,2:32:53,Sally KIPYEGO,17
maratonafem2020,GER,https://www.worldathletics.org/athletes/germany/deborah-schöneborn-14587891,2:33:08,Deborah SCHÖNEBORN,18
maratonafem2020,JPN,https://www.worldathletics.org/athletes/japan/ayuko-suzuki-14428635,2:33:14,Ayuko SUZUKI,19
maratonafem2020,LES,https://www.worldathletics.org/athletes/lesotho/neheng-khatala-14442242,2:33:15,Neheng KHATALA,20
maratonafem2020,CRO,https://www.worldathletics.org/athletes/croatia/matea-parlov-koštro-14329614,2:33:18,Matea PARLOV KOŠTRO,21
maratonafem2020,SWE,https://www.worldathletics.org/athletes/sweden/carolina-wikström-14857083,2:33:19,Carolina WIKSTRÖM,22
maratonafem2020,AUS,https://www.worldathletics.org/athletes/australia/ellie-pashley-14448453,2:33:39,Ellie PASHLEY,23
maratonafem2020,TAN,https://www.worldathletics.org/athletes/tanzania/failuna-matanga-14543640,2:33:58,Failuna MATANGA,24
maratonafem2020,IRL,https://www.worldathletics.org/athletes/ireland/fionnuala-mccormack-14283143,2:34:09,Fionnuala MCCORMACK,25
maratonafem2020,AUS,https://www.worldathletics.org/athletes/australia/lisa-weightman-14271094,2:34:19,Lisa WEIGHTMAN,26
maratonafem2020,PER,https://www.worldathletics.org/athletes/peru/gladys-tejeda-14383678,2:34:21,Gladys TEJEDA,27
maratonafem2020,BEL,https://www.worldathletics.org/athletes/belgium/mieke-gorissen-14911853,2:34:24,Mieke GORISSEN,28
maratonafem2020,ESP,https://www.worldathletics.org/athletes/spain/elena-loyo-14613625,2:34:38,Elena LOYO,29
maratonafem2020,POR,https://www.worldathletics.org/athletes/portugal/salomé-rocha-14295060,2:34:52,Salomé ROCHA,30
maratonafem2020,GER,https://www.worldathletics.org/athletes/germany/katharina-steinruck-14277958,2:35:00,Katharina STEINRUCK,31
maratonafem2020,ITA,https://www.worldathletics.org/athletes/italy/giovanna-epis-14284281,2:35:09,Giovanna EPIS,32
maratonafem2020,JPN,https://www.worldathletics.org/athletes/japan/honami-maeda-14643309,2:35:28,Honami MAEDA,33
maratonafem2020,KOR,https://www.worldathletics.org/athletes/korea/kyungsun-choi-14334611,2:35:33,Kyungsun CHOI,34
maratonafem2020,POL,https://www.worldathletics.org/athletes/poland/aleksandra-lisowska-14336154,2:35:33,Aleksandra LISOWSKA,35
maratonafem2020,KGZ,https://www.worldathletics.org/athletes/kirghizistan/darya-maslova-14583875,2:35:35,Darya MASLOVA,36
maratonafem2020,ESP,https://www.worldathletics.org/athletes/spain/marta-galimany-14329379,2:35:39,Marta GALIMANY,37
maratonafem2020,FRA,https://www.worldathletics.org/athletes/france/susan-jeptooo-14523812,2:36:29,Susan JEPTOOO,38
maratonafem2020,GBR,https://www.worldathletics.org/athletes/great-britain-ni/stephanie-davis-14815524,2:36:33,Stephanie DAVIS,39
maratonafem2020,PER,https://www.worldathletics.org/athletes/peru/jovana-de-la-cruz-capani-14375651,2:36:38,Jovana DE LA CRUZ CAPANI,40
maratonafem2020,ECU,https://www.worldathletics.org/athletes/ecuador/rosa-chacha-14262327,2:36:44,Rosa CHACHA,41
maratonafem2020,UKR,https://www.worldathletics.org/athletes/ukraine/yevheniya-prokofyeva-14532634,2:36:47,Yeheniya PROKOFYEVA,42
maratonafem2020,ERI,https://www.worldathletics.org/athletes/eritrea/nazret-weldu-14262207,2:37:01,Nazret WELDU,43
maratonafem2020,NED,https://www.worldathletics.org/athletes/netherlands/andrea-deeltstra-14291595,2:37:05,Andrea DEELTSTRA,44
maratonafem2020,MGL,https://www.worldathletics.org/athletes/mongolia/munkhzaya-bayartsogt-14632541,2:37:08,Munkhzaya BAYARTSOGT,45
