competition,country,link,mark,name,position
maratonamasc2000,KOR,https://www.worldathletics.org/athletes/korea/bong-ju-lee-14210353,2:17:57,Bong-ju LEE,24
maratonamasc2000,NED,https://www.worldathletics.org/athletes/netherlands/greg-van-hest-14214602,2:18:00,Greg VAN HEST,25
maratonamasc2000,RUS,https://www.worldathletics.org/athletes/russia/pavel-kokin-14222699,2:18:02,Pavel KOKIN,26
maratonamasc2000,MEX,https://www.worldathletics.org/athletes/mexico/andrés-espinosa-14212896,2:18:02,Andrés ESPINOSA,27
maratonamasc2000,AUS,https://www.worldathletics.org/athletes/australia/roderic-de-highden-14179825,2:18:04,Roderic DE HIGHDEN,28
maratonamasc2000,PRK,https://www.worldathletics.org/athletes/dpr-of-korea/jung-won-kim-14218706,2:18:04,Jung-Won KIM,29
maratonamasc2000,PRK,https://www.worldathletics.org/athletes/dpr-of-korea/jong-chol-kim-14218702,2:18:04,Jong-Chol KIM,30
maratonamasc2000,VIN,https://www.worldathletics.org/athletes/saint-vincent/pamenos-ballantyne-14256359,2:19:08,Pamenos BALLANTYNE,31
maratonamasc2000,TTO,https://www.worldathletics.org/athletes/trinidad-and-tobago/ronnie-holassie-14229016,2:19:24,Ronnie HOLASSIE,32
maratonamasc2000,AUT,https://www.worldathletics.org/athletes/austria/michael-buchleitner-14178476,2:19:26,Michael BUCHLEITNER,33
maratonamasc2000,RUS,https://www.worldathletics.org/athletes/russia/dmitriy-kapitonov-14222533,2:19:38,Dmitriy KAPITONOV,34
maratonamasc2000,EST,https://www.worldathletics.org/athletes/estonia/pavel-loskutov-14181061,2:19:41,Pavel LOSKUTOV,35
maratonamasc2000,SUI,https://www.worldathletics.org/athletes/switzerland/viktor-röthlin-14226451,2:20:06,Viktor RÖTHLIN,36
maratonamasc2000,GER,https://www.worldathletics.org/athletes/germany/michael-fietz-14192055,2:20:09,Michael FIETZ,37
maratonamasc2000,TUN,https://www.worldathletics.org/athletes/tunisia/tahar-mansouri-14229252,2:20:33,Tahar MANSOURI,38
maratonamasc2000,CRC,https://www.worldathletics.org/athletes/costa-rica/josé-luis-molina-14169925,2:20:37,José Luis MOLINA,39
maratonamasc2000,VEN,https://www.worldathletics.org/athletes/venezuela/carlos-tarazona-14256249,2:20:39,Carlos TARAZONA,40
maratonamasc2000,JPN,https://www.worldathletics.org/athletes/japan/nobuyuki-sato-14205633,2:20:52,Nobuyuki SATO,41
maratonamasc2000,ESP,https://www.worldathletics.org/athletes/spain/alberto-juzdado-14166073,2:21:18,Alberto JUZDADO,42
maratonamasc2000,RSA,https://www.worldathletics.org/athletes/south-africa/johannes-maremane-14220500,2:21:25,Johannes MAREMANE,43
maratonamasc2000,CAN,https://www.worldathletics.org/athletes/canada/bruce-deacon-14174383,2:21:38,Bruce DEACON,44
maratonamasc2000,KOR,https://www.worldathletics.org/athletes/korea/nam-kyun-chung-14210123,2:22:23,Nam-Kyun CHUNG,45
maratonamasc2000,URU,https://www.worldathletics.org/athletes/uruguay/néstor-garcía-14230865,2:22:30,Néstor GARCÍA,46
maratonamasc2000,EGY,https://www.worldathletics.org/athletes/egypt/ahmed-abdel-el-mangoud-14167568,2:22:47,Ahmed Abdel EL MANGOUD,47
maratonamasc2000,NAM,https://www.worldathletics.org/athletes/namibia/luketz-swartbooi-14213600,2:22:55,Luketz SWARTBOOI,48
maratonamasc2000,AND,https://www.worldathletics.org/athletes/andorra/antoni-bernadó-14180594,2:23:03,Antoni BERNADÓ,49
maratonamasc2000,POR,https://www.worldathletics.org/athletes/portugal/luís-novo-14218400,2:23:04,Luís NOVO,50
maratonamasc2000,SWZ,https://www.worldathletics.org/athletes/eswatini/lucky-bhembe-14228221,2:23:38,Lucky BHEMBE,51
maratonamasc2000,MAR,https://www.worldathletics.org/athletes/morocco/boubker-el-afoui-14212010,2:23:53,Boubker EL AFOUI,52
maratonamasc2000,ESP,https://www.worldathletics.org/athletes/spain/abel-antón-14167234,2:24:04,Abel ANTÓN,53
maratonamasc2000,GER,https://www.worldathletics.org/athletes/germany/carsten-eich-14191962,2:24:11,Carsten EICH,54
maratonamasc2000,MDA,https://www.worldathletics.org/athletes/moldova/valeriu-vlas-14212739,2:24:35,Valeriu VLAS,55
maratonamasc2000,GBR,https://www.worldathletics.org/athletes/great-britain-ni/mark-steinle-14190860,2:24:42,Mark STEINLE,56
maratonamasc2000,UGA,https://www.worldathletics.org/athletes/uganda/alex-malinga-14229621,2:24:53,Alex MALINGA,57
maratonamasc2000,ARG,https://www.worldathletics.org/athletes/argentina/hernán-oscar-cortínez-14180467,2:25:01,Hernán Oscar CORTÍNEZ,58
maratonamasc2000,PRK,https://www.worldathletics.org/athletes/dpr-of-korea/jae-son-kil-14218701,2:25:13,Jae-son KIL,59
maratonamasc2000,BUL,https://www.worldathletics.org/athletes/bulgaria/petko-stefanov-14174822,2:26:24,Petko STEFANOV,60
maratonamasc2000,TAN,https://www.worldathletics.org/athletes/tanzania/amnaay-zebedayo-bayo-14228291,2:26:24,Amnaay Zebedayo BAYO,61
maratonamasc2000,SLO,https://www.worldathletics.org/athletes/slovenia/roman-kejžar-14225070,2:26:38,Roman KEJŽAR,62
maratonamasc2000,GRE,https://www.worldathletics.org/athletes/greece/panayotis-charamis-14195032,2:26:55,Panayotis CHARAMIS,63
maratonamasc2000,MEX,https://www.worldathletics.org/athletes/mexico/benjamín-paredes-14213148,2:27:17,Benjamín PAREDES,64
maratonamasc2000,KOR,https://www.worldathletics.org/athletes/korea/seung-do-baek-14210066,2:28:25,Seung-do BAEK,65
maratonamasc2000,AUS,https://www.worldathletics.org/athletes/australia/lee-troop-14178659,2:29:32,Lee TROOP,66
maratonamasc2000,CPV,https://www.worldathletics.org/athletes/cabo-verde/antonio-carlos-zeferino-14169944,2:29:46,Antonio Carlos ZEFERINO,67
maratonamasc2000,TJK,https://www.worldathletics.org/athletes/tajikistan/sergey-zabavski-14228615,2:30:29,Sergey ZABAVSKI,68
maratonamasc2000,USA,https://www.worldathletics.org/athletes/united-states/rodney-dehaven-14236203,2:30:46,Rodney DEHAVEN,69
maratonamasc2000,KGZ,https://www.worldathletics.org/athletes/kirghizistan/nazirdin-akylbekov-14210004,2:31:26,Nazirdin AKYLBEKOV,70
maratonamasc2000,TLS,https://www.worldathletics.org/athletes/unknown/calisto-da-costa-14197758,2:33:11,Calisto DA COSTA,71
maratonamasc2000,BOL,https://www.worldathletics.org/athletes/bolivia/marco-ivan-condori-14235182,2:34:11,Marco Ivan CONDORI,72
maratonamasc2000,SRI,https://www.worldathletics.org/athletes/sri-lanka/sarath-prasanna-gamage-14225576,2:34:39,Sarath Prasanna GAMAGE,73
maratonamasc2000,SMR,https://www.worldathletics.org/athletes/san-marino/gian-luigi-macina-14225250,2:35:42,Gian Luigi MACINA,74
maratonamasc2000,BRA,https://www.worldathletics.org/athletes/brazil/vanderlei-de-lima-14176124,2:37:08,Vanderlei DE LIMA,75
maratonamasc2000,BIH,https://www.worldathletics.org/athletes/bosniaherzegovina/zeljko-petrovic-14177060,2:38:29,Zeljko PETROVIC,76
maratonamasc2000,BOT,https://www.worldathletics.org/athletes/botswana/tiyapo-maso-14176325,2:38:53,Tiyapo MASO,77
maratonamasc2000,BIH,https://www.worldathletics.org/athletes/bosniaherzegovina/djuro-kodzo-14177066,2:39:14,Djuro KODZO,78
maratonamasc2000,VEN,https://www.worldathletics.org/athletes/venezuela/josé-alejandro-semprún-14256237,3:00:02,José Alejandro SEMPRÚN,79
maratonamasc2000,CAM,https://www.worldathletics.org/athletes/cambodia/rithya-to-14174722,3:03:56,Rithya TO,80
maratonamasc2000,FSM,https://www.worldathletics.org/athletes/micronesia/elias-rodriguez-14188232,3:09:14,Elias RODRIGUEZ,81
maratonamasc2000,ITA,https://www.worldathletics.org/athletes/italy/stefano-baldini-14199529,DNF,Stefano BALDINI,"(None,)"
maratonamasc2000,FRA,https://www.worldathletics.org/athletes/france/abdellah-béhar-14183166,DNF,Abdellah BÉHAR,"(None,)"
maratonamasc2000,COL,https://www.worldathletics.org/athletes/colombia/josé-alirio-carrasco-14170144,DNF,José Alirio CARRASCO,"(None,)"
maratonamasc2000,KEN,https://www.worldathletics.org/athletes/kenya/kenneth-kipngetich-cheruiyot-14207616,DNF,Kenneth Kipngetich CHERUIYOT,"(None,)"
maratonamasc2000,DJI,https://www.worldathletics.org/athletes/djibouti/omar-daher-ghadid-14167767,DNF,Omar DAHER GHADID,"(None,)"
maratonamasc2000,LBA,https://www.worldathletics.org/athletes/libya/adel-m-edeli-14211138,DNF,Adel M EDELI,"(None,)"
maratonamasc2000,BRA,https://www.worldathletics.org/athletes/brazil/eder-moreno-fialho-14175613,DNF,Eder Moreno FIALHO,"(None,)"
maratonamasc2000,POL,https://www.worldathletics.org/athletes/poland/piotr-gladki-14216654,DNF,Piotr GLADKI,"(None,)"
maratonamasc2000,JPN,https://www.worldathletics.org/athletes/japan/takayuki-inubushi-14203384,DNF,Takayuki INUBUSHI,"(None,)"
maratonamasc2000,QAT,https://www.worldathletics.org/athletes/qatar/rashid-k-jamal-14219052,DNF,Rashid K JAMAL,"(None,)"
maratonamasc2000,COD,https://www.worldathletics.org/athletes/democ-republic-of-congo/willy-kalombo-mwenze-14170196,DNF,Willy KALOMBO MWENZE,"(None,)"
maratonamasc2000,KEN,https://www.worldathletics.org/athletes/kenya/elijah-lagat-14208826,DNF,Elijah LAGAT,"(None,)"
maratonamasc2000,ITA,https://www.worldathletics.org/athletes/italy/vincenzo-massimo-modica-14200897,DNF,Vincenzo Massimo MODICA,"(None,)"
maratonamasc2000,BDI,https://www.worldathletics.org/athletes/burundi/patrick-ndayisenga-14177796,DNF,Patrick NDAYISENGA,"(None,)"
maratonamasc2000,ARU,https://www.worldathletics.org/athletes/aruba/richard-rodriguez-14180238,DNF,Richard RODRIGUEZ,"(None,)"
maratonamasc2000,BRA,https://www.worldathletics.org/athletes/brazil/osmiro-silva-14175238,DNF,Osmiro SILVA,"(None,)"
maratonamasc2000,TAN,https://www.worldathletics.org/athletes/tanzania/angelo-peter-simon-14228403,DNF,Angelo Peter SIMON,"(None,)"
maratonamasc2000,CZE,https://www.worldathletics.org/athletes/slovak-republic/róbert-štefko-14168200,DNF,Róbert ŠTEFKO,"(None,)"
maratonamasc2000,TAN,https://www.worldathletics.org/athletes/tanzania/fokasi-wilbrod-fullah-14228446,DNF,Fokasi WILBROD FULLAH,"(None,)"
