BIB,country,link,mark,name,position
2881,MAR,https://www.worldathletics.org/athletes/morocco/rkia-el-moukim-14335548,2:40:10,Rkia EL MOUKIM,56
2811,KOR,https://www.worldathletics.org/athletes/korea/seulki-an-14376748,2:41:11,Seulki AN,57
1620,CZE,https://www.worldathletics.org/athletes/czech-republic/tereza-hrochová-14463763,2:42:25,Tereza HROCHOVÁ,58
3174,POL,https://www.worldathletics.org/athletes/poland/angelika-mach-14373030,2:42:26,Angelika MACH,59
1698,ECU,https://www.worldathletics.org/athletes/ecuador/andrea-paola-bonilla-14859648,2:43:30,Andrea Paola BONILLA,60
1026,ARG,https://www.worldathletics.org/athletes/argentina/marcela-cristina-gomez-14435728,2:44:09,Marcela Cristina GOMEZ,61
1477,CHN,https://www.worldathletics.org/athletes/pr-of-china/zhixuan-li-14376349,2:45:23,Zhixuan LI,62
2994,NED,https://www.worldathletics.org/athletes/netherlands/jill-holterman-14370468,2:45:27,Jill HOLTERMAN,63
2926,MEX,https://www.worldathletics.org/athletes/mexico/úrsula-patricia-sánchez-14291259,2:45:45,Úrsula Patricia SÁNCHEZ,64
2927,MEX,https://www.worldathletics.org/athletes/mexico/daniela-torres-14841906,2:47:15,Daniela TORRES,65
2364,ISR,https://www.worldathletics.org/athletes/israel/lonah-chemtai-salpeter-14523502,2:48:31,Lonah Chemtai SALPETER,66
1466,CHN,https://www.worldathletics.org/athletes/pr-of-china/li-bai-14702490,2:49:21,Li BAI,67
2029,GBR,https://www.worldathletics.org/athletes/great-britain-ni/stephanie-twell-14276601,2:53:26,Stephanie TWELL,68
3699,UGA,https://www.worldathletics.org/athletes/uganda/juliet-chekwel-14940422,2:53:40,Juliet CHEKWEL,69
3230,POR,https://www.worldathletics.org/athletes/portugal/sara-catarina-ribeiro-14382299,2:55:01,Sara Catarina RIBEIRO,70
2020,GBR,https://www.worldathletics.org/athletes/great-britain-ni/jess-piasecki-14274778,2:55:39,Jess PIASECKI,71
3477,SOL,https://www.worldathletics.org/athletes/solomon-islands/sharon-firisua-14624966,3:02:10,Sharon FIRISUA,72
1406,CAN,https://www.worldathletics.org/athletes/canada/dayna-pidhoresky-14318989,3:03:10,Dayna PIDHORESKY,73
2925,MEX,https://www.worldathletics.org/athletes/mexico/andrea-soraya-ramírez-limon-14638908,DNF,Andrea Soraya RAMÍREZ LIMON,"(None,)"
2753,KEN,https://www.worldathletics.org/athletes/kenya/ruth-chepngetich-14766298,DNF,Ruth CHEPNGETICH,"(None,)"
1771,ESP,https://www.worldathletics.org/athletes/spain/laura-méndez-14261003,DNF,Laura MÉNDEZ,"(None,)"
1841,ETH,https://www.worldathletics.org/athletes/ethiopia/birhane-dibaba-14434016,DNF,Birhane DIBABA,"(None,)"
1345,BRN,https://www.worldathletics.org/athletes/bahrain/tejitu-daba-14383159,DNF,Tejitu DABA,"(None,)"
1743,ERI,https://www.worldathletics.org/athletes/eritrea/kokob-tesfagaber-solomon-14722518,DNF,Kokob Tesfagaber SOLOMON,"(None,)"
3737,UKR,https://www.worldathletics.org/athletes/ukraine/viktoriia-kaliuzhna-14421044,DNF,Viktoria KALIUZHNA,"(None,)"
3392,RSA,https://www.worldathletics.org/athletes/south-africa/irvette-van-zyl-14296979,DNF,Irvette VAN ZYL,"(None,)"
3228,POR,https://www.worldathletics.org/athletes/portugal/sara-moreira-14294989,DNF,Sara MOREIRA,"(None,)"
3894,USA,https://www.worldathletics.org/athletes/united-states/aliphine-chepkerker-tuliamuk-14289472,DNF,Aliphine Chepkerker TULIAMUK,"(None,)"
2330,IRL,https://www.worldathletics.org/athletes/ireland/aoife-cooke-14690566,DNF,Aoife COOKE,"(None,)"
3750,UKR,https://www.worldathletics.org/athletes/ukraine/darya-mykhaylova-14917692,DNF,Darya MYKHAYLOVA,"(None,)"
1859,ETH,https://www.worldathletics.org/athletes/ethiopia/zeineba-yimer-14771299,DNF,Zeineba YIMER,"(None,)"
1630,CZE,https://www.worldathletics.org/athletes/czech-republic/eva-vrabcová-nyvltová-14941331,DNF,Eva VRABCOVÁ NYVLTOVÁ,"(None,)"
3660,TUR,https://www.worldathletics.org/athletes/turkey/meryem-erdogan-14422490,DNF,Meryem ERDOGAN,"(None,)"
