competition,country,link,mark,name,position
maratonamasc2012,ETH,https://www.worldathletics.org/athletes/ethiopia/getu-feleke-14336321,DNF,Getu FELEKE,"(None,)"
maratonamasc2012,ALG,https://www.worldathletics.org/athletes/algeria/tayeb-filali-14201554,DNF,Tayeb FILALI,"(None,)"
maratonamasc2012,USA,https://www.worldathletics.org/athletes/united-states/ryan-hall-14239724,DNF,Ryan HALL,"(None,)"
maratonamasc2012,COD,https://www.worldathletics.org/athletes/democ-republic-of-congo/mande-ilunga-14170199,DNF,Dieudonné ILUNGA MANDE,"(None,)"
maratonamasc2012,FRA,https://www.worldathletics.org/athletes/france/abraham-kiprotich-14208418,DNF,Abraham KIPROTICH,"(None,)"
maratonamasc2012,CHN,https://www.worldathletics.org/athletes/pr-of-china/zicheng-li-14326996,DNF,Zicheng LI,"(None,)"
maratonamasc2012,FRA,https://www.worldathletics.org/athletes/france/abdellatif-meftah-14212366,DNF,Abdellatif MEFTAH,"(None,)"
maratonamasc2012,RSA,https://www.worldathletics.org/athletes/south-africa/coolboy-ngamole-14220832,DNF,Coolboy NGAMOLE,"(None,)"
maratonamasc2012,MDA,https://www.worldathletics.org/athletes/moldova/roman-prodius-14212725,DNF,Roman PRODIUS,"(None,)"
maratonamasc2012,ETH,https://www.worldathletics.org/athletes/ethiopia/dino-sefir-14181612,DNF,Dino SEFIR,"(None,)"
maratonamasc2012,POR,https://www.worldathletics.org/athletes/portugal/rui-pedro-silva-14218607,DNF,Rui Pedro SILVA,"(None,)"
maratonamasc2012,FRA,https://www.worldathletics.org/athletes/france/patrick-tambwé-14170185,DNF,Patrick TAMBWE NGOIE,"(None,)"
maratonamasc2012,ERI,https://www.worldathletics.org/athletes/eritrea/samuel-tsegay-tesfamariam-14167392,DNF,Samuel TSEGAY,"(None,)"
maratonamasc2012,AUT,https://www.worldathletics.org/athletes/austria/günther-weidlinger-14178120,DNF,Günther WEIDLINGER,"(None,)"
