competition,country,gender,link,mark,name,position,sport
	15th IAAF World Championships,ERI,M,https://www.worldathletics.org/athletes/eritrea/ghirmay-ghebreslassie-14526656,2:12:28,Ghirmay GHEBRESLASSIE,1,"(['Marathon'],)"
	15th IAAF World Championships,ETH,M,https://www.worldathletics.org/athletes/ethiopia/yemane-tsegay-14327624,2:13:08,Yemane TSEGAY,2,"(['Marathon'],)"
	15th IAAF World Championships,UGA,M,https://www.worldathletics.org/athletes/uganda/solomon-mutai-14432818,2:13:30,Solomon MUTAI,3,"(['Marathon'],)"
	15th IAAF World Championships,ITA,M,https://www.worldathletics.org/athletes/italy/ruggero-pertile-14201133,2:14:23,Ruggero PERTILE,4,"(['Marathon'],)"
	15th IAAF World Championships,BRN,M,https://www.worldathletics.org/athletes/bahrain/shumi-dechasa-14378482,2:14:35,Shumi DECHASA,5,"(['Marathon'],)"
	15th IAAF World Championships,UGA,M,https://www.worldathletics.org/athletes/uganda/stephen-kiprotich-14229607,2:14:43,Stephen KIPROTICH,6,"(['Marathon'],)"
	15th IAAF World Championships,ETH,M,https://www.worldathletics.org/athletes/ethiopia/lelisa-desisa-14377814,2:14:54,Lelisa DESISA,7,"(['Marathon'],)"
	15th IAAF World Championships,ITA,M,https://www.worldathletics.org/athletes/italy/daniele-meucci-14200873,2:14:54,Daniele MEUCCI,8,"(['Marathon'],)"
	15th IAAF World Championships,ERI,M,https://www.worldathletics.org/athletes/eritrea/amanuel-mesel-14167408,2:15:07,Amanuel MESEL,9,"(['Marathon'],)"
	15th IAAF World Championships,UGA,M,https://www.worldathletics.org/athletes/uganda/jackson-kiprop-14229606,2:15:16,Jackson KIPROP,10,"(['Marathon'],)"
	15th IAAF World Championships,PRK,M,https://www.worldathletics.org/athletes/dpr-of-korea/chol-pak-14520476,2:15:44,Chol PAK,11,"(['Marathon'],)"
	15th IAAF World Championships,TAN,M,https://www.worldathletics.org/athletes/tanzania/alphonce-felix-simbu-14487535,2:16:58,Alphonce Felix SIMBU,12,"(['Marathon'],)"
	15th IAAF World Championships,ESP,M,https://www.worldathletics.org/athletes/spain/javier-guerra-14166242,2:17:00,Javier GUERRA,13,"(['Marathon'],)"
	15th IAAF World Championships,LES,M,https://www.worldathletics.org/athletes/lesotho/tshepo-mathibelle-14412724,2:17:17,Tshepo MATHIBELLE,14,"(['Marathon'],)"
	15th IAAF World Championships,ETH,M,https://www.worldathletics.org/athletes/ethiopia/hayle-lemi-14639731,2:17:37,Hayle LEMI,15,"(['Marathon'],)"
	15th IAAF World Championships,BEL,M,https://www.worldathletics.org/athletes/belgium/abdelhadi-el-hachimi-14212041,2:17:41,Abdelhadi EL HACHIMI,16,"(['Marathon'],)"
	15th IAAF World Championships,RUS,M,https://www.worldathletics.org/athletes/russia/aleksey-reunkov-14223693,2:18:12,Aleksey REUNKOV,17,"(['Marathon'],)"
	15th IAAF World Championships,BRA,M,https://www.worldathletics.org/athletes/brazil/solonei-rocha-da-silva-14384012,2:19:20,Solonei DA SILVA,18,"(['Marathon'],)"
	15th IAAF World Championships,SUI,M,https://www.worldathletics.org/athletes/switzerland/tadesse-abraham-14167400,2:19:25,Tadesse ABRAHAM,19,"(['Marathon'],)"
	15th IAAF World Championships,EST,M,https://www.worldathletics.org/athletes/estonia/roman-fosti-14164634,2:20:34,Roman FOSTI,20,"(['Marathon'],)"
	15th IAAF World Championships,JPN,M,https://www.worldathletics.org/athletes/japan/masakazu-fujiwara-14202728,2:21:06,Masakazu FUJIWARA,21,"(['Marathon'],)"
	15th IAAF World Championships,KEN,M,https://www.worldathletics.org/athletes/kenya/mark-korir-14243283,2:21:20,Mark KORIR,22,"(['Marathon'],)"
	15th IAAF World Championships,ZIM,M,https://www.worldathletics.org/athletes/zimbabwe/cuthbert-nyasango-14256538,2:22:15,Cutbert NYASANGO,23,"(['Marathon'],)"
	15th IAAF World Championships,CHN,M,https://www.worldathletics.org/athletes/pr-of-china/wang-xu-14426610,2:23:08,Wang XU,24,"(['Marathon'],)"
	15th IAAF World Championships,USA,M,https://www.worldathletics.org/athletes/united-states/ian-burrell-14233880,2:23:17,Ian BURRELL,25,"(['Marathon'],)"
	15th IAAF World Championships,BDI,M,https://www.worldathletics.org/athletes/burundi/pierre-célestin-nihorimbere-14177787,2:23:29,Célestin NIHORIMBERE,26,"(['Marathon'],)"
	15th IAAF World Championships,TAN,M,https://www.worldathletics.org/athletes/tanzania/ezekiel-jafary-ngimba-14228393,2:23:43,Ezekiel Jafary NGIMBA,27,"(['Marathon'],)"
	15th IAAF World Championships,USA,M,https://www.worldathletics.org/athletes/united-states/scott-smith-14251708,2:24:53,Scott SMITH,28,"(['Marathon'],)"
	15th IAAF World Championships,SRI,M,https://www.worldathletics.org/athletes/sri-lanka/anuradha-indraji-cooraj-14225495,2:25:04,Anuradha Indrajith COORAY,29,"(['Marathon'],)"
	15th IAAF World Championships,ZIM,M,https://www.worldathletics.org/athletes/zimbabwe/cephas-pasipamire-14489231,2:25:05,Cephas PASIPAMIRE,30,"(['Marathon'],)"
	15th IAAF World Championships,MDA,M,https://www.worldathletics.org/athletes/moldova/roman-prodius-14212725,2:26:46,Roman PRODIUS,31,"(['Marathon'],)"
	15th IAAF World Championships,AUT,M,https://www.worldathletics.org/athletes/austria/edwin-kipchirchir-kemboi-14208188,2:28:06,Edwin Kipchirchir KEMBOI,32,"(['Marathon'],)"
	15th IAAF World Championships,TPE,M,https://www.worldathletics.org/athletes/chinese-taipei/chin-ping-ho-14360151,2:28:14,Chin-Ping HO,33,"(['Marathon'],)"
	15th IAAF World Championships,CHN,M,https://www.worldathletics.org/athletes/pr-of-china/siyang-guan-14385591,2:30:17,Siyang GUAN,34,"(['Marathon'],)"
	15th IAAF World Championships,FIN,M,https://www.worldathletics.org/athletes/finland/henri-manninen-14182244,2:30:22,Henri MANNINEN,35,"(['Marathon'],)"
	15th IAAF World Championships,SWE,M,https://www.worldathletics.org/athletes/sweden/david-nilsson-14227874,2:31:24,David NILSSON,36,"(['Marathon'],)"
	15th IAAF World Championships,ZIM,M,https://www.worldathletics.org/athletes/zimbabwe/gilbert-mutandiro-14256521,2:31:35,Gilbert MUTANDIRO,37,"(['Marathon'],)"
	15th IAAF World Championships,MGL,M,https://www.worldathletics.org/athletes/mongolia/ser-od-bat-ochir-14867157,2:32:09,Ser-Od BAT-OCHIR,38,"(['Marathon'],)"
	15th IAAF World Championships,KOR,M,https://www.worldathletics.org/athletes/korea/si-wan-noh-14439977,2:32:35,Siwan NOH,39,"(['Marathon'],)"
	15th IAAF World Championships,JPN,M,https://www.worldathletics.org/athletes/japan/kazuhiro-maeda-14204255,2:32:49,Kazuhiro MAEDA,40,"(['Marathon'],)"
	15th IAAF World Championships,RSA,M,https://www.worldathletics.org/athletes/south-africa/desmond-mokgobu-14362555,2:34:11,Desmond MOKGOBU,41,"(['Marathon'],)"
	15th IAAF World Championships,TAN,M,https://www.worldathletics.org/athletes/tanzania/fabiano-joseph-naasi-14228387,2:35:27,Fabiano JOSEPH,42,"(['Marathon'],)"
	15th IAAF World Championships,MAR,M,https://www.worldathletics.org/athletes/morocco/adil-ennani-14211828,DQ,Adil ANNANI,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,UKR,M,https://www.worldathletics.org/athletes/ukraine/ivan-babaryka-14229704,DNF,Ivan BABARYKA,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,UKR,M,https://www.worldathletics.org/athletes/ukraine/oleksandr-babarika-14229703,DNF,Oleksandr BABARYNKA,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,ERI,M,https://www.worldathletics.org/athletes/eritrea/beraki-beyene-zerea-14333943,DNF,Beraki BEYENE,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,ESP,M,https://www.worldathletics.org/athletes/spain/carles-castillejo-14166896,DNF,Carles CASTILLEJO,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,USA,M,https://www.worldathletics.org/athletes/united-states/jeffrey-eggleston-14237136,DNF,Jeffrey EGGLESTON,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,TUN,M,https://www.worldathletics.org/athletes/tunisia/wissam-hosni-14330386,DNF,Wissem HOSNI,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,ROU,M,https://www.worldathletics.org/athletes/romania/marius-ionescu-14219367,DNF,Marius IONESCU,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,TUR,M,https://www.worldathletics.org/athletes/turkey/bekir-karayel-14229405,DNF,Bekir KARAYEL,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,BRN,M,https://www.worldathletics.org/athletes/bahrain/aadam-ismaeel-khamis-14175124,DNF,Aadam Ismaeel KHAMIS,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,KEN,M,https://www.worldathletics.org/athletes/kenya/dennis-kimetto-14479171,DNF,Dennis Kipruto KIMETTO,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,UGA,M,https://www.worldathletics.org/athletes/uganda/abraham-kiplimo-14229602,DNF,Abraham KIPLIMO,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,KEN,M,https://www.worldathletics.org/athletes/kenya/wilson-kipsang-kiprotich-14208463,DNF,Wilson Kipsang KIPROTICH,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,MAR,M,https://www.worldathletics.org/athletes/morocco/rachid-kisri-14212278,DNF,Rachid KISRI,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,KAZ,M,https://www.worldathletics.org/athletes/kazakhstan/mikhail-krasilov-14427079,DNF,Mikhail KRASILOV,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,BRA,M,https://www.worldathletics.org/athletes/brazil/gilberto-silvestre-lopes-14379517,DNF,Gilberto LOPES,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,BRN,M,https://www.worldathletics.org/athletes/bahrain/ali-hassan-mahboob-14175122,DNF,Ali Hasan MAHBOOD,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,RSA,M,https://www.worldathletics.org/athletes/south-africa/thabiso-benedict-moeng-14220641,DNF,Thabiso Benedict MOENG,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,IRI,M,https://www.worldathletics.org/athletes/islamic-republic-of-iran/jaafar-moradi-14605053,DNF,Mohammadjafar MORADI,"(None,)","(['Marathon'],)"
	15th IAAF World Championships,CHN,M,https://www.worldathletics.org/athletes/pr-of-china/muhan-hasi-14382712,DNF,Hasi MUHAN,"(None,)","(['Marathon'],)"
