competition,country,gender,link,mark,name,position,sport
"IAAF World Athletics Championships, DOHA 2019",KEN,F,https://www.worldathletics.org/athletes/kenya/ruth-chepngetich-14766298,2:32:43,Ruth CHEPNGETICH,1,"(['Marathon'],)"
"IAAF World Athletics Championships, DOHA 2019",BRN,F,https://www.worldathletics.org/athletes/bahrain/rose-chelimo-14436833,2:33:46,Rose CHELIMO,2,"(['Marathon'],)"
"IAAF World Athletics Championships, DOHA 2019",NAM,F,https://www.worldathletics.org/athletes/namibia/helalia-johannes-14291432,2:34:15,Helalia JOHANNES,3,"(['Marathon'],)"
"IAAF World Athletics Championships, DOHA 2019",KEN,F,https://www.worldathletics.org/athletes/kenya/edna-ngeringwony-kiplagat-14289137,2:35:36,Edna Ngeringwony KIPLAGAT,4,"(['Marathon'],)"
"IAAF World Athletics Championships, DOHA 2019",BLR,F,https://www.worldathletics.org/athletes/belarus/volha-mazuronak-14269741,2:36:21,Volha MAZURONAK,5,"(['Marathon'],)"
"IAAF World Athletics Championships, DOHA 2019",USA,F,https://www.worldathletics.org/athletes/united-states/roberta-groner-14524006,2:38:44,Roberta GRONER,6,"(['Marathon'],)"
"IAAF World Athletics Championships, DOHA 2019",JPN,F,https://www.worldathletics.org/athletes/japan/mizuki-tanimoto-14605230,2:39:09,Mizuki TANIMOTO,7,"(['Marathon'],)"
"IAAF World Athletics Championships, DOHA 2019",PRK,F,https://www.worldathletics.org/athletes/dpr-of-korea/ji-hyang-kim-14634471,2:41:24,Ji Hyang KIM,8,"(['Marathon'],)"
"IAAF World Athletics Championships, DOHA 2019",CAN,F,https://www.worldathletics.org/athletes/canada/lyndsay-tessier-14524075,2:42:03,Lyndsay TESSIER,9,"(['Marathon'],)"
"IAAF World Athletics Championships, DOHA 2019",PRK,F,https://www.worldathletics.org/athletes/dpr-of-korea/un-ok-jo-14367928,2:42:23,Un Ok JO,10,"(['Marathon'],)"
