competition,country,gender,link,mark,name,position,sport
TCS New York Marathon - 07 NOV 2021,KEN,M,,2:08:22,Albert KORIR,1,Marathon
TCS New York Marathon - 07 NOV 2021,MAR,M,,2:09:06,Mohamed Reda EL AARABY,2,Marathon
TCS New York Marathon - 07 NOV 2021,ITA,M,,2:09:52,Eyob GHEBREHIWET FANIEL,3,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:11:15,Elkanah KIBET,4,Marathon
TCS New York Marathon - 07 NOV 2021,NED,M,,2:11:39,Abdi NAGEEYE,5,Marathon
TCS New York Marathon - 07 NOV 2021,ETH,M,,2:12:52,Kenenisa BEKELE,6,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:12:53,Ben TRUE,7,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:12:57,Nathan MARTIN,8,Marathon
TCS New York Marathon - 07 NOV 2021,KEN,M,,2:13:43,Kibiwott KANDIE,9,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:14:06,Jared WARD,10,Marathon
TCS New York Marathon - 07 NOV 2021,MEX,M,,2:14:11,Patricio CASTILLO,11,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:15:36,John RANERI,12,Marathon
TCS New York Marathon - 07 NOV 2021,JPN,M,,2:16:39,Akira TOMIYASU,13,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:16:50,Shadrack KIPTOO BIWOTT,14,Marathon
TCS New York Marathon - 07 NOV 2021,DEN,M,,2:17:25,Thijs NIJHUIS,15,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:18:57,Ryan ARCHER,16,Marathon
TCS New York Marathon - 07 NOV 2021,KEN,M,,2:20:53,Augustine Kiprono CHOGE,17,Marathon
TCS New York Marathon - 07 NOV 2021,DOM,M,,2:20:53,Alvaro ABREU MARTIN,18,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:21:55,Brian SHRADER,19,Marathon
TCS New York Marathon - 07 NOV 2021,ETH,M,,2:22:16,Teshome MEKONEN,20,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:22:39,Kevin LEWIS,21,Marathon
TCS New York Marathon - 07 NOV 2021,GBR,M,,2:23:57,Ben TOOMER,22,Marathon
TCS New York Marathon - 07 NOV 2021,ETH,M,,2:27:24,Urgesa KEDIR,23,Marathon
TCS New York Marathon - 07 NOV 2021,IRL,M,,2:30:28,David FITZMAURICE,24,Marathon
TCS New York Marathon - 07 NOV 2021,ETH,M,,DNF,Habtemariam TEMESGEN,25,Marathon
TCS New York Marathon - 07 NOV 2021,ETH,M,,DNF,Birhanu Dare KEMAL,26,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,DNF,Noah DRODDY,27,Marathon
TCS New York Marathon - 07 NOV 2021,POL,M,,2:25:17,Wojciech KOPEĆ,28,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:26:05,Jordan DANIEL,29,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:26:15,Adrian HAYWAS,30,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:26:17,Jay SCHAIRBAUM,31,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:28:13,Jason SIMPSON,32,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:28:29,David LANEY,33,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:29:10,David KILGORE,34,Marathon
TCS New York Marathon - 07 NOV 2021,MEX,M,,2:29:13,Jared VELAZCO,35,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:29:18,Brian REIS,36,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:29:20,Oz PEARLMAN,37,Marathon
TCS New York Marathon - 07 NOV 2021,GER,M,,2:30:03,Daniel HÖFLINGER,38,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:30:45,Jacob SHIOHIRA,39,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:32:02,Marc VIOLONE,40,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:32:22,Jesse FRANK,41,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:32:25,Austin HENDRIX,42,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:32:41,Colin WAINWRIGHT,43,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:32:44,Hugh PARKER,44,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:32:56,Peter GEITHNER,45,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:33:13,Thomas KENNEDY,46,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:33:23,David PULEO,47,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:33:31,Ken RIDEOUT,48,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:33:34,Abinazer AGHEGNEHU,49,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:33:39,David ROESKE,50,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:33:45,Ned TRIM,51,Marathon
TCS New York Marathon - 07 NOV 2021,FRA,M,,2:34:04,Timothée JUNG,52,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:34:26,Kyle KONDRACKI,53,Marathon
TCS New York Marathon - 07 NOV 2021,USA,M,,2:35:15,Sebastian NICEWICZ,54,Marathon
