competition,country,gender,link,mark,name,position,sport
TCS New York City Marathon - 06 NOV 2022,KEN,F,,2:23:23,Sharon LOKEDI,1,Marathon
TCS New York City Marathon - 06 NOV 2022,ISR,F,,2:23:30,Lonah Chemtai SALPETER,2,Marathon
TCS New York City Marathon - 06 NOV 2022,ETH,F,,2:23:39,Gotytom GEBRESLASE,3,Marathon
TCS New York City Marathon - 06 NOV 2022,KEN,F,,2:24:16,Edna Ngeringwony KIPLAGAT,4,Marathon
TCS New York City Marathon - 06 NOV 2022,KEN,F,,2:25:34,Violah CHEPTOO,5,Marathon
TCS New York City Marathon - 06 NOV 2022,KEN,F,,2:25:49,Hellen OBIRI,6,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:26:18,Aliphine Chepkerker TULIAMUK,7,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:26:53,Emma BATES,8,Marathon
TCS New York City Marathon - 06 NOV 2022,AUS,F,,2:27:27,Jessica STENSON,9,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:28:32,Nell ROJAS,10,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:29:28,Lindsay FLANAGAN,11,Marathon
TCS New York City Marathon - 06 NOV 2022,RSA,F,,2:30:22,Gerda STEYN,12,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:30:34,Stephanie BRUCE,13,Marathon
TCS New York City Marathon - 06 NOV 2022,KEN,F,,2:30:59,Caroline ROTICH,14,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:31:31,Keira D'AMATO,15,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:32:37,Desiree LINDEN,16,Marathon
TCS New York City Marathon - 06 NOV 2022,JPN,F,,2:32:56,Mao UESUGI,17,Marathon
TCS New York City Marathon - 06 NOV 2022,AUS,F,,2:34:50,Eloise WELLINGS,18,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:35:03,Sarah PAGANO,19,Marathon
TCS New York City Marathon - 06 NOV 2022,KEN,F,,2:35:32,Grace KAHURA,20,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:35:35,Annie FRISBIE,21,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:39:45,Molly GRABILL,22,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:40:22,Kayla LAMPE,23,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:40:52,Maegan KRIFCHIN,24,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:43:06,Roberta GRONER,25,Marathon
TCS New York City Marathon - 06 NOV 2022,NED,F,,2:45:34,Ruth VAN DER MEIJDEN,26,Marathon
TCS New York City Marathon - 06 NOV 2022,ETH,F,,DNF,Senbere TEFERI,27,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,DNF,Emily DURGIN,28,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,DNF,Dakotah LINDWURM,29,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:49:49,Mel BRIGGS,30,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:50:12,Bailey NESS,31,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:52:15,Lauren DORSKY,32,Marathon
TCS New York City Marathon - 06 NOV 2022,CAN,F,,2:52:45,Kate GUSTAFSON,33,Marathon
TCS New York City Marathon - 06 NOV 2022,MEX,F,,2:52:47,Tania ESTRADA,34,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:54:05,Melissa REED,35,Marathon
TCS New York City Marathon - 06 NOV 2022,CAN,F,,2:54:07,Anne JOHNSTON,36,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:54:24,Morgan LINGAR,37,Marathon
TCS New York City Marathon - 06 NOV 2022,CRC,F,,2:54:41,Diana BOGANTES,38,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:55:01,Jessica HRUSKA,39,Marathon
TCS New York City Marathon - 06 NOV 2022,GBR,F,,2:56:21,Justine LYNCH,40,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:56:31,Jennifer GOSWAMI,41,Marathon
TCS New York City Marathon - 06 NOV 2022,NOR,F,,2:56:58,Ingvill MÅKESTAD BOVIM,42,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:57:11,Madeleine NAKADA,43,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:57:26,Nell GALLOGLY,44,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:57:39,Ana CABRERA,45,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:58:05,Khia KURTENBACH,46,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:58:21,Lisa ROBERTS,47,Marathon
TCS New York City Marathon - 06 NOV 2022,CAN,F,,2:58:37,Meaghan STRUM,48,Marathon
TCS New York City Marathon - 06 NOV 2022,CAN,F,,2:58:41,Kaili VAN VULPEN,49,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:58:48,Joy JIANG,50,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:59:13,Jenny SANDERSON,51,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:59:14,Sasha WHITTLE,52,Marathon
TCS New York City Marathon - 06 NOV 2022,AUT,F,,2:59:28,Carola BENDL-TSCHIEDEL,53,Marathon
TCS New York City Marathon - 06 NOV 2022,BRA,F,,2:59:32,Luiza DE AZEVEDO,54,Marathon
TCS New York City Marathon - 06 NOV 2022,CAN,F,,2:59:39,Meghan TAIT,55,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:59:40,Gabrielle MCKENZIE,56,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:59:54,Alana LEVY,57,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,2:59:58,Gabrielle YATAURO,58,Marathon
TCS New York City Marathon - 06 NOV 2022,IRL,F,,3:00:37,Sarah BARYGA,59,Marathon
TCS New York City Marathon - 06 NOV 2022,USA,F,,3:00:47,Alysia DUSSEAU,60,Marathon
