competition,country,gender,link,mark,name,position,sport
TCS New York City Marathon - 03 NOV 2019,KEN,M,,2:08:13,Geoffrey KAMWOROR,1,Marathon
TCS New York City Marathon - 03 NOV 2019,KEN,M,,2:08:36,Albert KORIR,2,Marathon
TCS New York City Marathon - 03 NOV 2019,ETH,M,,2:08:38,Girma BEKELE,3,Marathon
TCS New York City Marathon - 03 NOV 2019,ETH,M,,2:09:20,Tamirat TOLA,4,Marathon
TCS New York City Marathon - 03 NOV 2019,ETH,M,,2:10:39,Shura KITATA,5,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:10:45,Jared WARD,6,Marathon
TCS New York City Marathon - 03 NOV 2019,KEN,M,,2:11:11,Stephen SAMBU,7,Marathon
TCS New York City Marathon - 03 NOV 2019,JPN,M,,2:11:18,Yoshiki TAKENOUCHI,8,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:11:34,Abdi ABDIRAHMAN,9,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:12:07,Connor MCMILLAN,10,Marathon
TCS New York City Marathon - 03 NOV 2019,GER,M,,2:12:57,Arne GABIUS,11,Marathon
TCS New York City Marathon - 03 NOV 2019,ERI,M,,2:13:09,Daniel MESFUN,12,Marathon
TCS New York City Marathon - 03 NOV 2019,ETH,M,,2:13:35,Birhanu Dare KEMAL,13,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:14:10,Tyler PENNEL,14,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:14:13,John RANERI,15,Marathon
TCS New York City Marathon - 03 NOV 2019,MEX,M,,2:14:16,Patricio CASTILLO,16,Marathon
TCS New York City Marathon - 03 NOV 2019,ETH,M,,2:14:24,Tadesse DABI,17,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:15:38,Tyler JERMANN,18,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:16:10,Joseph WHELAN,19,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:16:34,Louis SERAFINI,20,Marathon
TCS New York City Marathon - 03 NOV 2019,ETH,M,,2:16:38,Deriba DEGEFA,21,Marathon
TCS New York City Marathon - 03 NOV 2019,AUS,M,,2:16:58,Jack RAYNER,22,Marathon
TCS New York City Marathon - 03 NOV 2019,AUS,M,,2:17:50,Brett ROBINSON,23,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:18:20,Craig LEON,24,Marathon
TCS New York City Marathon - 03 NOV 2019,SWE,M,,2:19:41,Mustafa MOHAMED,25,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:19:52,Brendan MARTIN,26,Marathon
TCS New York City Marathon - 03 NOV 2019,UGA,M,,2:21:06,Harbert OKUTI,27,Marathon
TCS New York City Marathon - 03 NOV 2019,BRA,M,,2:21:29,Fredison CARNEIRO COSTA,28,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:21:55,Tyler MCCANDLESS,29,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:22:28,Greg BILLINGTON,30,Marathon
TCS New York City Marathon - 03 NOV 2019,ETH,M,,2:23:04,Habtemariam TEMESGEN,31,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:23:04,Jaime JULIA,32,Marathon
TCS New York City Marathon - 03 NOV 2019,ETH,M,,2:23:55,Abu KEBEDE,33,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:24:23,Seth DEMOOR,34,Marathon
TCS New York City Marathon - 03 NOV 2019,NED,M,,2:25:06,Michel BUTTER,35,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:25:37,Matthew KRUGER,36,Marathon
TCS New York City Marathon - 03 NOV 2019,AUS,M,,2:26:35,Vlad SHATROV,37,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:26:42,Jordan DANIEL,38,Marathon
TCS New York City Marathon - 03 NOV 2019,DEN,M,,2:26:53,Rune BÆKGAARD,39,Marathon
TCS New York City Marathon - 03 NOV 2019,FRA,M,,2:26:55,Guillaume ADAM,40,Marathon
TCS New York City Marathon - 03 NOV 2019,GER,M,,2:26:58,Tim-Niklas SCHWIPPEL,41,Marathon
TCS New York City Marathon - 03 NOV 2019,FRA,M,,2:27:03,Thierry GUIBAULT,42,Marathon
TCS New York City Marathon - 03 NOV 2019,ESP,M,,2:27:15,Miguel FERRER,43,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:27:29,Chris BAILEY,44,Marathon
TCS New York City Marathon - 03 NOV 2019,DEN,M,,2:27:49,Jakob GADE,45,Marathon
TCS New York City Marathon - 03 NOV 2019,ITA,M,,2:27:51,Massimiliano MILANI,46,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:27:56,Benjamin TOOMER,47,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:27:59,David KILGORE,48,Marathon
TCS New York City Marathon - 03 NOV 2019,ARG,M,,2:28:21,Luis Ariel MOLINA,49,Marathon
TCS New York City Marathon - 03 NOV 2019,GER,M,,2:28:35,Felix LEDWIG,50,Marathon
TCS New York City Marathon - 03 NOV 2019,GBR,M,,2:28:44,Robert HUDSON,51,Marathon
TCS New York City Marathon - 03 NOV 2019,BEL,M,,2:28:47,Joost DE RAEYMAEKER,52,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:29:40,Matthew CONRAD,53,Marathon
TCS New York City Marathon - 03 NOV 2019,ESP,M,,2:29:45,Enrique CALVILLO,54,Marathon
TCS New York City Marathon - 03 NOV 2019,HKG,M,,2:30:08,Wat King LONG,55,Marathon
TCS New York City Marathon - 03 NOV 2019,GBR,M,,2:30:08,Stuart HAYES,56,Marathon
TCS New York City Marathon - 03 NOV 2019,GBR,M,,2:30:11,Jonathan ROSENBRIER,57,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:30:14,Dennis RYAN,58,Marathon
TCS New York City Marathon - 03 NOV 2019,NED,M,,2:30:16,Floris WILLEBOORDSE,59,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:30:21,Anthony DESABATO,60,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:30:26,Abinazer AGHEGNEHU,61,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:30:37,Brandon ABASOLO,62,Marathon
TCS New York City Marathon - 03 NOV 2019,LTU,M,,2:30:44,Edvinas VYZAS,63,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:30:58,Shawn FERGUSON,64,Marathon
TCS New York City Marathon - 03 NOV 2019,CAN,M,,2:31:30,Dan WAY,65,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:31:56,Taylor ASHTON,66,Marathon
TCS New York City Marathon - 03 NOV 2019,SWE,M,,2:32:02,Mathias ÖSMARK,67,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:32:09,Narciso MEJIA,68,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:32:19,Hugh PARKER,69,Marathon
TCS New York City Marathon - 03 NOV 2019,NOR,M,,2:32:20,Eirik GUNDERSEN,70,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:32:51,Matt LAWDER,71,Marathon
TCS New York City Marathon - 03 NOV 2019,USA,M,,2:32:52,Oz PEARLMAN,72,Marathon
